pb_real_30_60_45_02.smt2	sat
pb_real_30_60_45_08.smt2	sat
pb_real_30_60_45_14.smt2	sat
pb_real_30_60_45_20.smt2	sat
pb_real_30_60_45_26.smt2	sat
pb_real_30_60_45_32.smt2	sat
pb_real_30_60_45_38.smt2	sat
pb_real_30_60_45_44.smt2	sat
pb_real_30_60_45_50.smt2	unsat
pb_real_30_60_45_56.smt2	sat
pb_real_30_60_45_62.smt2	sat
pb_real_30_60_45_68.smt2	sat
pb_real_30_60_45_74.smt2	sat
pb_real_30_60_45_80.smt2	sat
pb_real_30_60_45_86.smt2	sat
pb_real_30_60_45_92.smt2	sat
pb_real_30_60_45_98.smt2	sat
pb_real_30_75_45_04.smt2	unsat
pb_real_30_75_45_10.smt2	unsat
pb_real_30_75_45_16.smt2	unsat
pb_real_30_75_45_22.smt2	unsat
pb_real_30_75_45_28.smt2	unsat
pb_real_30_75_45_34.smt2	unsat
pb_real_30_75_45_40.smt2	unsat
pb_real_30_75_45_46.smt2	unsat
pb_real_30_75_45_52.smt2	unsat
pb_real_30_75_45_58.smt2	unsat
pb_real_30_75_45_64.smt2	unsat
pb_real_30_75_45_70.smt2	unsat
pb_real_30_75_45_76.smt2	unsat
pb_real_30_75_45_82.smt2	unsat
pb_real_30_75_45_88.smt2	unsat
pb_real_30_75_45_94.smt2	unsat
pb_real_40_80_60_00.smt2	sat
pb_real_40_80_60_06.smt2	sat
pb_real_40_80_60_12.smt2	sat
pb_real_40_80_60_18.smt2	sat
pb_real_40_80_60_24.smt2	unsat
pb_real_40_80_60_30.smt2	sat
pb_real_40_80_60_36.smt2	sat
pb_real_40_80_60_42.smt2	sat
pb_real_40_80_60_48.smt2	sat
pb_real_40_80_60_54.smt2	sat
pb_real_40_80_60_60.smt2	sat
pb_real_40_80_60_66.smt2	sat
pb_real_40_80_60_72.smt2	sat
pb_real_40_80_60_78.smt2	sat
pb_real_40_80_60_84.smt2	sat
pb_real_40_80_60_90.smt2	sat
pb_real_40_80_60_96.smt2	sat
pb_real_50_100_30_02.smt2	sat
pb_real_50_100_30_08.smt2	sat
pb_real_50_100_30_14.smt2	sat
pb_real_50_100_30_20.smt2	unknown
pb_real_50_100_30_26.smt2	sat
pb_real_50_100_30_32.smt2	sat
pb_real_50_100_30_38.smt2	sat
pb_real_50_100_30_44.smt2	sat
pb_real_50_100_30_50.smt2	sat
pb_real_50_100_30_56.smt2	sat
pb_real_50_100_30_62.smt2	sat
pb_real_50_100_30_68.smt2	unsat
pb_real_50_100_30_74.smt2	unknown
pb_real_50_100_30_80.smt2	sat
pb_real_50_100_30_86.smt2	sat
pb_real_50_100_30_92.smt2	sat
pb_real_50_100_30_98.smt2	sat
pb_real_50_150_30_04.smt2	unsat
pb_real_50_150_30_10.smt2	unsat
