QF_ABV	wchains140se.smt2	sat	unknown	21.0
QF_ABV	arbiter_array_cex_w32d32q16n4b34.smt2	sat	unknown	121.1
QF_ABV	bubbleSort.smt2	unsat	unknown	121.1
QF_ABV	fifo32ia04k08.smt2	sat	unknown	121.1
QF_ABV	try5_small_difret_functions_dwp_cat.next_line_num.il.dwp.smt2	sat	unknown	6.4
QF_ABV	_csplit-query-000018.smt2	unsat	unknown	120.1
QF_ABV	try5_small_difret_functions_dwp_vdir.strcmp_size.il.dwp.smt2	unsat	unknown	22.4
QF_ABV	try5_small_difret_functions_dwp_mkfifo.get_quoting_style.il.dwp.smt2	unsat	unknown	120.2
QF_ABV	_csplit-query-000093.smt2	unsat	unknown	120.2
QF_ABV	no_init_simple_delete55.smt2	sat	unknown	121.0
QF_ABV	_csplit-query-000263.smt2	unsat	unknown	120.1
QF_ABV	_csplit-query-000188.smt2	unsat	unknown	120.0
QF_BV	counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2	unsat	unknown	120.9
QF_BV	tsp_rand_70_300_1155482584_12.lp.smt2	sat	unknown	121.1
QF_BV	bench_13795.smt2	sat	unknown	121.1
QF_BV	bench_10451.smt2	sat	sat	90.9
QF_BV	ext_con_008_001_0064.smt2	unsat	unsat	118.7
QF_BV	testcase15.stp.smt2	sat	unknown	121.6
QF_BV	simple_processors_008_006_0004.smt2	unsat	unknown	120.3
QF_BV	ext_con_028_008_0064.smt2	unsat	unsat	105.7
QF_IDL	vlsat3_c00.smt2	unsat	unknown	121.0
QF_IDL	graph-colouring-nodes=130-density=0.1-instance=10.smt2	sat	unknown	117.3
QF_IDL	15.3.schur.lp.smt2	sat	unknown	117.7
QF_IDL	jobshop16-2-8-8-4-4-16.smt2	sat	unknown	121.0
QF_IDL	qlock-4-10-33.induction.cvc.smt2	sat	sat	71.6
QF_IDL	super_queen61-1.smt2	sat	unknown	117.3
QF_IDL	queen42-1.smt2	sat	unknown	121.0
QF_IDL	j8_per0_2_mkspan1054.smt2	sat	sat	35.8
QF_IDL	j8_per20_0_mkspan1008.smt2	sat	sat	44.4
QF_IDL	qlock-4-10-39.induction.cvc.smt2	sat	sat	106.7
QF_IDL	super_queen83-1.smt2	sat	unknown	117.6
QF_LIA	v30_problem_2__023.smt2.slack.smt2	sat	unknown	121.0
QF_LIA	182-incremental_scheduling-17280-0.smt2	sat	unknown	120.1
QF_IDL	gp10_03_mkspan1079.smt2	unsat	unknown	121.0
QF_IDL	tai_10x10_1_mkspan639.smt2	sat	unknown	121.0
QF_LIA	RC-07.smt2	sat	unknown	25.4
QF_LIA	problem__006.smt2	unsat	unknown	0.1
QF_LIA	apache-get-tag-O0.smt2	unsat	unknown	88.0
QF_LIA	RC-09.smt2	sat	unknown	121.0
QF_IDL	tai_10x10_7_mkspan617.smt2	sat	unknown	121.0
QF_LIA	ex20400_2600_100.smt2	sat	unknown	120.1
QF_LIA	problem_2__034.smt2	sat	sat	66.8
QF_LIA	RC-11.smt2	unsat	unknown	121.0
QF_LIA	jm2006_variant-O0.smt2	unsat	unknown	121.1
QF_LIA	convert-jpg2gif-query-1423.smt2	sat	unknown	120.2
QF_LIA	ex27000_2600_100.smt2	sat	unknown	120.2
QF_LIA	problem_2__026.smt2	sat	unknown	120.3
QF_LIA	RC-15.smt2	sat	unknown	121.2
QF_LRA	_standard_copy3_ground.i_3_2_2.bpl_7.smt2	unsat	unknown	120.1
QF_LIA	ex8500_2600_100.smt2	unsat	unsat	40.1
QF_LIA	FISCHER10-13-fair.smt2	unsat	unknown	121.0
QF_LIA	ex13800_2600_100.smt2	unsat	unknown	120.4
QF_LRA	rand_80_340_1159656267_0.lp.smt2	sat	unknown	120.4
QF_LRA	_count_by_k.i_3_3_2.bpl_7.smt2	unsat	unknown	120.1
QF_LRA	_standard_two_index_06.i_3_2_2.bpl_7.smt2	unsat	unknown	120.1
QF_LRA	afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unsat	unknown	7.2
QF_LRA	p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	sat	unknown	7.6
QF_LIA	ex5640_2400_100.smt2	sat	unknown	120.2
QF_LRA	matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	sat	unknown	121.0
QF_LRA	0051-labyrinth-12-0.smt2	sat	unknown	121.8
QF_LRA	joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	sat	unknown	121.7
QF_LRA	_half_2.i_3_6_2.bpl_7.smt2	unsat	unknown	120.1
QF_LRA	NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	unsat	unknown	122.1
QF_LRA	collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unsat	unknown	121.6
QF_LRA	queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	sat	unknown	9.9
QF_LRA	Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unsat	unknown	8.4
QF_LRA	SyntaxSupportBooleans5.bpl_Iteration1_Loop_4-pieceTemplate.smt2	sat	unknown	121.7
QF_LRA	0132-labyrinth-12-0.smt2	sat	unknown	121.6
QF_LRA	ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	sat	unknown	8.2
QF_LRA	sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	sat	unknown	9.0
QF_LRA	OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	unsat	unknown	121.2
QF_LRA	p7-driverlogNumeric_s8.smt2	sat	unknown	120.3
QF_LRA	Carpark2-ausgabe-8.smt2	sat	unknown	0.3
QF_LRA	vpm2-5.smt2	unsat	unknown	120.2
QF_LRA	tgc_io-safe-20.smt2	sat	unknown	9.7
QF_LRA	Gcd_havoc.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	sat	unknown	121.2
QF_LRA	pp08a-1000.smt2	unsat	unknown	120.1
QF_LRA	tgc_io-safe-13.smt2	unsat	unknown	8.2
QF_LRA	sc-11.base.cvc.smt2	unsat	unknown	120.1
QF_LRA	sc-17.base.cvc.smt2	unsat	unknown	120.2
QF_LRA	danoint-266.smt2	sat	unknown	121.1
QF_LRA	sc-15.base.cvc.smt2	unsat	unknown	120.1
QF_LRA	sc-19.base.cvc.smt2	unsat	unknown	120.2
QF_LRA	sc-25.base.cvc.smt2	unsat	unknown	120.1
QF_LRA	pursuit-safety-16.smt2	unsat	unknown	120.1
QF_LRA	sc-23.base.cvc.smt2	unsat	unknown	120.2
QF_LRA	sc-27.base.cvc.smt2	unsat	unknown	120.1
QF_LRA	sc-9.base.cvc.smt2	unsat	unknown	120.1
QF_LRA	sc-13.base.cvc.smt2	unsat	unknown	120.1
QF_NIA	From_AProVE_2014__SortCount.jar-obl-10__terminationS_2_0.smt2	unsat	unknown	53.7
QF_LRA	sc-7.base.cvc.smt2	unsat	unknown	120.1
QF_NIA	Stroeder_15__svcomp_ex2.c__p25866_terminationG_0.smt2	unsat	unknown	121.2
QF_NIA	From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	sat	unknown	30.8
QF_NIA	From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	sat	unknown	31.0
QF_NIA	From_AProVE_2014__juHashMapCreateSize.jar-obl-10__p7265_safety_0.smt2	sat	unknown	30.6
