file	division	class	sweep_verdict	sweep_ms	sweep_over_budget	confirm_verdict	confirm_ms	confirm_over_budget	declared
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer6-mutex-9.smt2	QF_RDL	recovered	unsat	1621	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer9-mutex-10.smt2	QF_RDL	recovered	unsat	14248	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer9-mutex-11.smt2	QF_RDL	recovered	unsat	14427	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer9-mutex-12.smt2	QF_RDL	loss	unsolved	24337	yes	unsolved	24338	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/sal/fischer9-mutex-9.smt2	QF_RDL	recovered	unsat	2811	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/abz5_1200.smt2	QF_RDL	recovered	unsat	6621	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/abz7_500.smt2	QF_RDL	recovered	unsat	9222	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb01_900.smt2	QF_RDL	recovered	unsat	5620	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb04_950.smt2	QF_RDL	recovered	unsat	5615	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb06_1100.smt2	QF_RDL	recovered	sat	1612	no	not-run			sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb06_900.smt2	QF_RDL	recovered	unsat	17031	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb07_397.smt2	QF_RDL	recovered	sat	5613	no	not-run			sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb08_888.smt2	QF_RDL	recovered	unsat	14027	no	not-run			unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb08_930.smt2	QF_RDL	recovered	sat	6617	no	not-run			sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/orb10_944.smt2	QF_RDL	recovered	sat	1010	no	not-run			sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_RDL/scheduling/yn1_750.smt2	QF_RDL	recovered	unsat	1112	no	not-run			unsat
