file	division	class	sweep_verdict	sweep_ms	sweep_over_budget	confirm_verdict	confirm_ms	confirm_over_budget	declared
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E1.smt2	QF_NRA	loss	unsolved	1822	no	unsolved	1209	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E13E18.smt2	QF_NRA	loss	unsolved	25036	yes	unsolved	25035	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E20E26.smt2	QF_NRA	loss	unsolved	510	no	unsolved	612	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	QF_NRA	loss	unsolved	25027	yes	unsolved	24217	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E5E13.smt2	QF_NRA	loss	unsolved	24140	yes	unsolved	24421	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0051a.smt2	QF_NRA	loss	unsolved	13020	no	unsolved	13139	no	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0082a.smt2	QF_NRA	loss	unsolved	12418	no	unsolved	12447	no	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20200911-Pine/1599121863243316000.smt2	QF_NRA	loss	unsolved	3109	no	unsolved	4642	no	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20200911-Pine/1599122159626470000.smt2	QF_NRA	recovered	sat	3519	no	not-run			unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20200911-Pine/1599122164633784000.smt2	QF_NRA	loss	unsolved	4415	no	unsolved	5435	no	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema6_1b.smt2	QF_NRA	loss	unsolved	24126	yes	unsolved	24168	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20211101-Geogebra/Triangle-Bottema1_17.smt2	QF_NRA	loss	unsolved	23621	no	unsolved	25046	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	QF_NRA	loss	unsolved	12014	no	unsolved	12422	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_Mitrinovic_8_3.smt2	QF_NRA	loss	unsolved	2207	no	unsolved	2710	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/CooperatingT2/eric2.t2.c_Iteration9_Loop_3-pieceTemplate.smt2	QF_NRA	loss	unsolved	24122	yes	unsolved	24125	yes	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/CooperatingT2/heidy7.t2.c_Iteration2_Lasso_2-pieceTemplate.smt2	QF_NRA	loss	unsolved	24123	yes	unsolved	24228	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/CooperatingT2/polyrank4.t2.c_Iteration9_Loop_2-pieceTemplate.smt2	QF_NRA	loss	unsolved	24124	yes	unsolved	24048	yes	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/CooperatingT2/spiral.t2.c_Iteration22_Loop_4-pieceTemplate.smt2	QF_NRA	loss	unsolved	24222	yes	unsolved	24224	yes	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/SV-COMP/BrockschmidtCookFuhs-2013CAV-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate.smt2	QF_NRA	loss	unsolved	24122	yes	unsolved	24128	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig7_true-termination.c_Iteration1_Loop_6-phaseTemplate.smt2	QF_NRA	loss	unsolved	24122	yes	unsolved	24154	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	QF_NRA	loss	unsolved	24422	yes	unsolved	24579	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	QF_NRA	loss	unsolved	24124	yes	unsolved	24142	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/LassoRanker/Ultimate/SantaBarbara01.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	QF_NRA	loss	unsolved	24127	yes	unsolved	24124	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/UltimateAutomizer/InVarSynth_pcatest1.bpl_Iteration1_1.smt2	QF_NRA	loss	unsolved	24127	yes	unsolved	24124	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/etcs_braking_2.01.redlog_global_15.smt2	QF_NRA	loss	unsolved	10505	no	unsolved	10717	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/hycomp/etcs_braking_2.01.seq_lazy_linear_enc_lemmas_global_11.smt2	QF_NRA	loss	unsolved	24485	yes	unsolved	24332	yes	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/kissing/kissing_4_8.smt2	QF_NRA	loss	unsolved	24357	yes	unsolved	24324	yes	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	QF_NRA	loss	unsolved	814	no	unsolved	707	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0146.smt2	QF_NRA	loss	unsolved	1827	no	unsolved	1807	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	QF_NRA	loss	unsolved	13930	no	unsolved	13716	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	QF_NRA	loss	unsolved	115	no	unsolved	105	no	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0080.smt2	QF_NRA	loss	unsolved	1220	no	unsolved	806	no	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0040.smt2	QF_NRA	loss	unsolved	2917	no	unsolved	1607	no	sat
