file	A	B	A_ms	B_ms	first
QF_NRA/20161105-Sturm-MBO/mbo_E13E18.smt2	unknown	unknown	24532	24428	A
QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	unknown	unknown	24732	24630	B
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_two_index_06.i_3_2_2.bpl_5.smt2	unknown	unknown	19024	18523	A
QF_NRA/20200911-Pine/1599121863243316000.smt2	unknown	unknown	4313	4212	B
QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema6_1b.smt2	unknown	unknown	24129	24128	A
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	unknown	unknown	15622	15723	B
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_lemmas_global_5.smt2	unsat	unsat	1009	1010	A
QF_NRA/hycomp/ball_count_1d_plain.05.qfree_global_5.smt2	unsat	unsat	209	209	B
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	1110	1110	A
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	1110	1110	B
QF_NRA/hycomp/ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_5.smt2	unsat	unsat	1411	1411	A
QF_NRA/hycomp/ball_count_2d_hill_simple.04.qfree_global_5.smt2	unsat	unsat	310	310	B
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_5.smt2	unsat	unsat	1411	1411	A
QF_NRA/hycomp/ball_count_2d_plain.03.qfree_global_5.smt2	unsat	unsat	410	410	B
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_lemmas_global_5.smt2	unsat	unsat	1612	1611	A
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_global_5.smt2	unsat	unsat	1912	1912	B
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_5.smt2	unsat	unsat	4614	4513	A
QF_NRA/kissing/kissing_4_8.smt2	unknown	unknown	24429	24431	B
QF_NRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	unknown	25130	25132	A
QF_NRA/LassoRanker/SV-COMP/KroeningSharyginaTsitovichWintersteiger-2010CAV-Fig1_true-termination.c_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	unknown	25129	25130	B
QF_NRA/LassoRanker/Ultimate/FourPhase.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	unknown	24126	24132	A
QF_NRA/meti-tarski/atan/problem/1/atan-problem-1-chunk-0073.smt2	sat	sat	111	111	B
QF_NRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0085.smt2	unsat	unsat	111	111	A
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0224.smt2	unsat	unsat	112	110	B
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0181.smt2	sat	sat	110	111	A
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0425.smt2	sat	sat	111	112	B
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0104.smt2	unsat	unsat	111	111	A
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0388.smt2	unknown	unknown	16327	16425	B
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0653.smt2	unknown	unknown	2913	2913	A
QF_NRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0065.smt2	unsat	unsat	110	111	B
QF_NRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0158.smt2	unsat	unsat	111	111	A
QF_NRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0036.smt2	sat	sat	111	111	B
QF_NRA/meti-tarski/Chua/2/VC1/L/Chua-2-VC1-L-chunk-0118.smt2	sat	sat	111	110	A
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0071.smt2	unknown	unknown	811	810	B
QF_NRA/meti-tarski/CONVOI2/CONVOI2-chunk-0028.smt2	sat	sat	112	112	A
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0205.smt2	sat	sat	112	112	B
QF_NRA/meti-tarski/exp/problem/10/3/exp-problem-10-3-chunk-0074.smt2	unsat	unsat	112	112	A
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0142.smt2	unknown	unknown	24032	24030	B
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0160.smt2	unknown	unknown	2112	2112	A
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0285.smt2	sat	sat	110	110	B
QF_NRA/meti-tarski/polypaver/sqrt43-int/3vars/polypaver-sqrt43-int-3vars-chunk-0046.smt2	unknown	unknown	13022	13023	A
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0073.smt2	sat	sat	110	109	B
