file	base	base_ms	base_rc	arm	arm_ms	arm_rc	first	status
UFLIA/boogie/Cast_Cast.R_System.Object_System.Int32.smt2	unknown	24131	0	unknown	24129	0	base	unsat
UFLIA/boogie/MultipleErrors_P-showErrorTrace-vc_local_1.smt2	unknown	24130	0	unknown	24128	0	arm	unknown
UFLIA/boogie/WhereMotivation_Types.MLoop0.smt2	unknown	24228	0	unknown	24227	0	base	unknown
UFLIA/grasshopper/uninstantiated/sls_insert_loop_check_heap_access_38_6.smt2	unsat	15122	0	unsat	14920	0	arm	unsat
UFLIA/simplify/javafe.ast.StandardPrettyPrint.322.smt2	unknown	25132	0	unknown	25131	0	base	unsat
UFLIA/simplify/javafe.tc.TypeSig.730.smt2	unknown	22730	0	unknown	23428	0	arm	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorDecl.007.smt2	unknown	25134	0	unknown	25132	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.MethodDecl.005.smt2	unknown	25134	0	unknown	25133	0	arm	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.TypeModifierPragmaVec.013.smt2	unknown	24233	0	unknown	24231	0	base	unsat
UFLIA/simplify2/front_end_suite/javafe.filespace.ZipTree.005.smt2	unknown	24331	0	unknown	24330	0	arm	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.OutsideEnv.011.smt2	unknown	24130	0	unknown	24529	0	base	unsat
UFLIA/simplify2/small_suite/getRootInterface.smt2	unknown	25132	0	unknown	25130	0	arm	unsat
UFLIA/sledgehammer/FFT/smtlib.994522.smt2	unsat	209	0	unsat	107	0	base	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1419033.smt2	unknown	3713	0	unknown	3710	0	arm	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.874641.smt2	unsat	1310	0	unsat	1308	0	base	unsat
UFLIA/sledgehammer/Hoare/smtlib.755963.smt2	unknown	24229	0	unknown	24229	0	arm	unknown
UFLIA/sledgehammer/QEpres/smtlib.1120322.smt2	unknown	24229	0	unknown	24228	0	base	unsat
UFLIA/sledgehammer/QEpres/smtlib.876524.smt2	unknown	10618	0	unknown	6913	0	arm	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.618605.smt2	unsat	4414	0	unsat	4612	0	base	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.916972.smt2	unsat	108	0	unsat	107	0	arm	unsat
UFLIA/tokeneer/auditlog/clearlogentries-11.smt2	unsat	2811	0	unsat	2810	0	base	unsat
UFLIA/tokeneer/configdata/validatefile/readworkinghours-4.smt2	unsat	209	0	unsat	107	0	arm	unsat
UFLIA/tokeneer/keystore/digest-127.smt2	unsat	108	0	unsat	107	0	base	unsat
UFLIA/tokeneer/screen/writealarms-9.smt2	unsat	209	0	unsat	207	0	arm	unsat
UFLIA/tokeneer/usertoken/readandcheck/checkprivcert-2.smt2	unsat	409	0	unsat	308	0	base	unsat
UFLIA/boogie/Chunker11c_Chunker.SpecSharp.CheckInvariant_System.Boolean.smt2	unknown	24330	0	unknown	24427	0	arm	unsat
