pb_real_10_0100_10_10.smt2	sat	sat
pb_real_10_0100_10_16.smt2	sat	sat
pb_real_10_0100_10_22.smt2	sat	sat
pb_real_10_0100_10_28.smt2	sat	sat
pb_real_10_0150_10_14.smt2	sat	sat
pb_real_10_0150_10_20.smt2	sat	sat
pb_real_10_0150_10_26.smt2	sat	sat
pb_real_10_0200_10_12.smt2	sat	sat
pb_real_10_0200_10_18.smt2	sat	sat
pb_real_10_0200_10_24.smt2	sat	sat
pb_real_10_0250_10_10.smt2	unsat	unsat
pb_real_10_0250_10_16.smt2	unsat	unsat
pb_real_10_0250_10_22.smt2	unsat	unsat
pb_real_10_0250_10_28.smt2	unsat	unsat
pb_real_10_0300_10_14.smt2	unsat	unsat
pb_real_10_0300_10_20.smt2	unsat	unsat
pb_real_10_0300_10_26.smt2	unsat	unsat
pb_real_20_0200_10_12.smt2	sat	sat
pb_real_20_0200_10_18.smt2	sat	sat
pb_real_20_0200_10_24.smt2	sat	sat
pb_real_20_0300_10_10.smt2	unknown	unknown
pb_real_20_0300_10_16.smt2	sat	sat
pb_real_20_0300_10_22.smt2	unknown	unknown
pb_real_20_0300_10_28.smt2	unknown	unknown
pb_real_20_0400_10_14.smt2	unknown	unknown
pb_real_20_0400_10_20.smt2	unknown	unknown
pb_real_20_0400_10_26.smt2	sat	sat
pb_real_20_0500_10_12.smt2	unsat	unsat
pb_real_20_0500_10_18.smt2	unsat	unsat
pb_real_20_0500_10_24.smt2	unsat	unsat
pb_real_20_0600_10_10.smt2	unsat	unsat
pb_real_20_0600_10_16.smt2	unsat	unsat
pb_real_20_0600_10_22.smt2	unsat	unsat
pb_real_20_0600_10_28.smt2	unsat	unsat
pb_real_30_0300_10_14.smt2	sat	sat
pb_real_30_0300_10_20.smt2	sat	sat
pb_real_30_0300_10_26.smt2	sat	sat
pb_real_30_0450_10_12.smt2	unknown	unknown
pb_real_30_0450_10_18.smt2	unknown	unknown
pb_real_30_0450_10_24.smt2	unknown	unknown
pb_real_30_0600_10_10.smt2	unknown	unknown
pb_real_30_0600_10_16.smt2	unknown	unknown
pb_real_30_0600_10_22.smt2	unknown	unknown
pb_real_30_0600_10_28.smt2	unknown	unknown
pb_real_30_0750_10_14.smt2	unsat	unsat
pb_real_30_0750_10_20.smt2	unknown	unknown
pb_real_30_0750_10_26.smt2	unsat	unsat
pb_real_30_0900_10_12.smt2	unsat	unsat
pb_real_30_0900_10_18.smt2	unsat	unsat
pb_real_30_0900_10_24.smt2	unsat	unsat
pb_real_40_0400_10_10.smt2	unknown	unknown
pb_real_40_0400_10_16.smt2	unknown	unknown
pb_real_40_0400_10_22.smt2	unknown	unknown
pb_real_40_0400_10_28.smt2	sat	sat
pb_real_40_0600_10_14.smt2	unknown	unknown
pb_real_40_0600_10_20.smt2	unknown	unknown
pb_real_40_0600_10_26.smt2	unknown	unknown
pb_real_40_0800_10_12.smt2	unknown	unknown
pb_real_40_0800_10_18.smt2	unknown	unknown
pb_real_40_0800_10_24.smt2	unknown	unknown
pb_real_40_1000_10_10.smt2	unsat	unsat
pb_real_40_1000_10_16.smt2	unsat	unsat
pb_real_40_1000_10_22.smt2	unsat	unsat
pb_real_40_1000_10_28.smt2	unsat	unsat
pb_real_40_1200_10_14.smt2	unsat	unsat
pb_real_40_1200_10_20.smt2	unsat	unsat
pb_real_40_1200_10_26.smt2	unsat	unsat
