file	declared	z3	z3_ms	base	base_ms	base_detail	ab	ab_ms	ab_detail	budget	budget_ms	budget_detail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20210312-Bouvier/vlsat3_i80.smt2	sat	other	24161	HARDKILL	32133		HARDKILL	32128		HARDKILL	32147	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop26-2-13-13-4-4-16.smt2	sat	sat	7726	unknown	29134	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29178	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29247	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop32-2-16-16-4-4-16.smt2	sat	sat	22182	unknown	29251	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29140	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29275	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop6-2-3-3-4-4-16.smt2	sat	sat	111	sat	216		sat	220		sat	212	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/binary_search/BinarySearch_live_bgmc002.smt2	sat	sat	110	sat	111		sat	110		sat	111	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/buble_sort/BubbleSort_live_bgmc002.smt2	sat	sat	111	sat	111		sat	110		sat	110	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/buble_sort/BubbleSort_live_blmc003.smt2	sat	sat	113	sat	711		sat	810		sat	711	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc004.smt2	unsat	unsat	112	unsat	213		unsat	212		unsat	212	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc004.smt2	unsat	unsat	511	unsat	913		unsat	913		unsat	911	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop38-2-19-19-4-4-16.smt2	sat	other	24046	unknown	29464	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29483	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29404	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/insertion_sort/InsertionSort_live_bgmc003.smt2	sat	sat	113	sat	210		sat	312		sat	312	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc004.smt2	sat	sat	210	sat	2914		sat	2512		sat	2712	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/insertion_sort/InsertionSort_safe_bgmc005.smt2	sat	sat	110	sat	309		sat	410		sat	410	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/linear_search/LinearSearch_live_bgmc005.smt2	unsat	unsat	110	unsat	109		unsat	109		unsat	109	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/min_max/MinMax_safe_bgmc000.smt2	unsat	unsat	109	unsat	109		unsat	109		unsat	110	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/parallel_search/ParallelSearch_safe_bgmc000.smt2	unsat	unsat	109	unsat	109		unsat	109		unsat	109	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/partition/Partition_live_blmc004.smt2	unsat	unsat	114	unsat	409		unsat	409		unsat	411	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/selection_sort/SelectionSort_live_bgmc002.smt2	sat	sat	124	sat	211		sat	114		sat	117	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/selection_sort/SelectionSort_live_blmc004.smt2	sat	sat	111	sat	1421		sat	1108		sat	1510	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc006.smt2	unsat	unsat	112	unsat	312		unsat	311		unsat	311	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop42-2-21-21-4-4-16.smt2	sat	other	24044	unknown	29453	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29637	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29562	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/sorting_network/SortingNetwork4_live_bgmc003.smt2	sat	sat	109	sat	108		sat	108		sat	108	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/sorting_network/SortingNetwork4_safe_blmc002.smt2	unsat	unsat	109	unsat	109		unsat	108		unsat	108	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop48-2-24-24-4-4-16.smt2	sat	other	24027	unknown	29977	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29996	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29764	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/sorting_network/SortingNetwork8_safe_blmc000.smt2	unsat	unsat	110	unsat	111		unsat	111		unsat	111	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/DTP/DTP_k2_n35_c175_s10.smt2	sat	sat	108	sat	410		sat	410		sat	309	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc007.smt2	sat	sat	909	sat	3717		sat	2509		sat	3611	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/sorting_network/SortingNetwork8_live_blmc003.smt2	sat	sat	109	sat	2310		sat	1611		sat	2511	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/DTP/DTP_k2_n35_c175_s3.smt2	sat	sat	110	sat	2210		sat	2310		sat	2410	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/20220214-jobshop-BohanLi/jobshop54-2-27-27-4-4-16.smt2	sat	other	24051	unknown	30730	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	29768	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	unknown	30136	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/RTCL/b01_tf_20/ckt_PROP0_tf_20.smt2	unsat	unsat	116	unsat	220		unsat	214		unsat	118	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/RTCL/b13_tf_15/ckt_PROP3_tf_15.smt2	unsat	unsat	122	unsat	221		unsat	127		unsat	129	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/RTCL/b13_tf_25/ckt_PROP8_tf_25.smt2	unsat	unsat	119	unsat	223		unsat	220		unsat	215	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s14.smt2	unsat	unsat	128	unsat	6814		unsat	7327		unsat	8346	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/DTP/DTP_k2_n35_c210_s7.smt2	sat	sat	121	sat	10421		sat	12051		sat	11967	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc016.smt2	unsat	other	24068	HARDKILL	32147		HARDKILL	32142		HARDKILL	32198	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/DTP/DTP_k2_n35_c245_s18.smt2	unsat	unsat	109	HARDKILL	32185		HARDKILL	32221		HARDKILL	32180	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/BlockedNQueens/156.48.1960.36.1721325133.dat.smt2	unsat	unsat	3212	unknown	21371	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7477, cnf_vars=34942, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21370	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7477, cnf_vars=34942, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21259	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7477, cnf_vars=34942, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/BlockedNQueens/156.48.1960.36.1721259656.dat.smt2	sat	other	24039	unknown	21475	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=8413, cnf_vars=37522, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21487	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=8413, cnf_vars=37522, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21455	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=8413, cnf_vars=37522, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/15Puzzle/15-puzzle.init14.smt2	sat	other	24034	unknown	22293	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=6517, cnf_vars=137087, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	22383	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=6517, cnf_vars=137087, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	22269	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=6517, cnf_vars=137087, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/BlockedNQueens/156.48.1960.36.1721347806.dat.smt2	sat	other	24029	unknown	21331	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=8448, cnf_vars=37627, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21328	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=8448, cnf_vars=37627, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21432	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=8448, cnf_vars=37627, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/ChannelRouting/channelRoute.in9.smt2	sat	sat	3312	unknown	22728	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=11664, cnf_vars=242902, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	23133	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=11664, cnf_vars=242902, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	22830	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=11664, cnf_vars=242902, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/EdgeMatching/edge-matching-width=7-height=7-colours=11.smt2	sat	other	110	unknown	24433	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=40278, cnf_vars=314575, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	23530	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=40278, cnf_vars=314575, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	23429	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=40278, cnf_vars=314575, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/ConnectedDominatingSet/rand_55_250_1235855873_0_k=8_sat.gph.smt2	sat	other	111	HARDKILL	32139		HARDKILL	32140		HARDKILL	32140	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/DisjunctiveScheduling/disjunctiveScheduling.in7.smt2	sat	other	24351	HARDKILL	32241		unknown	29939	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	HARDKILL	32338	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Fastfood/a7.3.0.tweaked.3.asp.smt2	sat	sat	2636	unknown	23230	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=6511, cnf_vars=330420, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	23741	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=6511, cnf_vars=330420, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	24186	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=6511, cnf_vars=330420, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/EdgeMatching/edge-matching-width=9-height=9-colours=12.smt2	sat	other	122	unknown	30737	unknown kind=Timeout detail: preprocessed dispatch timeout after reduced solve	HARDKILL	32232		HARDKILL	32320	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/GeneralizedSlitherlink/penrose.34.asp.smt2	sat	sat	925	unknown	21431	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7751, cnf_vars=44355, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21496	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7751, cnf_vars=44355, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21409	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=7751, cnf_vars=44355, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/Fastfood/a9.8.11.asp.smt2	unsat	unsat	1039	HARDKILL	32142		HARDKILL	32194		HARDKILL	32218	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/GeneralizedSlitherlink/trisquares.41.asp.smt2	sat	sat	5238	unknown	21894	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=11859, cnf_vars=69133, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21804	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=11859, cnf_vars=69133, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21563	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=11859, cnf_vars=69133, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/GraphColouring/graph-colouring-nodes=130-density=0.1-instance=10.smt2	sat	other	119	unknown	21391	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=5460, cnf_vars=42078, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21437	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=5460, cnf_vars=42078, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21352	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=5460, cnf_vars=42078, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_IDL/asp/GraphPartitioning/rand_15_75_1235849326_0_k=3_v=7_e=30_sat.gph.smt2	sat	other	124	unknown	21198	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=2199, cnf_vars=14670, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21204	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=2199, cnf_vars=14670, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round	unknown	21195	unknown kind=ResourceLimit detail: lazy linear arithmetic pre-SAT skeleton exceeds the joint resource boundary (atoms=2199, cnf_vars=14670, base_trigger=>1024/>4096, moderate_envelope<=1280/<=8192, initial_clauses=0, blocking_lemmas=0); declining before the first SAT round
