file	base_2611e14b0	ms	main_054104068	ms	first	status
QF_NIA/20220315-MathProblems/STC_0586.smt2	sat	4210	sat	4211	B	sat
QF_NIA/20230328-sqrtmodinv-hoenicke/sqrtStep6a.smt2	unknown	1408	unknown	1408	A	unsat
QF_NIA/AProVE/aproveSMT2449356678853584219.smt2	sat	12418	sat	12719	B	sat
QF_NIA/AProVE/aproveSMT4225308127115953119.smt2	sat	507	sat	507	A	sat
QF_NIA/AProVE/aproveSMT6025886977398171379.smt2	sat	607	sat	607	B	sat
QF_NIA/AProVE/aproveSMT7795667227375240089.smt2	unknown	24128	unknown	24127	A	unsat
QF_NIA/UltimateLassoRanker/LarrazOliverasRodriguez-CarbonellRubio-2013FMCAD-Fig1-alloca_unknown-termination.c.i_Iteration6_Lasso+nonterminationTemplate.smt2	unknown	24229	unknown	24229	B	unsat
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__ChenFlurMukhopadhyay-SAS2012-Ex2.02_false-termination.c__p21008_terminationG_0.smt2	sat	9316	sat	9317	A	sat
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__GCD.c__p23185_terminationG_0.smt2	sat	11320	sat	11420	B	sat
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__NonTermination2_false-termination.c__p24932_edge_closing_0.smt2	sat	22831	sat	22732	A	sat
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Hanoi_3vars_false-termination.c__terminationQ_13_0.smt2	unsat	3413	unsat	3211	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Et3.jar-obl-9__p28829_terminationG_0.smt2	sat	12121	sat	12020	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Matrix.jar-obl-16__p10854_edge_closing_0.smt2	unknown	24232	unknown	24432	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test13Loops.jar-obl-10__p12737_edge_closing_0.smt2	sat	10819	sat	10820	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-middle.jar-obl-8__p14206_terminationG_0.smt2	sat	11319	sat	11419	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4676_safety_0.smt2	unknown	10919	unknown	11019	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30175_safety_0.smt2	unknown	10919	unknown	10919	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31253_safety_0.smt2	unknown	13222	unknown	13221	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32332_safety_0.smt2	unknown	10919	unknown	10919	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2235_terminationG_0.smt2	unknown	11719	unknown	11820	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5428_safety_0.smt2	unknown	10919	unknown	10919	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6637_safety_0.smt2	unknown	13121	unknown	13022	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAll.jar-obl-11__p9492_safety_0.smt2	unknown	24232	unknown	24225	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8261_safety_0.smt2	sat	14223	sat	13623	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8992_safety_0.smt2	sat	20128	sat	20429	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__whileNested_rec.jar-obl-9__p14976_terminationG_0.smt2	unknown	24131	unknown	24133	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__apchild-live.t2_fixed__p16479_terminationG_0.smt2	sat	21630	sat	21730	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__consts1nt.t2__p17935_terminationG_0.smt2	unsat	2811	unsat	2811	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20109_safety_0.smt2	sat	10819	sat	10819	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p26914_safety_0.smt2	sat	10819	sat	10818	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p31933_safety_0.smt2	unknown	24133	unknown	24133	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1.t2_fixed__p697_terminationG_0.smt2	sat	15819	sat	16126	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__fun9.t2__p1480_edge_closing_0.smt2	sat	11020	sat	11116	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__janne_complex.t2__p2263_terminationG_0.smt2	unknown	11821	unknown	11717	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__n-21.t2__p3959_terminationG_0.smt2	unsat	8517	unsat	8415	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__n-7.t2_fixed__p4922_terminationG_0.smt2	unsat	6213	unsat	6214	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__polling.t2_fixed__p7335_terminationG_0.smt2	sat	17025	sat	16825	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__rlft3.t2__p9106_terminationG_0.smt2	unknown	11118	unknown	11020	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10157_safety_0.smt2	sat	10920	sat	10918	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p19291_safety_0.smt2	sat	11019	sat	11017	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__sas2.t2__terminationQ_2_0.smt2	unknown	11617	unknown	11620	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3.t2_fixed__terminationS_31_0.smt2	unknown	24725	unknown	24934	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__small17.t2__p23845_edge_closing_0.smt2	unknown	24131	unknown	24132	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__tqli.c.i.tqli.pl.t2.nor.t2.rlgfixed.t2__p25069_terminationG_0.smt2	unknown	24734	unknown	25133	A	sat
QF_NIA/20170427-VeryMax/SAT14/1051.smt2	unknown	18026	unknown	18023	B	sat
QF_NIA/20170427-VeryMax/SAT14/1509.smt2	unknown	17826	unknown	17825	A	sat
QF_NIA/20170427-VeryMax/SAT14/227.smt2	unknown	24132	unknown	24232	B	sat
QF_NIA/20170427-VeryMax/SAT14/687.smt2	unknown	17025	unknown	17025	A	sat
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/geo1-u_valuebound2-O0.smt2	unknown	10919	unknown	10919	B	unknown
QF_NIA/20220315-MathProblems/STC_0205.smt2	sat	14217	sat	13821	A	sat
QF_NIA/20220315-MathProblems/STC_0713.smt2	sat	4113	sat	4112	B	sat
QF_NIA/AProVE/aproveSMT1294590808882795189.smt2	sat	108	sat	108	A	sat
QF_NIA/AProVE/aproveSMT2912633883485370336.smt2	sat	11020	sat	11019	B	sat
QF_NIA/AProVE/aproveSMT4687047739446499948.smt2	unknown	24133	unknown	24132	A	unsat
QF_NIA/AProVE/aproveSMT6461796824751951221.smt2	unknown	24133	unknown	24131	B	unsat
QF_NIA/AProVE/aproveSMT8300370999791707493.smt2	sat	13321	sat	13418	A	sat
QF_NIA/calypto/problem-002617.cvc.1.smt2	sat	4211	sat	4212	B	sat
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__ChenFlurMukhopadhyay-SAS2012-Ex2.14_false-termination.c__p21457_edge_closing_0.smt2	sat	6516	sat	6415	A	sat
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__GulwaniJainKoskinen-PLDI2009-Fig1_true-termination.c__p23483_edge_closing_0.smt2	unknown	24135	unknown	24135	B	unknown
QF_NIA/20170427-VeryMax/CInteger/Stroeder_15__Sunset.c__terminationQ_0_0.smt2	unknown	24134	unknown	24133	A	unsat
QF_NIA/20170427-VeryMax/CInteger/Ton_Chanh_15__Singapore_true-termination.c__p27347_terminationG_0.smt2	sat	10018	sat	10018	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__FlattenTreeListRec.jar-obl-10__p29567_safety_0.smt2	sat	10818	sat	10819	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__NO_12.jar-obl-8__p11373_terminationG_0.smt2	unknown	24331	unknown	24232	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Test6.jar-obl-13__terminationS_36_0.smt2	unknown	24133	unknown	24133	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__Velroyen08-upAndDownIneq.jar-obl-8__terminationS_1_0.smt2	unknown	24134	unknown	24133	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreate.jar-obl-10__p4943_safety_0.smt2	unknown	10919	unknown	10918	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateClear.jar-obl-11__p30440_safety_0.smt2	unknown	10915	unknown	10919	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsKey.jar-obl-11__p31541_safety_0.smt2	unknown	11718	unknown	11719	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateContainsValue.jar-obl-11__p32598_safety_0.smt2	unknown	11119	unknown	11120	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateIsEmpty.jar-obl-10__p2587_safety_0.smt2	unknown	10919	unknown	10919	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreatePut.jar-obl-10__p5722_safety_0.smt2	unknown	13320	unknown	13422	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juHashMapCreateRemove.jar-obl-11__p6984_safety_0.smt2	unknown	11720	unknown	11721	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p7725_safety_0.smt2	sat	14322	sat	14318	B	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p8434_safety_0.smt2	sat	12720	sat	12721	A	sat
QF_NIA/20170427-VeryMax/ITS/From_AProVE_2014__juLinkedListCreateAddAllAt.jar-obl-17__p9188_safety_0.smt2	sat	13122	sat	13322	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__afagp-fail.t2__p15482_terminationG_0.smt2	unknown	12421	unknown	12321	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__apchildlive-succeed.t2_fixed__p16399_edge_closing_0.smt2	unknown	20122	unknown	19728	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__consts5nt.t2__p18457_edge_closing_0.smt2	sat	10919	sat	10919	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__edn.t2__p20676_safety_0.smt2	sat	10819	sat	10819	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2__p28763_safety_0.smt2	sat	10820	sat	10819	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ex36.t2_fixed__p23563_safety_0.smt2	sat	9117	sat	9017	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__fun1b.t2__terminationS_11_0.smt2	unknown	24229	unknown	24226	A	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__hqr.c.i.hqr.pl.t2.fixed.t2_fixed__terminationS_36_0.smt2	unknown	24634	unknown	24534	B	unsat
QF_NIA/20170427-VeryMax/ITS/From_T2__mc91.t2__p2846_terminationG_0.smt2	unknown	24332	unknown	24325	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__n-40.t2__p4304_terminationG_0.smt2	unknown	11020	unknown	11019	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__nakata.t2__p5351_edge_closing_0.smt2	unknown	13222	unknown	13022	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ppblock.t2__p7749_edge_closing_0.smt2	unknown	12420	unknown	12420	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2__p12578_safety_0.smt2	unknown	24132	unknown	24133	A	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__s1-striped.t2_fixed__p10785_safety_0.smt2	sat	12220	sat	12121	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__s1.t2__p20015_safety_0.smt2	sat	12821	sat	12820	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-3-filtered.t2__p21659_terminationG_0.smt2	unknown	11319	unknown	11320	B	unknown
QF_NIA/20170427-VeryMax/ITS/From_T2__slayer-4-filtered.t2__p22683_terminationG_0.smt2	unknown	24333	unknown	24333	A	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__streamserver-succeed.t2__p24602_terminationG_0.smt2	sat	14522	sat	14818	B	sat
QF_NIA/20170427-VeryMax/ITS/From_T2__ud.t2__term_unfeasibility_1_0.smt2	sat	10819	sat	10818	A	sat
QF_NIA/20170427-VeryMax/SAT14/1166.smt2	unknown	17326	unknown	17225	B	sat
QF_NIA/20170427-VeryMax/SAT14/1623.smt2	unknown	16426	unknown	16426	A	sat
QF_NIA/20170427-VeryMax/SAT14/341.smt2	unknown	24232	unknown	24233	B	sat
QF_NIA/20170427-VeryMax/SAT14/803.smt2	unknown	16524	unknown	16523	A	sat
QF_NIA/20210219-Dartagnan/ReachSafety-Loops/ps2-ll_unwindbound50-O0.smt2	unknown	24332	unknown	24228	B	unknown
QF_NIA/20220315-MathProblems/STC_0332.smt2	sat	4813	sat	4812	A	sat
QF_NIA/20220315-MathProblems/STC_0840.smt2	sat	7515	sat	7416	B	sat
QF_NIA/AProVE/aproveSMT1669457300444119286.smt2	sat	9316	sat	9317	A	sat
QF_NIA/AProVE/aproveSMT3326416242224032552.smt2	sat	108	sat	107	B	sat
QF_NIA/AProVE/aproveSMT5048239408100334127.smt2	unknown	24131	unknown	24132	A	unsat
QF_NIA/AProVE/aproveSMT6902839063897808376.smt2	sat	10919	sat	10819	B	sat
QF_NIA/AProVE/aproveSMT8801446599485295192.smt2	sat	2911	sat	2911	A	sat
QF_NIA/leipzig/term-MRIndM.smt2	sat	8116	sat	8116	B	sat
