file	base_2611e14b0	ms	main_054104068	ms	first	status
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_1542.smt2	unsat	106	unsat	106	A	unsat
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_953.smt2	unsat	107	unsat	106	B	unsat
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i15.8e78387b.smt2	sat	2709	sat	2609	A	unknown
QF_BV/20221012-MCMPC/mean_buckets/mean_buckets.t1.i16.a1b9cc34.smt2	sat	107	sat	106	B	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i31.d39290a3.smt2	sat	106	sat	106	A	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t3.i6.5167c4b3.smt2	sat	107	sat	107	B	unknown
QF_BV/Sage2/bench_10044.smt2	unsat	107	unsat	107	A	unsat
QF_BV/Sage2/bench_11842.smt2	sat	1207	sat	1208	B	sat
QF_BV/Sage2/bench_13795.smt2	unknown	24829	unknown	24631	A	sat
QF_BV/Sage2/bench_15692.smt2	unsat	108	unsat	108	B	unsat
QF_BV/Sage2/bench_17555.smt2	unsat	107	unsat	108	A	unsat
QF_BV/Sage2/bench_3308.smt2	unsat	107	unsat	108	B	unsat
QF_BV/Sage2/bench_5399.smt2	unsat	407	unsat	406	A	unsat
QF_BV/Sage2/bench_7477.smt2	unsat	106	unsat	106	B	unsat
QF_BV/Sage2/bench_9444.smt2	unsat	507	unsat	507	A	unsat
QF_BV/bench_ab/a601test0056.smt2	sat	107	sat	107	B	sat
QF_BV/bruttomesso/core/ext_con_052_001_0016.smt2	unsat	107	unsat	107	A	unsat
QF_BV/float/div3.c.50.smt2	sat	15721	sat	15721	B	sat
QF_BV/Sage2/bench_1216.smt2	unknown	24129	unknown	24128	A	sat
QF_BV/sage/app1/bench_2044.smt2	unsat	307	unsat	307	B	unsat
QF_BV/Sage2/bench_464.smt2	unknown	24430	unknown	24430	A	unsat
QF_BV/Sage2/bench_347.smt2	unsat	207	unsat	207	B	unsat
QF_BV/sage/app1/bench_1524.smt2	unsat	107	unsat	106	A	unsat
QF_BV/sage/app1/bench_2352.smt2	unsat	207	unsat	207	B	unsat
QF_BV/sage/app12/bench_3180.smt2	unsat	106	unsat	107	A	unsat
QF_BV/sage/app12/bench_4008.smt2	sat	107	sat	107	B	sat
QF_BV/Sage2/bench_4837.smt2	sat	107	sat	106	A	sat
QF_BV/sage/app12/bench_5665.smt2	unsat	107	unsat	107	B	unsat
QF_BV/sage/app1/bench_1287.smt2	unsat	107	unsat	107	A	unsat
QF_BV/sage/app1/bench_84.smt2	unsat	107	unsat	107	B	unsat
QF_BV/Sage2/bench_675.smt2	sat	7013	sat	7314	A	sat
QF_BV/Sage2/bench_1282.smt2	sat	1908	sat	1909	B	sat
QF_BV/sage/app1/bench_211.smt2	unsat	307	unsat	307	A	unsat
QF_BV/sage/app12/bench_2939.smt2	unsat	107	unsat	107	B	unsat
QF_BV/sage/app12/bench_3767.smt2	sat	107	sat	107	A	sat
QF_BV/Sage2/bench_4595.smt2	unsat	908	unsat	908	B	unsat
QF_BV/sage/app12/bench_5422.smt2	unsat	106	unsat	106	A	unsat
QF_BV/Sage2/bench_6250.smt2	unsat	107	unsat	107	B	unsat
QF_BV/Sage2/bench_7079.smt2	unsat	307	unsat	307	A	unsat
QF_BV/Sage2/bench_7908.smt2	unknown	24228	unknown	24228	B	unsat
QF_BV/sage/app1/bench_938.smt2	sat	107	sat	106	A	sat
QF_BV/Sage2/bench_2274.smt2	unsat	107	unsat	107	B	unsat
QF_BV/sage/app1/bench_350.smt2	unsat	107	unsat	106	A	unsat
QF_BV/sage/app1/bench_940.smt2	sat	107	sat	106	B	sat
QF_BV/sage/app1/bench_177.smt2	sat	207	sat	207	A	sat
QF_BV/Sage2/bench_2598.smt2	unsat	106	unsat	107	B	unsat
QF_BV/Sage2/bench_454.smt2	unsat	1008	unsat	907	A	unsat
QF_BV/spear/samba_v3.0.24/bin_eventlogadm_vc331099.smt2	sat	1308	sat	1408	B	sat
QF_BV/spear/samba_v3.0.24/bin_libsmbsharemodes_vc5714.smt2	sat	907	sat	907	A	sat
QF_BV/uclid/catchconv/convert-jpg2gif-query-1166.smt2	sat	1508	sat	1508	B	sat
QF_BV/2017-BuchwaldFried/counterexample.dump.ia32_Mul_base_disp--Add32.load32.Mul32.Mulh_u32.0005.smt2	unknown	24228	unknown	24128	A	unsat
QF_BV/20190311-bv-term-small-rw-Noetzli/bv-term-small-rw_331.smt2	unsat	106	unsat	106	B	unsat
QF_BV/20210219-Sydr/master/cjpeg/predicate_425.smt2	unsat	407	unsat	407	A	unsat
QF_BV/20221012-MCMPC/dualexecution/dualexecution.t1.i16.e7c172b6.smt2	sat	207	sat	206	B	unknown
QF_BV/20221012-MCMPC/mean_buckets/simplemean_buckets.t1.i14.acc34979.smt2	sat	106	sat	106	A	unknown
QF_BV/20221012-MCMPC/millionaires/millionaires.t1.i42.06377145.smt2	sat	106	sat	107	B	unknown
QF_BV/20221012-MCMPC/wage/wage.t1.i19.a912c9b3.smt2	sat	107	sat	107	A	unknown
QF_BV/Sage2/bench_10451.smt2	unknown	25131	unknown	24930	B	sat
QF_BV/Sage2/bench_12354.smt2	sat	1408	sat	1407	A	sat
QF_BV/Sage2/bench_1424.smt2	unsat	306	unsat	307	B	unsat
QF_BV/Sage2/bench_16145.smt2	sat	607	sat	607	A	sat
QF_BV/Sage2/bench_192.smt2	unsat	207	unsat	207	B	unsat
QF_BV/Sage2/bench_3822.smt2	unsat	207	unsat	207	A	unsat
QF_BV/Sage2/bench_5929.smt2	sat	207	sat	207	B	sat
QF_BV/Sage2/bench_7935.smt2	sat	207	sat	206	A	sat
QF_BV/Sage2/bench_9955.smt2	unsat	107	unsat	107	B	unsat
QF_BV/brummayerbiere/countbitsrotate128.smt2	unknown	24929	unknown	25030	A	unsat
QF_BV/bruttomesso/lfsr/lfsr_002_127_112.smt2	unsat	1507	unsat	1408	B	unsat
QF_BV/log-slicing/bvashr_0687.smt2	unknown	24128	unknown	24128	A	unsat
QF_BV/sage/app1/bench_1423.smt2	unsat	106	unsat	107	B	unsat
QF_BV/Sage2/bench_2251.smt2	unsat	15720	unsat	15820	A	unsat
QF_BV/sage/app1/bench_671.smt2	unsat	106	unsat	106	B	unsat
QF_BV/sage/app1/bench_554.smt2	unsat	106	unsat	107	A	unsat
QF_BV/sage/app1/bench_1731.smt2	unsat	106	unsat	106	B	unsat
QF_BV/Sage2/bench_256.smt2	unsat	106	unsat	106	A	unsat
QF_BV/sage/app12/bench_3388.smt2	unsat	106	unsat	106	B	unsat
QF_BV/sage/app12/bench_4215.smt2	unsat	106	unsat	106	A	unsat
QF_BV/Sage2/bench_5043.smt2	sat	10515	sat	10615	B	sat
QF_BV/sage/app1/bench_666.smt2	unsat	106	unsat	106	A	unsat
QF_BV/Sage2/bench_218.smt2	unsat	106	unsat	106	B	unsat
QF_BV/Sage2/bench_1046.smt2	unsat	307	unsat	307	A	unsat
QF_BV/sage/app1/bench_882.smt2	unsat	107	unsat	106	B	unsat
QF_BV/Sage2/bench_149.smt2	sat	7613	sat	7713	A	sat
QF_BV/Sage2/bench_2317.smt2	sat	4410	sat	4511	B	sat
QF_BV/Sage2/bench_3145.smt2	sat	7613	sat	7613	A	sat
QF_BV/Sage2/bench_3974.smt2	sat	306	sat	407	B	sat
QF_BV/Sage2/bench_4801.smt2	unsat	107	unsat	107	A	unsat
QF_BV/sage/app1/bench_563.smt2	unsat	107	unsat	107	B	unsat
QF_BV/Sage2/bench_6458.smt2	sat	12017	sat	12318	A	sat
