file	base_2611e14b0	ms	main_054104068	ms	first	status
QF_NRA/20161105-Sturm-MBO/mbo_E20E26.smt2	unknown	2609	unknown	2408	A	unsat
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/avg60.i_5_5_4.bpl_3.smt2	unknown	24128	unknown	24128	B	unknown
QF_NRA/2019-ezsmt/reverseFolding/30-reverse_folding-0-0.smt2	none	14192	none	15389	A	unknown
QF_NRA/20200911-Pine/1599122164633784000.smt2	unknown	3710	unknown	3710	B	unknown
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Basic_Denominator_Simplifications/BDC_ProveIneq_ISSAC10_ex1d.smt2	sat	107	sat	106	A	sat
QF_NRA/LassoRanker/CooperatingT2/eric2.t2.c_Iteration9_Loop_3-pieceTemplate.smt2	unknown	24127	unknown	24229	B	unknown
QF_NRA/LassoRanker/CooperatingT2/spiral.t2.c_Iteration22_Loop_4-pieceTemplate.smt2	unknown	24228	unknown	24228	A	unknown
QF_NRA/LassoRanker/SV-COMP/min_rf_true-termination.c_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	24630	unknown	24630	B	unknown
QF_NRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_2-pieceTemplate.smt2	unknown	24229	unknown	24229	A	unknown
QF_NRA/hycomp/ball_count_1d_plain.02.seq_lazy_lemmas_global_5.smt2	unsat	707	unsat	607	B	unsat
QF_NRA/hycomp/ball_count_1d_plain.05.qfree_global_5.smt2	unsat	207	unsat	207	A	unsat
QF_NRA/hycomp/ball_count_2d_hill.01.seq_lazy_linear_enc_global_5.smt2	unsat	807	unsat	707	B	unsat
QF_NRA/hycomp/ball_count_2d_hill.04.seq_lazy_linear_enc_global_5.smt2	unsat	807	unsat	707	A	unsat
QF_NRA/hycomp/ball_count_2d_hill_simple.01.seq_lazy_lemmas_global_5.smt2	unsat	907	unsat	908	B	unsat
QF_NRA/hycomp/ball_count_2d_hill_simple.04.qfree_global_5.smt2	unsat	207	unsat	206	A	unsat
QF_NRA/hycomp/ball_count_2d_hill_simple.10.seq_lazy_lemmas_global_5.smt2	unsat	907	unsat	907	B	unsat
QF_NRA/hycomp/ball_count_2d_plain.03.qfree_global_5.smt2	unsat	206	unsat	206	A	unsat
QF_NRA/hycomp/ball_count_2d_plain.05.seq_lazy_lemmas_global_5.smt2	unsat	1107	unsat	1007	B	unsat
QF_NRA/hycomp/ball_count_2d_slope.02.seq_lazy_linear_enc_global_5.smt2	unsat	1307	unsat	1207	A	unsat
QF_NRA/hycomp/ball_count_2d_slope.10.seq_lazy_lemmas_global_5.smt2	unsat	3009	unsat	2809	B	unsat
QF_NRA/kissing/kissing_4_8.smt2	unknown	24329	unknown	24329	A	sat
QF_NRA/meti-tarski/CMOS/CMOS-opamp-chunk-0295.smt2	unknown	3510	unknown	3409	B	unsat
QF_NRA/meti-tarski/Chua/1/IL/U/Chua-1-IL-U-chunk-0075.smt2	unknown	106	unknown	106	A	sat
QF_NRA/meti-tarski/Chua/1/VC2/U/Chua-1-VC2-U-chunk-0037.smt2	sat	106	sat	106	B	sat
QF_NRA/meti-tarski/Chua/2/IL/U/Chua-2-IL-U-chunk-0064.smt2	sat	106	sat	107	A	sat
QF_NRA/meti-tarski/Chua/2/VC2/L/Chua-2-VC2-L-chunk-0039.smt2	unsat	107	unsat	106	B	unsat
QF_NRA/meti-tarski/Nichols-Plot/Inverted-Pendulum/Nichols-Plot-Inverted-Pendulum-Fails-1-6-chunk-0160.smt2	unknown	2108	unknown	2109	A	unsat
QF_NRA/meti-tarski/atan/problem/2/atan-problem-2-chunk-0014.smt2	unknown	12418	unknown	12419	B	sat
QF_NRA/meti-tarski/atan/problem/2/weak/atan-problem-2-weak-chunk-0089.smt2	unknown	14221	unknown	14220	A	sat
QF_NRA/meti-tarski/atan/problem/2/weakT/atan-problem-2-weakT-chunk-0032.smt2	sat	107	sat	107	B	sat
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0242.smt2	unknown	9814	unknown	9814	A	unsat
QF_NRA/meti-tarski/atan/vega/3/atan-vega-3-chunk-0485.smt2	sat	107	sat	107	B	sat
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0174.smt2	unsat	107	unsat	107	A	unsat
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0459.smt2	sat	108	sat	107	B	sat
QF_NRA/meti-tarski/atan/vega/3/weak/atan-vega-3-weak-chunk-0713.smt2	sat	106	sat	106	A	sat
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0081.smt2	unsat	107	unsat	107	B	unsat
QF_NRA/meti-tarski/exp/problem/10/2/exp-problem-10-2-chunk-0326.smt2	unsat	107	unsat	107	A	unsat
QF_NRA/meti-tarski/exp/problem/10/3/weak/exp-problem-10-3-weak-chunk-0016.smt2	unknown	25029	unknown	25029	B	unsat
QF_NRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0105.smt2	unknown	10817	unknown	10216	A	unsat
QF_NRA/meti-tarski/polypaver/bench-sqrt-3d/polypaver-bench-sqrt-3d-chunk-0349.smt2	sat	107	sat	107	B	sat
QF_NRA/meti-tarski/sin/344/3/sin-344-3-chunk-0018.smt2	sat	3410	sat	3409	A	sat
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0227.smt2	unknown	4410	unknown	4210	B	sat
QF_NRA/meti-tarski/sin/cos/sin-cos-346-b-chunk-0479.smt2	unknown	1208	unknown	1208	A	sat
QF_NRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0124.smt2	unknown	12416	unknown	12418	B	sat
QF_NRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0131.smt2	unknown	6813	unknown	6612	A	sat
QF_NRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0070.smt2	sat	407	sat	407	B	sat
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0160.smt2	sat	16923	sat	16122	A	sat
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0421.smt2	unknown	12215	unknown	12217	B	sat
QF_NRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0695.smt2	unknown	1708	unknown	1708	A	sat
QF_NRA/meti-tarski/sqrt/problem/sqrt-problem-Melquiond2-chunk-0063.smt2	sat	107	sat	106	B	sat
QF_NRA/20161105-Sturm-MBO/mbo_E1.smt2	unknown	2910	unknown	2709	A	unsat
QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	unknown	25430	unknown	25431	B	unsat
QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_two_index_06.i_3_2_2.bpl_5.smt2	unknown	9315	unknown	9515	A	unknown
QF_NRA/20200911-Pine/1599121863243316000.smt2	unknown	2809	unknown	2809	B	unknown
QF_NRA/20211101-Geogebra/IsoRightTriangle-Bottema6_1b.smt2	unknown	24129	unknown	24129	A	sat
QF_NRA/20220314-Uncu/Rational_Function_Proof_Calls_With_Disjunctive_Denominator_Simplifications/DDC_ProveIneq_ISSAC05_Bessack_5_m4.smt2	unknown	11917	unknown	11618	B	unsat
QF_NRA/LassoRanker/CooperatingT2/heidy7.t2.c_Iteration2_Lasso_2-pieceTemplate.smt2	unknown	24129	unknown	24128	A	unsat
QF_NRA/LassoRanker/SV-COMP/BrockschmidtCookFuhs-2013CAV-Fig1_true-termination.c_Iteration2_Loop_4-pieceTemplate.smt2	unknown	24130	unknown	24230	B	sat
