file	base_2611e14b0	ms	main_054104068	ms	first	status
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/25959_5dee2e2f6ef44465a2bea4b085818948_69_QF_UFLIA.smt2	unknown	307	unknown	307	A	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/38347_525a1ca0331f2bcbf520_54_QF_UFLIA.smt2	unknown	1207	unknown	1307	B	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/44289_4066055e0f64d96da11a_15_QF_UFLIA.smt2	unknown	1307	unknown	1307	A	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_64ab9a7ef7b6c3492507_22_QF_UFLIA.smt2	unknown	2708	unknown	2708	B	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/66603_accdadf23a1cf70ae043_76_QF_UFLIA.smt2	unknown	25227	unknown	25128	A	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/93493_5990a6bf5f2740164f77_50_QF_UFLIA.smt2	unknown	25028	unknown	25128	B	unknown
QF_UFLIA/TwoSquares/smtlib.606691.smt2	unsat	106	unsat	107	A	unsat
QF_UFLIA/TwoSquares/smtlib.686091.smt2	unsat	107	unsat	107	B	unsat
QF_UFLIA/mathsat/EufLaArithmetic/hard/hard18.smt2	unknown	24329	unknown	24329	A	unsat
QF_UFLIA/mathsat/EufLaArithmetic/medium/medium13.smt2	unsat	18321	unsat	18322	B	unsat
QF_UFLIA/mathsat/EufLaArithmetic/medium/medium9.smt2	unsat	18322	unsat	18322	A	unsat
QF_UFLIA/mathsat/Hash/hash_sat_03_14.smt2	sat	608	sat	607	B	sat
QF_UFLIA/mathsat/Hash/hash_sat_04_08.smt2	sat	7412	sat	7413	A	sat
QF_UFLIA/mathsat/Hash/hash_sat_04_20.smt2	sat	6011	sat	5911	B	sat
QF_UFLIA/mathsat/Hash/hash_sat_05_14.smt2	sat	12016	sat	11917	A	sat
QF_UFLIA/mathsat/Hash/hash_sat_06_08.smt2	sat	18321	sat	18321	B	sat
QF_UFLIA/mathsat/Hash/hash_sat_06_20.smt2	sat	18422	sat	18422	A	sat
QF_UFLIA/mathsat/Hash/hash_sat_07_14.smt2	sat	18417	sat	18422	B	sat
QF_UFLIA/mathsat/Hash/hash_sat_08_08.smt2	sat	18321	sat	18321	A	sat
QF_UFLIA/mathsat/Hash/hash_sat_08_20.smt2	sat	18522	sat	18521	B	sat
QF_UFLIA/mathsat/Hash/hash_sat_09_14.smt2	sat	18522	sat	18522	A	sat
QF_UFLIA/mathsat/Hash/hash_sat_10_08.smt2	sat	18422	sat	18421	B	sat
QF_UFLIA/mathsat/Hash/hash_sat_10_20.smt2	sat	19022	sat	19022	A	sat
QF_UFLIA/mathsat/Hash/hash_uns_03_14.smt2	unsat	2208	unsat	2208	B	unsat
QF_UFLIA/mathsat/Hash/hash_uns_04_08.smt2	unsat	3609	unsat	3710	A	unsat
QF_UFLIA/mathsat/Hash/hash_uns_04_20.smt2	unsat	8814	unsat	8813	B	unsat
QF_UFLIA/mathsat/Hash/hash_uns_05_14.smt2	unsat	7913	unsat	7812	A	unsat
QF_UFLIA/mathsat/Wisa/xs-05-12-1-4-2-1.smt2	unsat	107	unsat	106	B	unsat
QF_UFLIA/mathsat/Wisa/xs-06-10-1-4-2-5.smt2	unsat	106	unsat	107	A	unsat
QF_UFLIA/mathsat/Wisa/xs-07-09-3-4-4-3.smt2	unsat	106	unsat	106	B	unsat
QF_UFLIA/mathsat/Wisa/xs-08-07-3-2-3-1.smt2	sat	207	sat	207	A	sat
QF_UFLIA/mathsat/Wisa/xs-09-06-1-5-3-2.smt2	sat	207	sat	207	B	sat
QF_UFLIA/mathsat/Wisa/xs-10-05-5-2-1-5.smt2	sat	207	sat	207	A	sat
QF_UFLIA/mathsat/Wisa/xs-10-19-3-4-2-4.smt2	unsat	2008	unsat	2008	B	unsat
QF_UFLIA/mathsat/Wisa/xs-11-18-3-3-4-1.smt2	unsat	3909	unsat	3909	A	unsat
QF_UFLIA/mathsat/Wisa/xs-12-15-3-2-1-5.smt2	sat	607	sat	607	B	sat
QF_UFLIA/mathsat/Wisa/xs-13-12-5-3-4-4.smt2	sat	707	sat	707	A	sat
QF_UFLIA/mathsat/Wisa/xs-14-10-3-4-2-2.smt2	sat	807	sat	807	B	sat
QF_UFLIA/mathsat/Wisa/xs-15-08-4-5-4-1.smt2	sat	807	sat	807	A	sat
QF_UFLIA/mathsat/Wisa/xs-16-06-4-1-3-5.smt2	sat	807	sat	807	B	sat
QF_UFLIA/mathsat/Wisa/xs-16-19-3-4-4-1.smt2	sat	907	sat	907	A	sat
QF_UFLIA/mathsat/Wisa/xs-17-15-2-2-2-4.smt2	sat	1108	sat	1107	B	sat
QF_UFLIA/mathsat/Wisa/xs-18-12-3-4-4-3.smt2	sat	1107	sat	1107	A	sat
QF_UFLIA/mathsat/Wisa/xs-19-09-4-2-3-5.smt2	sat	1207	sat	1207	B	sat
QF_UFLIA/mathsat/Wisa/xs-20-06-2-3-1-3.smt2	sat	1207	sat	1207	A	sat
QF_UFLIA/mathsat/Wisa/xs-20-18-3-4-5-4.smt2	sat	1308	sat	1307	B	sat
QF_UFLIA/wisas/xs_13_18.smt2	sat	1208	sat	1207	A	sat
QF_UFLIA/wisas/xs_17_27.smt2	unknown	24326	unknown	24326	B	sat
QF_UFLIA/wisas/xs_21_31.smt2	unknown	24326	unknown	24326	A	sat
QF_UFLIA/wisas/xs_25_35.smt2	sat	7312	sat	7212	B	sat
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/11775_ad46e5b8db4748c51973_42_QF_UFLIA.smt2	unknown	106	unknown	106	A	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/3106_1c933134166dbad31f79_38_QF_UFLIA.smt2	unknown	25027	unknown	25127	B	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/39657_1c7158801cd59dc13f05_46_QF_UFLIA.smt2	unknown	25027	unknown	25027	A	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/44289_e5a2e5c780236919ee6a_18_QF_UFLIA.smt2	unknown	3910	unknown	4009	B	unknown
QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_aa742630eef64f949de269382c1f9035_25_UFLIA.smt2	unknown	107	unknown	106	A	unknown
