file	base_2611e14b0	ms	main_054104068	ms	first	status
UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_11_421_1041162.smt_in.smt2	unsat	2008	unsat	2008	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_54_53_962_1372467.smt_in.smt2	unknown	7714	unknown	7614	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_58_55_174_1583194.smt_in.smt2	unknown	7914	unknown	8014	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_01_325_1794353.smt_in.smt2	unsat	3610	unsat	3610	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_03_974_2039882.smt_in.smt2	unsat	1308	unsat	1307	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_08_02_969_2287043.smt_in.smt2	sat	207	sat	207	B	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_11_51_397_2586526.smt_in.smt2	unsat	2509	unsat	2509	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_11_407_2828424.smt_in.smt2	unsat	107	unsat	106	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	unknown	11116	unknown	11818	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_00_867_1155527.smt_in.smt2	unknown	7914	unknown	8416	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_53_46_012_1142719.smt_in.smt2	unsat	4111	unsat	4713	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	unknown	9315	unknown	10318	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2	unknown	18023	unknown	17923	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_56_787_1224974.smt_in.smt2	unsat	4611	unsat	4712	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	unknown	22927	unknown	22928	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	unknown	25230	unknown	25230	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_52_32_920_1212907.smt_in.smt2	unknown	24128	unknown	24129	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	unknown	16419	unknown	16423	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_48_19_087_1086853.smt_in.smt2	unknown	24229	unknown	24530	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_44_982_1071529.smt_in.smt2	unknown	17923	unknown	17722	B	unsat
UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	unsat	1208	unsat	1207	A	unsat
UF/grasshopper/instantiated/split_loop_check_heap_access_79_6.smt2	unsat	1308	unsat	1308	B	unsat
UF/grasshopper/instantiated/rec_remove_check_heap_access_23_4.smt2	unsat	607	unsat	606	A	unsat
UF/sledgehammer/Arrow_Order/uf.558544.smt2	unsat	2709	unsat	2709	B	unsat
UF/sledgehammer/Arrow_Order/uf.813308.smt2	unsat	5912	unsat	6011	A	unsat
UF/sledgehammer/FFT/uf.628947.smt2	sat	1208	sat	1207	B	sat
UF/sledgehammer/FFT/uf.734908.smt2	unknown	24129	unknown	24228	A	unknown
UF/sledgehammer/FFT/uf.832362.smt2	sat	207	sat	206	B	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/smtlib.723818.smt2	sat	207	sat	207	A	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	unknown	25030	unknown	25024	B	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1294868.smt2	unknown	17022	unknown	16822	A	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1421601.smt2	unknown	14220	unknown	14220	B	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.658398.smt2	unknown	24127	unknown	24329	A	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.790950.smt2	unknown	8413	unknown	8415	B	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.937758.smt2	sat	107	sat	106	A	sat
UF/sledgehammer/Hoare/uf.1001519.smt2	unsat	4311	unsat	4310	B	unsat
UF/sledgehammer/Hoare/uf.575042.smt2	sat	107	sat	107	A	sat
UF/sledgehammer/Hoare/uf.780982.smt2	sat	107	sat	107	B	sat
UF/sledgehammer/NS_Shared/smtlib.599737.smt2	unknown	11718	unknown	12019	A	unknown
UF/sledgehammer/NS_Shared/uf.640403.smt2	unknown	19924	unknown	20226	B	unknown
UF/sledgehammer/QEpres/uf.1050663.smt2	unsat	11017	unsat	11318	A	unsat
UF/sledgehammer/QEpres/uf.637819.smt2	unsat	3410	unsat	3510	B	unsat
UF/sledgehammer/QEpres/uf.787833.smt2	sat	107	sat	107	A	sat
UF/sledgehammer/QEpres/uf.924249.smt2	none	13496	none	13488	B	unknown
UF/sledgehammer/StrongNorm/uf.648745.smt2	unsat	5612	unsat	5812	A	unsat
UF/sledgehammer/StrongNorm/uf.838784.smt2	unsat	12217	unsat	12318	B	unsat
UF/sledgehammer/TwoSquares/uf.673275.smt2	unsat	908	unsat	908	A	unsat
UF/sledgehammer/TwoSquares/uf.780730.smt2	unknown	23629	unknown	23829	B	unknown
UF/sledgehammer/TypeSafe/smtlib.1348248.smt2	unknown	6412	unknown	6613	A	unknown
UF/sledgehammer/TypeSafe/uf.1008626.smt2	unknown	25331	unknown	25331	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/abstract_completeness/x2015_09_10_16_59_33_621_1039748.smt_in.smt2	none	14197	none	13996	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_56_537_1094926.smt_in.smt2	unknown	7014	unknown	7113	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_55_51_081_1423271.smt_in.smt2	unsat	708	unsat	708	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_59_50_619_1635445.smt_in.smt2	unsat	4911	unsat	4911	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_44_169_1850576.smt_in.smt2	sat	707	sat	707	A	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_53_248_2106236.smt_in.smt2	unknown	25129	unknown	25130	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_02_023_2365793.smt_in.smt2	unsat	18423	unsat	18620	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_12_42_984_2647208.smt_in.smt2	unknown	7514	unknown	7513	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_20_02_499_2906170.smt_in.smt2	none	23904	none	23806	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_49_31_231_1150288.smt_in.smt2	unknown	8916	unknown	9116	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_10_583_1232628.smt_in.smt2	unknown	13019	unknown	12919	A	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_51_00_862_1095417.smt_in.smt2	unknown	25330	unknown	25327	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/splay_tree_analysis/x2015_09_10_16_56_26_954_1077626.smt_in.smt2	unsat	2708	unsat	2709	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_47_09_717_1045403.smt_in.smt2	unsat	2509	unsat	2509	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_50_56_024_1276224.smt_in.smt2	unsat	3510	unsat	3510	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_54_32_375_1480522.smt_in.smt2	unsat	3610	unsat	3710	B	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	unknown	8815	unknown	8713	A	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_53_32_038_1322967.smt_in.smt2	unknown	16521	unknown	16521	B	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_58_30_303_1827001.smt_in.smt2	unknown	9916	unknown	9615	A	unknown
