file	axeyum	ax_s	ax_k	z3	z3_s	z3_k	cvc5	cvc5_s	cvc5_k	status
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_AR_ab_cti_max.smt2	sat	0.31	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.2.prop1_ab_cti_max.smt2	sat	0.61	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_adding.5.prop1_ab_reg_max.smt2	sat	0.51	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_anderson.3.prop1_ab_reg_max.smt2	unsat	0.31	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.1.prop1_ab_cti_max.smt2	unknown	1.31	ok	sat	0.11	ok	sat	0.31	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_at.5.prop1_ab_reg_max.smt2	unknown	0.71	ok	unsat	0.11	ok	unsat	0.51	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_bakery.3.prop1_ab_cti_max.smt2	sat	0.41	ok	sat	0.11	ok	sat	0.21	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_bit-vector_ab_cti_max.smt2	sat	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_bridge.1.prop1_ab_reg_max.smt2	unsat	0.91	ok	unsat	0.11	ok	unsat	0.21	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.2.prop1_ab_cti_max.smt2	unknown	0.81	ok	sat	0.11	ok	sat	0.21	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp.6.prop1_ab_cti_max.smt2	unknown	1.71	ok	sat	0.11	ok	sat	0.31	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_brp2.1.prop3_ab_reg_max.smt2	unsat	1.31	ok	unsat	0.11	ok	unsat	0.21	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cache_coherence_three_ab_cti_max.smt2	sat	0.71	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cambridge.2.prop1_ab_cti_max.smt2	unknown	0.71	ok	sat	0.51	ok	sat	0.61	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cambridge.3.prop2_ab_reg_max.smt2	unknown	0.71	ok	unsat	0.11	ok	unsat	0.31	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.3.prop1_ab_cti_max.smt2	unknown	1.41	ok	sat	0.61	ok	sat	0.31	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_collision.6.prop1_ab_reg_max.smt2	unknown	0.71	ok	unsat	0.11	ok	unsat	0.41	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_cyclic_scheduler.3.prop1_ab_cti_max.smt2	sat	0.71	ok	sat	0.11	ok	sat	0.61	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_driving_phils.1.prop1_ab_reg_max.smt2	sat	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_elevator.2.prop1_ab_reg_max.smt2	unsat	0.51	ok	unsat	0.11	ok	unsat	0.21	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_elevator_planning.1.prop1_ab_reg_max.smt2	unsat	0.21	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_eq_sdp_v2_ab_reg_max.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_exit.2.prop1_ab_cti_max.smt2	unknown	0.71	ok	sat	0.11	ok	sat	0.41	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_exit.5.prop1_ab_reg_max.smt2	unknown	0.81	ok	unsat	0.11	ok	unsat	0.71	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_extinction.4.prop1_ab_reg_max.smt2	unknown	0.81	ok	unsat	0.11	ok	unsat	0.91	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_firewire_tree.2.prop1_ab_reg_max.smt2	unknown	1.21	ok	unsat	0.21	ok	unsat	2.61	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_fischer.2.prop1_ab_cti_max.smt2	sat	2.91	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_fischer.6.prop1_ab_cti_max.smt2	unknown	6.91	ok	sat	0.11	ok	sat	0.31	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_frogs.3.prop1_ab_reg_max.smt2	unknown	0.71	ok	unsat	0.11	ok	unsat	0.31	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_gear.1.prop2_ab_reg_max.smt2	unknown	0.71	ok	unsat	0.11	ok	unsat	0.31	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_gear.2.prop2_ab_cti_max.smt2	unknown	0.71	ok	sat	0.21	ok	sat	0.41	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_h_CRC_ab_cti_max.smt2	sat	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_h_TicTacToe_ab_cti_max.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_h_Vlunc_ab_reg_max.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_h_b07_ab_reg_max.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_hanoi.1.prop1_ab_reg_max.smt2	sat	0.31	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_iprotocol.2.prop1_ab_cti_max.smt2	sat	1.11	ok	sat	0.21	ok	sat	0.21	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_iprotocol.6.prop1_ab_cti_max.smt2	sat	1.11	ok	sat	0.11	ok	sat	0.21	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_krebs.1.prop1_ab_reg_max.smt2	unsat	0.21	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lamport.1.prop1_ab_reg_max.smt2	unsat	1.01	ok	unsat	0.11	ok	unsat	0.31	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lamport.6.prop1_ab_cti_max.smt2	unknown	0.81	ok	sat	0.11	ok	sat	0.61	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lamport_nonatomic.3.prop1_ab_cti_max.smt2	unknown	0.91	ok	sat	0.11	ok	sat	1.01	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lann.1.prop1_ab_reg_max.smt2	sat	0.41	ok	sat	0.11	ok	sat	0.21	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lann.6.prop1_ab_cti_max.smt2	sat	0.91	ok	sat	0.11	ok	sat	0.31	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_leader_election.4.prop1_ab_reg_max.smt2	unknown	0.91	ok	unsat	0.11	ok	unsat	1.31	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_leader_filters.2.prop1_ab_cti_max.smt2	sat	0.81	ok	sat	0.11	ok	sat	0.21	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_leader_filters.6.prop1_ab_cti_max.smt2	unknown	0.71	ok	sat	0.11	ok	sat	0.51	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lifts.3.prop1_ab_reg_max.smt2	unknown	0.91	ok	unsat	0.11	ok	unsat	1.81	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_loyd.1.prop1_ab_reg_max.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_lup.2.prop1_ab_reg_max.smt2	unknown	0.71	ok	unsat	0.11	ok	unsat	0.51	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_mcs.2.prop1_ab_cti_max.smt2	sat	1.11	ok	sat	0.11	ok	sat	0.31	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_mcs.6.prop1_ab_cti_max.smt2	unknown	0.71	ok	sat	0.11	ok	sat	0.71	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_msmie.2.prop1_ab_reg_max.smt2	unsat	0.91	ok	unsat	0.11	ok	unsat	1.31	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_needham.1.prop2_ab_reg_max.smt2	unsat	1.71	ok	unsat	0.11	ok	unsat	0.21	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_paper_v3_ab_cti_max.smt2	sat	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_peg_solitaire.4.prop1_ab_reg_max.smt2	sat	1.01	ok	sat	0.11	ok	sat	0.31	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_peterson.3.prop1_ab_reg_max.smt2	unsat	0.31	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_pgm_protocol.1.prop2_ab_cti_max.smt2	unknown	0.91	ok	sat	0.21	ok	sat	1.41	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_pipeline_ab_reg_max.smt2	unsat	0.11	ok	unsat	0.11	ok	unsat	0.11	ok	unsat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_plc.3.prop2_ab_cti_max.smt2	unknown	1.31	ok	sat	0.21	ok	sat	3.11	ok	sat
QF_UFBV/2018-Goel-hwbench/QF_UFBV_bv8_bv_production_cell.1.prop1_ab_reg_max.smt2	sat	0.11	ok	sat	0.11	ok	sat	0.11	ok	sat
