file	base	base_ms	arm	arm_ms	order	status
UFLIA/boogie/Arrays_Q3-noinfer.smt2	unknown	24135	unknown	24135	base-first	unsat
UFLIA/boogie/DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2	unknown	24234	unknown	24236	arm-first	unsat
UFLIA/boogie/MultipleErrors_P-showErrorTrace-vc_local_1.smt2	unknown	24135	unknown	24135	base-first	unknown
UFLIA/boogie/StructTests_St.S_System.Int32.ptr_System.Int32.ptr-level_2.smt2	unknown	24135	unknown	24138	arm-first	unknown
UFLIA/grasshopper/instantiated/reverse_loop_check_heap_access_35_4.smt2	unsat	3513	unsat	2512	base-first	unsat
UFLIA/simplify/javafe.SrcTool.15.smt2	unsat	611	unsat	711	arm-first	unsat
UFLIA/simplify/javafe.ast.StandardPrettyPrint.322.smt2	unknown	25137	unknown	25135	base-first	unsat
UFLIA/simplify/javafe.reader.StandardTypeReader.628.smt2	unsat	711	unsat	611	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.AmbiguousVariableAccess.004.smt2	unknown	24436	unknown	25037	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.DelegatingPrettyPrint.010.smt2	unsat	1212	unsat	1412	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.MethodDecl.005.smt2	unknown	25035	unknown	25037	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ThrowStmt.004.smt2	unknown	25036	unknown	25037	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.016.smt2	unsat	111	unsat	111	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.parser.TagConstants.001.smt2	unknown	24426	unknown	23335	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.OutsideEnv.011.smt2	unsat	1910	unsat	1910	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.util.LocationManagerCorrelatedReader.011.smt2	unsat	509	unsat	509	arm-first	unsat
UFLIA/sledgehammer/FFT/smtlib.1015458.smt2	unsat	2112	unknown	21926	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1127270.smt2	unknown	16127	unknown	25237	arm-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1419033.smt2	unknown	2111	unknown	16427	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.775573.smt2	unknown	24837	unknown	24831	arm-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.1095947.smt2	unknown	25237	unknown	25138	base-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.894255.smt2	unknown	23132	unknown	23533	arm-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.1120322.smt2	unknown	17126	unknown	23834	base-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.783502.smt2	unknown	9517	unknown	21535	arm-first	unknown
UFLIA/sledgehammer/StrongNorm/smtlib.686273.smt2	unknown	13122	unknown	14425	base-first	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.711545.smt2	unknown	24337	unknown	24734	arm-first	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.916972.smt2	unsat	109	unsat	109	base-first	unsat
UFLIA/tokeneer/auditlog/addelementtofile-16.smt2	unsat	109	unsat	109	arm-first	unsat
UFLIA/tokeneer/certificatestore/updatestore-8.smt2	unsat	109	unsat	109	base-first	unsat
UFLIA/tokeneer/display/updatedevice-1.smt2	unsat	109	unsat	110	arm-first	unsat
UFLIA/tokeneer/keystore/digest-127.smt2	unsat	108	unsat	108	base-first	unsat
UFLIA/tokeneer/keystore/init-8.smt2	unsat	109	unsat	109	arm-first	unsat
UFLIA/tokeneer/tokenreader/poll/checkcardstate-7.smt2	unsat	210	unsat	209	base-first	unsat
