# binary .lane-euf-driver-mbtc/smtcomp_cli.reserve sha256 f18559b05bd8be88e190b58fd943a04930009b4c89bfb200bcc4a2c18436fb2b
# policy probe
# loadavg-at-start 12.61 12.03 14.24
file	wall_ms	verdict	route_line	trail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/3106_1c933134166dbad31f79_41_QF_UFLIA.smt2	207	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=96 total_ms=100 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":96188354},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":3980092},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1777},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2012},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":308},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":403},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":315},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":268},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":425},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":144},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":566},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3394}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/44289_e5a2e5c780236919ee6a_18_QF_UFLIA.smt2	3710	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=3651 total_ms=3664 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":3651378589},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":13041835},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3733},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3299},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":666},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":587},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":312},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":335},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":456},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":382},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":161},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":4952}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_64ab9a7ef7b6c3492507_22_QF_UFLIA.smt2	2708	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=2626 total_ms=2638 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":2626003396},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":12666773},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3067},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3835},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":444},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":423},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":242},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":271},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":192},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":243},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":57},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2095}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_aa742630eef64f949de269382c1f9035_25_UFLIA.smt2	106	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=6 total_ms=8 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":6822327},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":1952733},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2623},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2789},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":558},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":565},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":880},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":870},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":213},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":303},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":186},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2919}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/65782_cd31513fdcd15701933b_7_QF_UFLIA.smt2	105	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=4 total_ms=5 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":4241097},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":1260753},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1881},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3378},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":416},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":365},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":300},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":390},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":207},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":137},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":159},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2367}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/72771_f9d228efc97cf1458e38_64_QF_UFLIA.smt2	106	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=20 total_ms=25 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":20816806},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":4482366},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2575},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":4524},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":443},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":214},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":305},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":250},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":340},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":451},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":117},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3415}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard12.smt2	25030	unknown	; route unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard15.smt2	25041	unknown	; route unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard18.smt2	25040	unknown	; route unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/medium/medium10.smt2	25030	unknown	; route unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)	
