# binary .lane-euf-driver-mbtc/smtcomp_cli.new sha256 3204612dc3f05e2de414700cb527efa95ef96cda3176c53de0005e8366d20514
# policy probe
# loadavg-at-start 31.53 24.18 21.24
file	wall_ms	verdict	route_line	trail
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/3106_1c933134166dbad31f79_41_QF_UFLIA.smt2	325	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=239 total_ms=247 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":239915761},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":7152219},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2294},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":10296},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1020},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":919},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":675},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":487},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":659},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1367},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":384},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2786}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/44289_e5a2e5c780236919ee6a_18_QF_UFLIA.smt2	9041	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=8885 total_ms=8902 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":8885822041},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":16882581},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":5598},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":13447},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2517},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1505},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":732},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1967},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2034},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":894},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":640},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3569}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_64ab9a7ef7b6c3492507_22_QF_UFLIA.smt2	9536	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=9279 total_ms=9341 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":9279358079},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":61409149},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":6218},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":9699},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1974},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1988},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1017572},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1919},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1741},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2887},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":593},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3338}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/63058_aa742630eef64f949de269382c1f9035_25_UFLIA.smt2	120	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=19 total_ms=22 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":19422629},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":2587405},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":3512},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":9755},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1107},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1649},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":911},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1430},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":294},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":305},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":545},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2369}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/65782_cd31513fdcd15701933b_7_QF_UFLIA.smt2	117	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=7 total_ms=9 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":7475436},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":1552245},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2396},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":8621},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":551},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":656},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":737},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":752},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":225},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":400},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":580},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2708}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/20230314-Jaroslav-Bendik-Certora/72771_f9d228efc97cf1458e38_64_QF_UFLIA.smt2	223	unknown	; route decided_by=none bound_by=fd:parse last=fd:bounded-completeness-unsat bound_ms=73 total_ms=84 attempts=12	; route-trail {"schema_version":1,"attempts":[{"route":"fd:parse","outcome":"probe","detail":"string_bound=12","elapsed_ns":73371528},{"route":"probe","outcome":"probe","detail":"fragment {int,uf}","elapsed_ns":11503974},{"route":"wide-int-admission","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2680},{"route":"fd:string-gate","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":9214},{"route":"fd:source-string-semantic-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":854},{"route":"fd:word-route","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1440},{"route":"fd:online-string","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":902},{"route":"fd:membership","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":863},{"route":"fd:lex-order","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":475},{"route":"fd:length-lia","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1191},{"route":"fd:source-string-sat-probe","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":1241},{"route":"fd:bounded-completeness-unsat","outcome":"declined","reason":"incomplete","kind":"incomplete","detail":"query contains an integer literal outside the i128 reference range; no route has opted into wide integer constants (ADR-1702 slice 2)","elapsed_ns":2908}]}
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard12.smt2	25093	unknown	; route unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard15.smt2	25089	unknown	; route unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/hard/hard18.smt2	25062	unknown	; route unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)	
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLIA/mathsat/EufLaArithmetic/medium/medium10.smt2	25050	unknown	; route unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)	
