file	order	off_verdict	off_ms	off_exit	off_route	on_verdict	on_ms	on_exit	on_route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_count_by_k.i_3_3_2.bpl_7.smt2	off-on	unknown	24132	ok	none|nra|clean	unknown	24033	ok	none|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	on-off	NONE	5986	rc134	NONE|NONE|clean	NONE	5988	rc134	NONE|NONE|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init5_ground.i_3_2_2.bpl_7.smt2	off-on	unknown	24134	ok	none|nra|clean	unknown	24135	ok	none|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2	on-off	unknown	24033	ok	none|nra|clean	unknown	24034	ok	none|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0132-labyrinth-12-0.smt2	off-on	unknown	25239	ok	none|dl-online|clean	unknown	25143	ok	none|dl-online|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/17.smt2	on-off	sat	110	ok	nra|nra|clean	sat	111	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/5.smt2	off-on	unsat	4615	ok	nra|nra|clean	unsat	4116	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/robotics/4_3.smt2	on-off	unsat	108	ok	dl-online|dl-online|clean	unsat	110	ok	dl-online|dl-online|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_12.lp.smt2	off-on	sat	2511	ok	dl-online|dl-online|clean	sat	2313	ok	dl-online|dl-online|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_4.lp.smt2	on-off	sat	8219	ok	dl-online|dl-online|clean	sat	6618	ok	dl-online|dl-online|clean
