file	order	off_verdict	off_ms	off_exit	off_route	on_verdict	on_ms	on_exit	on_route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0400_10_22.smt2	off-on	unknown	25035	ok	none|uf-arith-lazy-overbound|clean	unknown	25038	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0600_10_14.smt2	on-off	unknown	25135	ok	none|nra|clean	unknown	25135	ok	none|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0600_10_26.smt2	off-on	unknown	25035	ok	none|uf-arith-lazy-overbound|clean	unknown	25137	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0800_10_18.smt2	on-off	unknown	25135	ok	none|nra|clean	unknown	25136	ok	none|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1000_10_10.smt2	off-on	unsat	10219	ok	nra|nra|clean	unsat	10221	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1000_10_22.smt2	on-off	unsat	9817	ok	nra|nra|clean	unsat	10019	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1200_10_14.smt2	off-on	unsat	17226	ok	nra|nra|clean	unsat	17025	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1200_10_26.smt2	on-off	unsat	4813	ok	nra|nra|clean	unsat	4815	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_08.smt2	off-on	sat	2611	ok	uf-arith-lazy-overbound|nra|clean	sat	2813	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_20.smt2	on-off	sat	2812	ok	uf-arith-lazy-overbound|nra|clean	sat	2813	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_32.smt2	off-on	sat	2711	ok	uf-arith-lazy-overbound|nra|clean	sat	2813	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_44.smt2	on-off	sat	1910	ok	uf-arith-lazy-overbound|nra|clean	sat	1912	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_56.smt2	off-on	sat	3011	ok	uf-arith-lazy-overbound|nra|clean	sat	3012	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_68.smt2	on-off	sat	2911	ok	uf-arith-lazy-overbound|nra|clean	sat	2913	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_80.smt2	off-on	sat	2711	ok	uf-arith-lazy-overbound|nra|clean	sat	2714	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_92.smt2	on-off	sat	2510	ok	uf-arith-lazy-overbound|nra|clean	sat	2614	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_04.smt2	off-on	unsat	2912	ok	nra|nra|clean	unsat	2912	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_16.smt2	on-off	unsat	3312	ok	nra|nra|clean	unsat	3313	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_28.smt2	off-on	unsat	2711	ok	nra|nra|clean	unsat	2815	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_40.smt2	on-off	unsat	3412	ok	nra|nra|clean	unsat	3413	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_52.smt2	off-on	unsat	3612	ok	nra|nra|clean	unsat	3714	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_64.smt2	on-off	unsat	2912	ok	nra|nra|clean	unsat	2914	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_76.smt2	off-on	unsat	3312	ok	nra|nra|clean	unsat	3413	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_88.smt2	on-off	unsat	3411	ok	nra|nra|clean	unsat	3414	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_00.smt2	off-on	sat	5914	ok	uf-arith-lazy-overbound|nra|clean	sat	6017	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_12.smt2	on-off	sat	4914	ok	uf-arith-lazy-overbound|nra|clean	sat	4815	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_24.smt2	off-on	unsat	4713	ok	nra|nra|clean	unsat	4915	ok	nra|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_36.smt2	on-off	sat	5714	ok	uf-arith-lazy-overbound|nra|clean	sat	5715	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_48.smt2	off-on	sat	6015	ok	uf-arith-lazy-overbound|nra|clean	sat	5915	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_60.smt2	on-off	sat	5413	ok	uf-arith-lazy-overbound|nra|clean	sat	5515	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_72.smt2	off-on	sat	4913	ok	uf-arith-lazy-overbound|nra|clean	sat	5014	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_84.smt2	on-off	sat	5014	ok	uf-arith-lazy-overbound|nra|clean	sat	5015	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_40_80_60_96.smt2	off-on	sat	5313	ok	uf-arith-lazy-overbound|nra|clean	sat	5215	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_08.smt2	on-off	sat	8617	ok	uf-arith-lazy-overbound|nra|clean	sat	8819	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_20.smt2	off-on	unknown	25135	ok	none|uf-arith-lazy-overbound|clean	unknown	25138	ok	none|uf-arith-lazy-overbound|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_32.smt2	on-off	sat	7917	ok	uf-arith-lazy-overbound|nra|clean	sat	7917	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_44.smt2	off-on	sat	6316	ok	uf-arith-lazy-overbound|nra|clean	sat	6418	ok	uf-arith-lazy-overbound|nra|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UFLRA/mathsat/RandomDecoupled/pb_real_50_100_30_56.smt2	on-off	sat	9117	ok	uf-arith-lazy-overbound|nra|clean	sat	9018	ok	uf-arith-lazy-overbound|nra|clean
