file	order	off_verdict	off_ms	off_exit	off_route	on_verdict	on_ms	on_exit	on_route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0390.fof.smt2	off-on	unknown	3511	ok	none|q:mbqi|clean	unsat	110	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0322.fof.smt2	on-off	unknown	809	ok	none|q:mbqi|clean	unsat	208	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0362.fof.smt2	off-on	unknown	6413	ok	none|q:egraph|clean	unsat	110	ok	q:mbqi-quick|q:forall-exists-witness|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/gauss_array_0013.fof.smt2	on-off	unknown	909	ok	none|q:mbqi|clean	unsat	110	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/gauss_init_0292.fof.smt2	off-on	unknown	19324	ok	none|q:egraph|clean	unsat	110	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0289.fof.smt2	on-off	unknown	1008	ok	none|q:mbqi|clean	unsat	110	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0490.fof.smt2	off-on	unknown	1410	ok	none|q:mbqi|clean	unsat	111	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0082.fof.smt2	on-off	unknown	18524	ok	none|q:egraph|clean	unsat	310	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0361.fof.smt2	off-on	unknown	909	ok	none|q:mbqi|clean	unsat	209	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0221.fof.smt2	on-off	unknown	810	ok	none|q:mbqi|clean	unsat	208	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0423.fof.smt2	off-on	unknown	4512	ok	none|q:egraph|clean	unsat	310	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0261.fof.smt2	on-off	unknown	6313	ok	none|q:egraph|clean	unsat	110	ok	q:mbqi-quick|q:forall-exists-witness|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0462.fof.smt2	off-on	unknown	6413	ok	none|q:egraph|clean	unsat	110	ok	q:mbqi-quick|q:forall-exists-witness|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/quaternion_ds1_inuse_0013.fof.smt2	on-off	unknown	609	ok	none|q:mbqi|clean	unsat	110	ok	q:bool-skeleton|q:bool-skeleton|clean
