# NOISE FLOOR: both halves are the SHIPPED arm (env -u). Column names kept for the summariser.
file	order	off_verdict	off_ms	off_exit	off_route	on_verdict	on_ms	on_exit	on_route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/FFT/smtlib.562660.smt2	A-A	unknown	1209	ok	none|q:mbqi|clean	unknown	1109	ok	none|q:mbqi|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/cl5_nebula_init_0111.fof.smt2	A-A	unknown	24030	ok	none|q:egraph|clean	unknown	24026	ok	none|q:egraph|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/gauss_init_0176.fof.smt2	A-A	unknown	24031	ok	none|q:egraph|clean	unknown	24030	ok	none|q:egraph|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/quaternion_ds1_symm_0404.fof.smt2	A-A	unsat	208	ok	q:mbqi-quick|q:mbqi-quick|clean	unsat	208	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/quaternion_ds1_symm_0611.fof.smt2	A-A	unsat	408	ok	q:mbqi-quick|q:mbqi-quick|clean	unsat	409	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/quaternion_ds1_symm_0813.fof.smt2	A-A	unsat	409	ok	q:mbqi-quick|q:mbqi-quick|clean	unsat	408	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/thruster_symm_0101.fof.smt2	A-A	unsat	107	ok	q:mbqi-quick|q:forall-exists-witness|clean	unsat	107	ok	q:mbqi-quick|q:forall-exists-witness|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/thruster_symm_0314.fof.smt2	A-A	unsat	308	ok	q:mbqi-quick|q:mbqi-quick|clean	unsat	308	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_arithmetics/gauss_init_0191.fof.smt2	A-A	unknown	24029	ok	none|q:egraph|clean	unknown	24033	ok	none|q:egraph|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_arithmetics/thruster_init_0161.fof.smt2	A-A	unknown	24032	ok	none|q:egraph|clean	unknown	24030	ok	none|q:egraph|clean
