file	order	off_verdict	off_ms	off_exit	off_route	on_verdict	on_ms	on_exit	on_route
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0390.fof.smt2	off-on	unknown	3910	ok	none|q:mbqi|clean	unsat	108	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0322.fof.smt2	on-off	unknown	908	ok	none|q:mbqi|clean	unsat	208	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0362.fof.smt2	off-on	unknown	6914	ok	none|q:egraph|clean	unsat	109	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/gauss_array_0013.fof.smt2	on-off	unknown	1109	ok	none|q:mbqi|clean	unsat	109	ok	q:bool-skeleton|fd:parse|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify/gauss_init_0292.fof.smt2	off-on	unknown	20226	ok	none|q:egraph|clean	unsat	109	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0289.fof.smt2	on-off	unknown	1109	ok	none|q:mbqi|clean	unsat	110	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/gauss_array_0490.fof.smt2	off-on	unknown	1608	ok	none|q:mbqi|clean	unsat	109	ok	q:bool-skeleton|q:bool-skeleton|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0082.fof.smt2	on-off	unknown	18823	ok	none|q:egraph|clean	unsat	309	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_init_0361.fof.smt2	off-on	unknown	1109	ok	none|q:mbqi|clean	unsat	209	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0221.fof.smt2	on-off	unknown	908	ok	none|q:mbqi|clean	unsat	210	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_array_only/quaternion_ds1_inuse_0423.fof.smt2	off-on	unknown	5012	ok	none|q:egraph|clean	unsat	309	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0261.fof.smt2	on-off	unknown	6814	ok	none|q:egraph|clean	unsat	109	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_forall/thruster_inuse_0462.fof.smt2	off-on	unknown	6914	ok	none|q:egraph|clean	unsat	109	ok	q:mbqi-quick|q:mbqi-quick|clean
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/AUFLIRA/nasa/fol_simplify_structure_prop/quaternion_ds1_inuse_0013.fof.smt2	on-off	unknown	708	ok	none|q:mbqi|clean	unsat	108	ok	q:bool-skeleton|q:bool-skeleton|clean
