cell,latency_nanos,cumulative_fraction
z3_cold,171126,0.00020798668885191348
z3_cold,173875,0.00041597337770382697
z3_cold,179072,0.0006239600665557404
z3_cold,179189,0.0008319467554076539
z3_cold,180756,0.0010399334442595673
z3_cold,181167,0.0012479201331114808
z3_cold,181595,0.0014559068219633944
z3_cold,182122,0.0016638935108153079
z3_cold,182236,0.0018718801996672214
z3_cold,183504,0.0020798668885191347
z3_cold,183885,0.0022878535773710484
z3_cold,185089,0.0024958402662229617
z3_cold,185127,0.0027038269550748754
z3_cold,185499,0.0029118136439267887
z3_cold,185539,0.003119800332778702
z3_cold,186254,0.0033277870216306157
z3_cold,186372,0.003535773710482529
z3_cold,186437,0.0037437603993344427
z3_cold,187952,0.003951747088186356
z3_cold,187959,0.004159733777038269
z3_cold,188007,0.004367720465890183
z3_cold,188986,0.004575707154742097
z3_cold,189126,0.00478369384359401
z3_cold,189242,0.004991680532445923
z3_cold,189443,0.005199667221297837
z3_cold,189479,0.005407653910149751
z3_cold,189674,0.005615640599001664
z3_cold,189768,0.005823627287853577
z3_cold,189821,0.006031613976705491
z3_cold,189870,0.006239600665557404
z3_cold,190096,0.006447587354409318
z3_cold,190249,0.0066555740432612314
z3_cold,190345,0.006863560732113145
z3_cold,190356,0.007071547420965058
z3_cold,190428,0.007279534109816971
z3_cold,190525,0.0074875207986688855
z3_cold,190527,0.007695507487520799
z3_cold,190563,0.007903494176372712
z3_cold,190656,0.008111480865224625
z3_cold,190789,0.008319467554076539
z3_cold,190797,0.008527454242928452
z3_cold,190856,0.008735440931780365
z3_cold,190921,0.00894342762063228
z3_cold,191091,0.009151414309484194
z3_cold,191104,0.009359400998336107
z3_cold,191371,0.00956738768718802
z3_cold,191381,0.009775374376039933
z3_cold,191436,0.009983361064891847
z3_cold,191483,0.01019134775374376
z3_cold,191600,0.010399334442595673
z3_cold,191622,0.010607321131447587
z3_cold,191765,0.010815307820299502
z3_cold,191931,0.011023294509151415
z3_cold,191985,0.011231281198003328
z3_cold,192201,0.011439267886855242
z3_cold,192253,0.011647254575707155
z3_cold,192291,0.011855241264559068
z3_cold,192349,0.012063227953410981
z3_cold,192367,0.012271214642262895
z3_cold,192380,0.012479201331114808
z3_cold,192613,0.012687188019966721
z3_cold,192706,0.012895174708818636
z3_cold,192932,0.01310316139767055
z3_cold,192967,0.013311148086522463
z3_cold,192988,0.013519134775374376
z3_cold,193036,0.01372712146422629
z3_cold,193443,0.013935108153078203
z3_cold,194207,0.014143094841930116
z3_cold,194243,0.01435108153078203
z3_cold,194256,0.014559068219633943
z3_cold,194414,0.014767054908485858
z3_cold,194602,0.014975041597337771
z3_cold,194692,0.015183028286189684
z3_cold,194793,0.015391014975041598
z3_cold,194897,0.01559900166389351
z3_cold,194989,0.015806988352745424
z3_cold,195632,0.016014975041597337
z3_cold,195996,0.01622296173044925
z3_cold,196214,0.016430948419301164
z3_cold,196316,0.016638935108153077
z3_cold,196435,0.01684692179700499
z3_cold,196543,0.017054908485856904
z3_cold,196611,0.017262895174708817
z3_cold,196680,0.01747088186356073
z3_cold,196693,0.017678868552412647
z3_cold,196728,0.01788685524126456
z3_cold,196905,0.018094841930116474
z3_cold,196997,0.018302828618968387
z3_cold,197026,0.0185108153078203
z3_cold,197062,0.018718801996672214
z3_cold,197098,0.018926788685524127
z3_cold,197103,0.01913477537437604
z3_cold,197131,0.019342762063227954
z3_cold,197421,0.019550748752079867
z3_cold,197548,0.01975873544093178
z3_cold,197604,0.019966722129783693
z3_cold,197646,0.020174708818635607
z3_cold,197736,0.02038269550748752
z3_cold,197800,0.020590682196339433
z3_cold,197915,0.020798668885191347
z3_cold,197928,0.02100665557404326
z3_cold,198059,0.021214642262895173
z3_cold,198088,0.021422628951747087
z3_cold,198196,0.021630615640599003
z3_cold,198394,0.021838602329450917
z3_cold,198534,0.02204658901830283
z3_cold,198753,0.022254575707154743
z3_cold,198826,0.022462562396006656
z3_cold,198929,0.02267054908485857
z3_cold,198950,0.022878535773710483
z3_cold,199024,0.023086522462562396
z3_cold,199146,0.02329450915141431
z3_cold,199213,0.023502495840266223
z3_cold,199337,0.023710482529118136
z3_cold,199383,0.02391846921797005
z3_cold,199385,0.024126455906821963
z3_cold,199403,0.024334442595673876
z3_cold,199544,0.02454242928452579
z3_cold,199580,0.024750415973377703
z3_cold,199583,0.024958402662229616
z3_cold,199937,0.02516638935108153
z3_cold,200232,0.025374376039933443
z3_cold,200274,0.02558236272878536
z3_cold,200361,0.025790349417637273
z3_cold,200385,0.025998336106489186
z3_cold,200477,0.0262063227953411
z3_cold,200556,0.026414309484193012
z3_cold,200581,0.026622296173044926
z3_cold,200584,0.02683028286189684
z3_cold,200669,0.027038269550748752
z3_cold,200701,0.027246256239600666
z3_cold,200703,0.02745424292845258
z3_cold,200738,0.027662229617304492
z3_cold,200913,0.027870216306156406
z3_cold,201025,0.02807820299500832
z3_cold,201026,0.028286189683860232
z3_cold,201119,0.028494176372712145
z3_cold,201132,0.02870216306156406
z3_cold,201159,0.028910149750415972
z3_cold,201235,0.029118136439267885
z3_cold,201353,0.029326123128119802
z3_cold,201362,0.029534109816971715
z3_cold,201438,0.02974209650582363
z3_cold,201601,0.029950083194675542
z3_cold,201776,0.030158069883527455
z3_cold,201841,0.03036605657237937
z3_cold,201853,0.030574043261231282
z3_cold,201892,0.030782029950083195
z3_cold,201901,0.03099001663893511
z3_cold,202021,0.03119800332778702
z3_cold,202221,0.031405990016638935
z3_cold,202275,0.03161397670549085
z3_cold,202372,0.03182196339434276
z3_cold,202417,0.032029950083194675
z3_cold,202565,0.03223793677204659
z3_cold,202607,0.0324459234608985
z3_cold,202653,0.032653910149750415
z3_cold,202761,0.03286189683860233
z3_cold,202803,0.03306988352745424
z3_cold,202866,0.033277870216306155
z3_cold,202886,0.03348585690515807
z3_cold,202897,0.03369384359400998
z3_cold,202914,0.033901830282861894
z3_cold,203080,0.03410981697171381
z3_cold,203126,0.03431780366056572
z3_cold,203201,0.034525790349417634
z3_cold,203502,0.03473377703826955
z3_cold,203587,0.03494176372712146
z3_cold,203638,0.035149750415973374
z3_cold,203669,0.035357737104825294
z3_cold,203693,0.03556572379367721
z3_cold,203714,0.03577371048252912
z3_cold,203898,0.035981697171381034
z3_cold,203932,0.03618968386023295
z3_cold,204074,0.03639767054908486
z3_cold,204079,0.036605657237936774
z3_cold,204205,0.03681364392678869
z3_cold,204214,0.0370216306156406
z3_cold,204226,0.037229617304492514
z3_cold,204232,0.03743760399334443
z3_cold,204304,0.03764559068219634
z3_cold,204558,0.037853577371048254
z3_cold,204688,0.03806156405990017
z3_cold,204699,0.03826955074875208
z3_cold,204726,0.038477537437603994
z3_cold,204819,0.03868552412645591
z3_cold,204993,0.03889351081530782
z3_cold,205106,0.039101497504159734
z3_cold,205151,0.03930948419301165
z3_cold,205163,0.03951747088186356
z3_cold,205189,0.039725457570715474
z3_cold,205381,0.03993344425956739
z3_cold,205539,0.0401414309484193
z3_cold,205574,0.040349417637271213
z3_cold,205582,0.04055740432612313
z3_cold,205650,0.04076539101497504
z3_cold,205688,0.04097337770382695
z3_cold,205885,0.04118136439267887
z3_cold,205995,0.04138935108153078
z3_cold,206062,0.04159733777038269
z3_cold,206339,0.04180532445923461
z3_cold,206340,0.04201331114808652
z3_cold,206351,0.04222129783693843
z3_cold,206492,0.042429284525790346
z3_cold,206550,0.04263727121464226
z3_cold,206570,0.04284525790349417
z3_cold,206690,0.04305324459234609
z3_cold,206697,0.04326123128119801
z3_cold,206926,0.04346921797004992
z3_cold,207208,0.04367720465890183
z3_cold,207213,0.043885191347753746
z3_cold,207255,0.04409317803660566
z3_cold,207395,0.04430116472545757
z3_cold,207592,0.044509151414309486
z3_cold,207595,0.0447171381031614
z3_cold,207643,0.04492512479201331
z3_cold,207645,0.045133111480865226
z3_cold,207716,0.04534109816971714
z3_cold,207728,0.04554908485856905
z3_cold,208006,0.045757071547420966
z3_cold,208038,0.04596505823627288
z3_cold,208121,0.04617304492512479
z3_cold,208175,0.046381031613976706
z3_cold,208269,0.04658901830282862
z3_cold,208293,0.04679700499168053
z3_cold,208295,0.047004991680532446
z3_cold,208428,0.04721297836938436
z3_cold,208463,0.04742096505823627
z3_cold,208469,0.047628951747088186
z3_cold,208733,0.0478369384359401
z3_cold,208755,0.04804492512479201
z3_cold,208866,0.048252911813643926
z3_cold,208874,0.04846089850249584
z3_cold,209390,0.04866888519134775
z3_cold,209459,0.048876871880199665
z3_cold,209460,0.04908485856905158
z3_cold,209683,0.04929284525790349
z3_cold,209688,0.049500831946755405
z3_cold,209699,0.04970881863560732
z3_cold,209728,0.04991680532445923
z3_cold,209807,0.050124792013311145
z3_cold,209808,0.05033277870216306
z3_cold,209836,0.05054076539101497
z3_cold,209871,0.050748752079866885
z3_cold,209885,0.050956738768718805
z3_cold,209965,0.05116472545757072
z3_cold,210046,0.05137271214642263
z3_cold,210056,0.051580698835274545
z3_cold,210186,0.05178868552412646
z3_cold,210206,0.05199667221297837
z3_cold,210222,0.052204658901830285
z3_cold,210394,0.0524126455906822
z3_cold,210404,0.05262063227953411
z3_cold,210406,0.052828618968386025
z3_cold,210479,0.05303660565723794
z3_cold,210516,0.05324459234608985
z3_cold,210635,0.053452579034941765
z3_cold,210825,0.05366056572379368
z3_cold,210832,0.05386855241264559
z3_cold,210984,0.054076539101497505
z3_cold,211174,0.05428452579034942
z3_cold,211488,0.05449251247920133
z3_cold,211547,0.054700499168053245
z3_cold,211707,0.05490848585690516
z3_cold,211764,0.05511647254575707
z3_cold,211919,0.055324459234608984
z3_cold,211935,0.0555324459234609
z3_cold,212084,0.05574043261231281
z3_cold,212549,0.055948419301164724
z3_cold,212557,0.05615640599001664
z3_cold,212615,0.05636439267886855
z3_cold,212706,0.056572379367720464
z3_cold,212804,0.05678036605657238
z3_cold,212837,0.05698835274542429
z3_cold,212878,0.057196339434276204
z3_cold,212922,0.05740432612312812
z3_cold,212927,0.05761231281198003
z3_cold,213006,0.057820299500831944
z3_cold,213123,0.05802828618968386
z3_cold,213324,0.05823627287853577
z3_cold,213548,0.058444259567387684
z3_cold,213562,0.058652246256239604
z3_cold,213757,0.05886023294509152
z3_cold,213806,0.05906821963394343
z3_cold,214052,0.059276206322795344
z3_cold,214268,0.05948419301164726
z3_cold,214480,0.05969217970049917
z3_cold,214550,0.059900166389351084
z3_cold,214568,0.060108153078203
z3_cold,214735,0.06031613976705491
z3_cold,214763,0.060524126455906824
z3_cold,214864,0.06073211314475874
z3_cold,214867,0.06094009983361065
z3_cold,214869,0.061148086522462564
z3_cold,214983,0.06135607321131448
z3_cold,215100,0.06156405990016639
z3_cold,215238,0.061772046589018303
z3_cold,215426,0.06198003327787022
z3_cold,215512,0.06218801996672213
z3_cold,215707,0.06239600665557404
z3_cold,215768,0.06260399334442596
z3_cold,215788,0.06281198003327787
z3_cold,215840,0.06301996672212978
z3_cold,215944,0.0632279534109817
z3_cold,216023,0.06343594009983361
z3_cold,216084,0.06364392678868552
z3_cold,216153,0.06385191347753744
z3_cold,216254,0.06405990016638935
z3_cold,216303,0.06426788685524126
z3_cold,216487,0.06447587354409318
z3_cold,216528,0.06468386023294509
z3_cold,216628,0.064891846921797
z3_cold,216660,0.06509983361064892
z3_cold,216818,0.06530782029950083
z3_cold,217049,0.06551580698835274
z3_cold,217160,0.06572379367720466
z3_cold,217545,0.06593178036605657
z3_cold,217694,0.06613976705490848
z3_cold,217731,0.0663477537437604
z3_cold,217873,0.06655574043261231
z3_cold,217895,0.06676372712146422
z3_cold,217933,0.06697171381031614
z3_cold,217983,0.06717970049916805
z3_cold,218061,0.06738768718801996
z3_cold,218473,0.06759567387687188
z3_cold,218577,0.06780366056572379
z3_cold,218680,0.0680116472545757
z3_cold,218784,0.06821963394342762
z3_cold,218901,0.06842762063227953
z3_cold,219344,0.06863560732113144
z3_cold,219350,0.06884359400998336
z3_cold,219476,0.06905158069883527
z3_cold,219561,0.06925956738768718
z3_cold,219694,0.0694675540765391
z3_cold,219813,0.06967554076539101
z3_cold,219871,0.06988352745424292
z3_cold,220096,0.07009151414309484
z3_cold,220238,0.07029950083194675
z3_cold,220386,0.07050748752079868
z3_cold,220388,0.07071547420965059
z3_cold,220421,0.0709234608985025
z3_cold,220543,0.07113144758735442
z3_cold,220642,0.07133943427620633
z3_cold,220647,0.07154742096505824
