file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UF/20170428-Barrett/cdt-cade2015/nada/afp/abstract_completeness/x2015_09_10_17_01_14_404_1150262.smt_in.smt2	unsat	0	3213	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	3042	3122			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_55_51_081_1423271.smt_in.smt2	unsat	0	710	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	484	631			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_01_24_430_1743988.smt_in.smt2	unsat	0	3312	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	3108	3197			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_53_248_2106236.smt_in.smt2	unknown	0	25036	18	none	q:mbqi	fd:bounded-completeness-unsat	13687	24856			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_10_47_003_2500061.smt_in.smt2	unknown	0	5816	19	none	q:mbqi	fd:bounded-completeness-unsat	2218	5692			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 10 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_20_02_499_2906170.smt_in.smt2	NONE	134	24608									0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_48_12_933_1099247.smt_in.smt2	unknown	0	13223	19	none	q:egraph	fd:bounded-completeness-unsat	5300	13018			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_51_00_862_1095417.smt_in.smt2	unknown	0	25330	7	none	q:uf-fmf-probe	q:egraph	8447	11287	q:egraph	13713	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_59_31_681_1283677.smt_in.smt2	unsat	0	9717	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	9347	9456			0	
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_50_56_024_1276224.smt_in.smt2	unsat	0	3713	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	3457	3650			0	
UF/20170428-Barrett/cdt-cade2015/nada/distro/koenig/x2015_09_10_16_45_05_341_1010900.smt_in.smt2	unknown	0	14527	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	5040	14382			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_53_32_038_1322967.smt_in.smt2	unknown	0	16621	19	none	q:mbqi	fd:bounded-completeness-unsat	8836	16529			0	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_46_52_587_993366.smt_in.smt2	unknown	0	17427	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	5244	17303			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_53_52_641_1189730.smt_in.smt2	unsat	0	110	2	q:ground-subset	fd:parse	q:ground-subset	10	11			0	
UF/grasshopper/instantiated/rec_remove_postcondition_of_rec_remove_20_4.smt2	unsat	0	12222	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	12036	12106			0	
UF/grasshopper/uninstantiated/split_invariant_73_2.smt2	unsat	0	12420	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	12105	12381			0	
UF/sledgehammer/Arrow_Order/uf.774042.smt2	unsat	0	5413	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	4974	5280			0	
UF/sledgehammer/FFT/uf.652299.smt2	sat	0	409	5	q:uf-fmf-probe	q:uf-fmf-probe	q:uf-fmf-probe	349	355			0	
UF/sledgehammer/FFT/uf.807359.smt2	unknown	0	25036	6	none	q:uf-fmf-probe	q:mbqi-quick	12045	13229	q:mbqi-quick	11770	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1018623.smt2	unknown	0	14524	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	5554	14328			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1260380.smt2	unknown	0	13619	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	5171	13388			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 4 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.558133.smt2	unknown	0	6415	19	none	q:uf-fmf-probe	fd:bounded-completeness-unsat	2500	6296			0	give-up kind=Incomplete detail=instantiation is satisfiable; the universal may still be violated outside the instantiated terms
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.758943.smt2	unknown	0	24334	18	none	q:egraph	fd:bounded-completeness-unsat	19895	24220			0	give-up kind=Incomplete detail=query has quantifiers instantiation does not reach (nested, existential, or non-top-level)
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.974621.smt2	unsat	0	4313	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	3201	4167			0	
UF/sledgehammer/Hoare/uf.1172268.smt2	unknown	0	6616	19	none	q:mbqi	fd:bounded-completeness-unsat	1658	6451			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 22 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/Hoare/uf.834137.smt2	unknown	0	5515	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	2495	5370			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 30 rounds (no further instance to admit; more rounds cannot help)
