file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.908739.smt2	sat	0	109	5	q:uf-fmf-probe	q:uf-fmf-probe	q:uf-fmf-probe	43	46			0	
UF/sledgehammer/Hoare/uf.1061790.smt2	unknown	0	17225	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	5241	17036			20842	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 13 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/Hoare/uf.733610.smt2	unknown	0	6014	19	none	q:mbqi-quick	fd:bounded-completeness-unsat	1564	5947			24576	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 21 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/NS_Shared/smtlib.678332.smt2	unknown	0	4213	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	1651	4101			12466	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 29 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/QEpres/uf.1001076.smt2	unsat	0	10219	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	9748	10079			0	
UF/sledgehammer/QEpres/uf.678944.smt2	unsat	0	3812	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	3748	3753			0	
UF/sledgehammer/QEpres/uf.883950.smt2	unknown	0	21929	19	none	q:uf-fmf-probe	fd:bounded-completeness-unsat	8590	21677			20020	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/StrongNorm/uf.697927.smt2	unsat	0	8217	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	7950	8051			0	
UF/sledgehammer/TwoSquares/uf.651233.smt2	unsat	0	1810	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	950	1760			4550	
UF/sledgehammer/TwoSquares/uf.815613.smt2	sat	0	209	5	q:uf-fmf-probe	q:uf-fmf-probe	q:uf-fmf-probe	129	134			0	
UF/sledgehammer/TypeSafe/smtlib.765771.smt2	unknown	0	10018	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	2580	9919			14713	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 15 rounds (no further instance to admit; more rounds cannot help)
