file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UF/20170428-Barrett/cdt-cade2015/nada/afp/abstract_completeness/x2015_09_10_17_00_22_297_1090463.smt_in.smt2	unsat	0	5213	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	5015	5110			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_54_53_962_1372467.smt_in.smt2	unknown	0	7515	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	1937	7364			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_00_37_157_1687977.smt_in.smt2	unknown	0	25030	7	none	q:mbqi-quick	q:egraph	1479	3301	q:egraph	21698	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_03_974_2039882.smt_in.smt2	unsat	0	1309	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	1129	1261			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_42_195_2416479.smt_in.smt2	unsat	0	4612	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	4350	4562			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_11_407_2828424.smt_in.smt2	unsat	0	107	2	q:ground-subset	fd:parse	q:ground-subset	6	7			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_46_58_732_1021788.smt_in.smt2	unknown	0	20326	19	none	q:egraph	fd:bounded-completeness-unsat	12570	20193			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_53_46_012_1142719.smt_in.smt2	unsat	0	3911	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	3692	3843			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_57_45_684_1164560.smt_in.smt2	unknown	0	25230	7	none	q:uf-fmf-probe	q:egraph	11945	14526	q:egraph	10474	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_56_787_1224974.smt_in.smt2	unsat	0	4612	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	4390	4462			0	
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_55_24_325_1534085.smt_in.smt2	unknown	0	20827	19	none	q:mbqi	fd:bounded-completeness-unsat	8358	20650			0	give-up kind=ResourceLimit detail=e-matching: instantiation time budget exhausted
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_52_32_920_1212907.smt_in.smt2	unknown	0	24129	17	none	q:egraph	fd:bounded-completeness-unsat	20918	24037			0	give-up kind=ResourceLimit detail=quantified solve time budget exhausted after e-matching
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_12_776_1884727.smt_in.smt2	unknown	0	20026	19	none	q:mbqi	fd:bounded-completeness-unsat	6889	19867			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 9 rounds (no further instance to admit; more rounds cannot help)
