file	verdict	rc	wall_ms	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	dump_rows	giveup
UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_56_537_1094926.smt_in.smt2	unknown	0	7217	19	none	q:mbqi	fd:bounded-completeness-unsat	2144	7075			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 22 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_57_47_544_1522663.smt_in.smt2	unknown	0	25336	7	none	q:uf-fmf-probe	q:egraph	6911	11591	q:egraph	13408	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_44_169_1850576.smt_in.smt2	sat	0	711	5	q:uf-fmf-probe	q:uf-fmf-probe	q:uf-fmf-probe	527	601			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_07_15_208_2222772.smt_in.smt2	unsat	0	2611	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	2410	2554			0	
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_12_42_984_2647208.smt_in.smt2	unknown	0	7717	19	none	q:mbqi	fd:bounded-completeness-unsat	1805	7625			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_25_01_009_1227491.smt_in.smt2	unknown	0	9720	19	none	q:mbqi	fd:bounded-completeness-unsat	3263	9557			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_10_583_1232628.smt_in.smt2	unknown	0	12223	19	none	q:mbqi	fd:bounded-completeness-unsat	3910	12133			0	give-up kind=Incomplete detail=e-matching instantiation stopped after 12 rounds: the remaining budget could not fit another round with growth headroom
UF/20170428-Barrett/cdt-cade2015/nada/afp/lmirror/x2015_09_10_16_48_05_804_1088878.smt_in.smt2	unsat	0	4313	7	q:egraph	q:uf-fmf-probe	q:egraph	1782	4173			0	
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_47_09_717_1045403.smt_in.smt2	unsat	0	2511	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	2275	2461			0	
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_52_38_709_1379263.smt_in.smt2	unknown	0	9419	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	2972	9279			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 14 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	unknown	0	9018	19	none	q:mbqi	fd:bounded-completeness-unsat	2647	8878			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_55_27_693_1550802.smt_in.smt2	unknown	0	20332	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	9485	20023			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_49_15_141_1153946.smt_in.smt2	unknown	0	13519	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	4662	13435			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)
UF/20201221-induction-by-reflection-schoisswohl/reflectiveInductive/distr-0.smt2	unknown	0	16626	19	none	q:egraph	fd:bounded-completeness-unsat	5356	16427			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 48 rounds (no further instance to admit; more rounds cannot help)
UF/grasshopper/uninstantiated/dl_copy_invariant_19_2.smt2	unknown	0	24634	18	none	q:uf-fmf-probe	fd:bounded-completeness-unsat	12040	24353			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 33 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/Arrow_Order/smtlib.663965.smt2	NONE	134	11094									0	
UF/sledgehammer/Arrow_Order/uf.850780.smt2	unknown	0	25334	7	none	q:uf-fmf-probe	q:egraph	7616	11848	q:egraph	13151	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UF/sledgehammer/FFT/uf.711424.smt2	unknown	0	13924	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	4908	13766			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 10 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/FFT/uf.863296.smt2	unknown	0	21432	19	none	q:egraph	fd:bounded-completeness-unsat	7502	21242			0	give-up kind=Incomplete detail=e-matching instantiation stopped after 6 rounds: the remaining budget could not fit another round with growth headroom
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1115480.smt2	unknown	0	22833	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	8602	22625			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 8 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1318643.smt2	unsat	0	5316	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	4866	5154			0	
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.624285.smt2	sat	0	110	5	q:uf-fmf-probe	q:uf-fmf-probe	q:uf-fmf-probe	2	3			0	
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.828004.smt2	unsat	0	1610	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	1277	1518			0	
UF/sledgehammer/Hoare/smtlib.631037.smt2	unsat	0	12123	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	12035	12051			0	
UF/sledgehammer/Hoare/uf.623138.smt2	unknown	0	13324	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	4560	13204			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 11 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/Hoare/uf.966336.smt2	unknown	0	24136	18	none	q:uf-fmf-probe	fd:bounded-completeness-unsat	12034	24038			0	give-up kind=Incomplete detail=e-matching instantiation did not refute within the round budget
UF/sledgehammer/NS_Shared/uf.768897.smt2	unsat	0	4615	6	q:mbqi-quick	q:uf-fmf-probe	q:mbqi-quick	4333	4530			0	
UF/sledgehammer/QEpres/uf.595470.smt2	unknown	0	23834	19	none	q:uf-fmf-full	fd:bounded-completeness-unsat	7754	23682			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/QEpres/uf.814223.smt2	unknown	0	24627	18	none	q:uf-fmf-probe	fd:bounded-completeness-unsat	12468	24551			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 21 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/StrongNorm/uf.599383.smt2	unknown	0	9819	19	none	q:mbqi	fd:bounded-completeness-unsat	3589	9729			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 5 rounds (no further instance to admit; more rounds cannot help)
UF/sledgehammer/TwoSquares/uf.601168.smt2	unknown	0	25125	6	none	q:uf-fmf-probe	q:mbqi-quick	2545	2576	q:mbqi-quick	22423	0	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
UF/sledgehammer/TwoSquares/uf.752244.smt2	sat	0	213	5	q:uf-fmf-probe	q:uf-fmf-probe	q:uf-fmf-probe	165	172			0	
UF/sledgehammer/TypeSafe/smtlib.1468059.smt2	unknown	0	19831	19	none	q:uf-fmf-probe	fd:bounded-completeness-unsat	10634	19569			0	give-up kind=Incomplete detail=e-matching instantiation reached fixpoint without refuting after 6 rounds (no further instance to admit; more rounds cannot help)
