driver,driver_sha256,index,check_id,query_sha256,purpose,outcome,warm_execution,active_constraint_count,query_occurrences_per_run,cold_total_nanos,cold_unattributed_nanos,warm_total_nanos,warm_unattributed_nanos,cold_aig_nodes,cold_cnf_variables,cold_cnf_clauses,warm_aig_nodes_added,warm_cnf_variables_added,warm_cnf_clauses_added,cold_arena_create_nanos,cold_translation_nanos,cold_solver_create_nanos,cold_word_rewrite_nanos,cold_bit_blast_nanos,cold_cnf_encode_nanos,cold_solve_nanos,cold_model_lift_nanos,cold_replay_nanos,cold_model_extract_nanos,warm_session_create_nanos,warm_translation_nanos,warm_word_rewrite_nanos,warm_bit_blast_nanos,warm_cnf_encode_nanos,warm_solve_nanos,warm_model_lift_nanos,warm_replay_nanos,warm_model_extract_nanos
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,10,check-10,5dc8f731994059d7583c126c2736667e1330e789aba6f64dffbeeb0ec5ae7abb,integer-overflow,unsat,warm-retained,5,1,3217051,41283,2290447,71924,731,731,1017,304,306,809,344,58935,43320,0,297742,1279650,1495567,0,0,210,0,38127,0,180825,976534,1022888,0,0,149
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,11,check-11,f85d895d119daa93245f9e1bdf52518b4055af950ce81b009764ff4e96788568,finding-reachability,sat,warm-retained,4,2,824919,30735,519817,27191,427,427,331,0,0,0,558,32989,10964,0,173273,462757,76535,14081,21267,1760,0,0,0,0,0,459321,17111,14989,1205
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,12,check-12,8977d7ceba6d84b0cd6a228e397dd58dd1df7f39ea6f1a99fdb671b04ccb2a8c,value-witness,unsat,warm-retained,5,1,906797,28896,414043,52270,490,490,454,0,1,123,321,33711,9577,0,218232,610946,4994,0,0,120,0,10048,0,1884,288083,61547,0,0,211
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,13,check-13,b9f70be1a34254291f393aac7f169459a9d4b6ca5c2ccbc35be00479ac481a48,value-witness,unsat,warm-retained,5,1,851484,27694,322252,48927,487,487,454,0,1,123,388,34589,9485,0,202635,572035,4475,0,0,183,0,9861,0,2073,236328,24913,0,0,150
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,14,check-14,f85d895d119daa93245f9e1bdf52518b4055af950ce81b009764ff4e96788568,address-concretization,sat,warm-retained,4,2,826382,27288,73156,32412,427,427,331,0,0,0,330,45391,8232,0,180819,450186,77509,13883,21150,1594,0,0,0,0,0,0,0,38979,1765
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,15,check-15,934b1b7fe825833068a677dd0c6347ccd47eb96af61521b72453104242d5bdb1,branch-feasibility,sat,warm-retained,6,2,985244,39020,845267,71954,458,458,363,30,32,155,336,55065,11089,0,245971,511653,76718,14863,28731,1798,0,34421,0,28371,368355,282368,24178,33424,2196
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,16,check-16,a93edbd9413eb0665849cd0b389d3d25516b6b1f90c281e1d1ef8289122bf83a,branch-feasibility,sat,warm-retained,6,2,1091457,41875,504118,64221,458,458,363,0,1,32,353,53639,18965,0,268561,545312,99893,17242,43678,1939,0,16220,0,2301,68220,292820,25442,32675,2219
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,17,check-17,a93edbd9413eb0665849cd0b389d3d25516b6b1f90c281e1d1ef8289122bf83a,address-concretization,sat,warm-retained,6,2,1024293,42080,73354,36469,458,458,363,0,0,0,340,52592,9870,0,243452,525333,100499,16400,32254,1473,0,0,0,0,0,0,0,34798,2087
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,18,check-18,8246868ff19897412aecd35ebe2a3213ac848a029caad9fa79674e4e715c1318,concrete-evaluation,sat,warm-retained,7,1,388500,19047,215067,25806,458,458,363,0,1,1,287,23625,4555,0,97339,188863,35647,6012,12510,615,0,7013,0,13811,5647,134963,10850,16069,908
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,19,check-19,934b1b7fe825833068a677dd0c6347ccd47eb96af61521b72453104242d5bdb1,address-concretization,sat,warm-retained,6,2,845947,47411,214929,51315,458,458,363,0,1,32,385,48051,10075,0,195782,435461,65937,13102,28504,1239,0,18012,0,2394,108891,0,0,32417,1900
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,20,check-20,eb788518e18d62d374e7dbc0e25d258bc5384e8419b385be00194f186435f339,concrete-evaluation,sat,warm-retained,7,1,963392,41037,475683,58968,458,458,363,0,1,1,435,55666,9595,0,239427,500480,70150,13911,31208,1483,0,11180,0,2148,10000,288105,23908,79178,2196
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,21,check-21,efccf0d0264765dac2c58eecd41d3cfa961b902c4dd325726b16f89018b74712,finding-reachability,sat,warm-retained,3,2,863781,26117,452601,53489,427,427,331,0,1,32,340,32573,10584,0,192022,486530,76549,14798,22706,1562,0,10238,0,5630,78866,260848,21921,19871,1738
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,22,check-22,44f1f126bd2c5f47a00df37d0a1e65e893a12ba92fee40f4859b68119b174de9,value-witness,unsat,warm-retained,4,1,896586,25658,439344,51356,490,490,454,0,1,123,374,38679,9075,0,206219,611832,4619,0,0,130,0,9901,0,1890,322172,53878,0,0,147
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,23,check-23,a285fb0db70d8bef0facec2335bfdfdf2fbc984a2f798d5c80351c56ad40e430,value-witness,unsat,warm-retained,4,1,866075,26463,397450,50104,487,487,454,0,1,123,385,32859,9680,0,217657,574258,4653,0,0,120,0,10273,0,2162,269836,64924,0,0,151
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,24,check-24,efccf0d0264765dac2c58eecd41d3cfa961b902c4dd325726b16f89018b74712,address-concretization,sat,warm-retained,3,2,813756,25839,58191,33748,427,427,331,0,0,0,338,32291,9584,0,175021,450892,83832,13734,20793,1432,0,0,0,0,0,0,0,22748,1695
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,25,check-25,d00635221d91638e590032279028d430e5aec99145576aed149dd8ca5976e641,integer-overflow,unsat,warm-retained,5,1,1884067,36146,1545321,65034,915,915,1381,446,448,1068,328,54550,8981,0,384548,1384292,15036,0,0,186,0,31907,0,164556,1206797,76814,0,0,213
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,26,check-26,e7430fe46243b6bbe81f5f4ad3a956f179eaca015558495b9246f7ddf5f776b9,finding-reachability,sat,warm-retained,4,2,841546,48374,475024,41394,427,427,331,0,0,0,400,40671,11056,0,175017,454567,72952,14573,21725,2211,0,0,0,0,0,379167,32241,20260,1962
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,27,check-27,d7a1ea7d4d38040d510d7d279998cbc950351bea4287b3e758bea0f3c25b45ce,value-witness,unsat,warm-retained,5,1,980085,43495,399210,49826,490,490,454,0,1,123,331,38369,10289,0,264988,616779,5575,0,0,259,0,10156,0,1959,265491,71562,0,0,216
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,28,check-28,db305b540cbd29d3354589264b574bdd13325e89d8e4fe7fb09295e10f33665e,value-witness,unsat,warm-retained,5,1,883697,28735,370657,47361,487,487,454,0,1,123,330,35932,9957,0,205450,598664,4512,0,0,117,0,7813,0,1343,249995,64000,0,0,145
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,29,check-29,e7430fe46243b6bbe81f5f4ad3a956f179eaca015558495b9246f7ddf5f776b9,address-concretization,sat,warm-retained,4,2,800832,24816,54006,32377,427,427,331,0,0,0,362,31746,8420,0,173568,455415,71442,13901,19710,1452,0,0,0,0,0,0,0,20024,1605
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,30,check-30,3daa3cf0f3231688078ce1c4d550bb5e8e6fb5097bff12f6e411e473e300e628,branch-feasibility,unsat,warm-retained,6,1,868469,34465,485137,53483,458,458,363,0,2,155,389,51405,8774,0,231046,537426,4847,0,0,117,0,16289,0,2108,343741,69311,0,0,205
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,31,check-31,17435b9a73ee14e7c21a3fc091385cd4c51d728052eb9a5f787e04cd759dc9e5,branch-feasibility,sat,warm-retained,6,2,973576,37455,532894,58822,458,458,363,0,1,1,324,52925,9262,0,254568,498323,74982,14527,29767,1443,0,15314,0,1972,12826,378006,33837,29997,2120
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,32,check-32,17435b9a73ee14e7c21a3fc091385cd4c51d728052eb9a5f787e04cd759dc9e5,address-concretization,sat,warm-retained,6,2,964117,38612,67975,33602,458,458,363,0,0,0,323,48200,9234,0,219067,531090,72507,14955,28288,1841,0,0,0,0,0,0,0,32446,1927
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,33,check-33,3c49b32d19e09092336bdff9c46233f42db4b9c658b5eafe7fe6265c319568d5,concrete-evaluation,sat,warm-retained,7,1,1085799,46288,580845,57363,458,458,363,0,1,1,384,58824,10080,0,268807,556144,90822,15187,37678,1585,0,10831,0,2708,11662,394173,66757,35113,2238
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,34,check-34,82d77dad9f98e9cab1d61e0768cb881b7dc28a31dea1a9384de71d7c112b4c28,address-concretization,sat,warm-created,0,12,46765,8763,15844,9196,1,0,0,0,0,0,362,330,24193,0,0,0,8948,3160,569,440,3830,0,0,0,0,1895,671,135,117
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,35,check-35,ded939ef1bf664c975dc461fa03652048d211f744bb99f7f8688803b583fc854,finding-reachability,sat,warm-retained,2,2,794001,22822,859394,61968,435,435,338,434,437,338,330,30127,10928,0,165007,451300,78578,15591,17774,1544,0,34910,0,165519,467041,92854,17102,18102,1898
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,36,check-36,825590c3d825e529875d8a86cc7d309717bdb8da9cbf1abd28526ad9e01ae3da,value-witness,unsat,warm-retained,3,1,1138285,24133,607364,50126,734,734,635,299,300,297,329,44395,10083,0,231573,822502,5078,0,0,192,0,12745,0,82543,435301,26441,0,0,208
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,37,check-37,62bce9382d1c2d22ba2b5a05aae07c12ea976e5f77a4b77965080cf1a8606e5a,value-witness,unsat,warm-retained,3,1,1101193,23406,404601,53679,732,732,635,61,62,123,323,34784,9847,0,226181,802074,4465,0,0,113,0,18033,0,26050,278114,28575,0,0,150
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,38,check-38,ded939ef1bf664c975dc461fa03652048d211f744bb99f7f8688803b583fc854,address-concretization,sat,warm-retained,2,2,785771,22812,54409,32227,435,435,338,0,0,0,319,30063,8708,0,155758,440116,77900,15122,33235,1738,0,0,0,0,0,0,0,20561,1621
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,39,check-39,c0e7dff855a610cb9b1fc3ac4f85e519bc6d90e3ae03c5e349ba6ed6766f3d04,integer-overflow,unsat,warm-retained,4,1,1995121,30240,1287685,57609,796,796,636,124,126,124,395,51019,10515,0,1050912,846849,5075,0,0,116,0,29266,0,918879,253932,27796,0,0,203
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,40,check-40,6e7de8d51513817fa9c5a2488a550d7ff00e8e47634d86f0724d71d1d441ae0d,integer-overflow,unsat,warm-retained,4,1,1426939,30249,335836,51705,796,796,636,0,1,1,364,47033,10365,0,476706,857142,4964,0,0,116,0,15771,0,210039,10691,47425,0,0,205
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,41,check-41,d90980872f53f4497b8d751f22e63afe1cc0cef1190084f73822b4ec1d9d7bce,integer-overflow,unsat,warm-retained,4,1,1427043,30183,191080,53518,860,860,636,64,65,1,351,51380,9390,0,492854,838080,4683,0,0,122,0,28824,0,54482,18221,35827,0,0,208
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,42,check-42,966c68f958b8b0f1cdcec71501caba6e7042629a7c728022bf8e2fee379d950a,finding-reachability,sat,warm-retained,3,2,1375657,28722,308525,43258,732,732,635,0,0,0,319,34435,9693,0,239087,889858,128229,19899,23432,1983,0,0,0,0,0,207760,30383,25015,2109
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,43,check-43,4a9966ab4ad5199ddb2f0b7cdf0a40a2c965774d32ccda1ac4bf09fbddbd1b08,value-witness,sat,warm-retained,4,1,2360785,38299,986766,61990,1171,1171,944,311,312,309,339,71957,11428,0,648585,1312644,208180,32834,34297,2222,0,23884,0,75089,499670,252491,37820,33367,2455
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,44,check-44,14a14d97ffb16bc04b40705823913c53bf0f54199eafe6ab409a5051eddf836d,value-witness,sat,warm-retained,4,1,2140347,35983,700960,60028,1171,1171,944,63,64,126,339,50702,10246,0,614519,1177273,189241,28363,31606,2075,0,18363,0,24747,259842,272251,33110,30288,2331
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,45,check-45,966c68f958b8b0f1cdcec71501caba6e7042629a7c728022bf8e2fee379d950a,address-concretization,sat,warm-retained,3,2,1272242,26784,57221,32011,732,732,635,0,0,0,317,32812,9554,0,240138,796206,125664,18075,21184,1508,0,0,0,0,0,0,0,23408,1802
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,46,check-46,7960e97293ffa550fe1dc40ec1de2a4f4a558d1bfab12a6d6d5f2a5b98634276,finding-reachability,sat,warm-retained,5,2,2232170,38607,810625,68923,1186,1186,952,78,80,134,408,79553,10271,0,601835,1227055,208375,30191,33605,2270,0,27528,0,58521,289318,294801,35766,33165,2603
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,47,check-47,695221a309e4e08a5c4bcce56833a59927019e5f2dda12acb646d13a4b154029,value-witness,unsat,warm-retained,6,1,2338634,42019,737785,57392,1489,1489,1253,303,304,301,339,58757,10397,0,677673,1544212,5056,0,0,181,0,19279,0,139542,476788,44576,0,0,208
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,48,check-48,b84986a91823a704fdfe2c69194842a91dd0d59d9b7c477a887662a9f891e7ad,value-witness,unsat,warm-retained,6,1,2321977,41713,382127,58768,1488,1488,1253,62,63,124,324,57481,10214,0,666362,1540488,5222,0,0,173,0,18505,0,22989,235831,45884,0,0,150
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,49,check-49,7960e97293ffa550fe1dc40ec1de2a4f4a558d1bfab12a6d6d5f2a5b98634276,address-concretization,sat,warm-retained,5,2,2158487,38386,92742,34385,1186,1186,952,0,0,0,312,58745,9735,0,585019,1210696,189971,30953,32407,2263,0,0,0,0,0,0,0,55841,2516
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,50,check-50,695881b724053d07b4d48349c0d502c995d5346ce9e9132ef9d7ee51a1aee3d2,integer-overflow,unsat,warm-retained,8,1,1230517,30918,508170,43272,1711,1711,1446,284,287,317,359,46022,7185,0,354537,788199,3216,0,0,81,0,21686,0,72097,317878,53131,0,0,106
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,51,check-51,4d2a1c9b3840887ebb42cba0fabbc6163808a30066e13b066b8a96718bc8555e,branch-feasibility,sat,warm-retained,8,3,2338684,42256,774747,73432,1741,1741,1476,30,31,31,404,52787,14268,0,582480,1342566,224591,33488,43369,2475,0,43370,0,33568,53531,455723,54150,56506,4467
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,52,check-52,db0813b0972835a657d75e05b75ba4f30eb39ee624047423dea156b63b0dba6d,branch-feasibility,sat,warm-retained,8,2,3259693,57802,718382,65689,1741,1741,1476,0,1,31,367,88644,22198,0,841134,1907321,254981,38113,46637,2496,0,17985,0,2518,77052,446410,54012,51153,3563
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,53,check-53,db0813b0972835a657d75e05b75ba4f30eb39ee624047423dea156b63b0dba6d,concrete-evaluation,sat,warm-retained,8,2,3327640,58673,96098,38151,1741,1741,1476,0,0,0,377,85377,10074,0,834112,1938692,298549,45546,53403,2837,0,0,0,0,0,0,0,54078,3869
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,54,check-54,1b2b1c8779314529b18dc388cdf1e9b4aeed38dd35384a5646b58e1189c6b3a8,integer-overflow,unsat,warm-retained,9,1,3809588,64359,1042290,68310,1741,1741,1477,0,2,2,396,92808,10014,0,1703412,1932982,5451,0,0,166,0,28490,0,857156,26470,61701,0,0,163
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,55,check-55,9990d85e63852e2c708c473c695dd39696ecab55e1975c663fa80cbeb1de1706,integer-overflow,unsat,warm-retained,9,1,2912901,57224,349383,52388,1741,1741,1477,0,1,1,322,80521,26440,0,959236,1783778,5218,0,0,162,0,18888,0,213068,15084,49803,0,0,152
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,56,check-56,89237ada9c14aeb85d252f9514323846d6f834389d9b4c9d4fafecb554cbf418,integer-overflow,unsat,warm-retained,9,1,3686480,58195,1030296,58225,2042,2042,2010,301,302,534,323,84139,9542,0,1099076,2410325,24697,0,0,183,0,19442,0,120097,776788,55538,0,0,206
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,57,check-57,4d2a1c9b3840887ebb42cba0fabbc6163808a30066e13b066b8a96718bc8555e,finding-reachability,sat,warm-retained,8,3,2991998,52884,88807,34211,1741,1741,1476,0,0,0,330,77903,9945,0,769689,1710423,278953,41825,47005,3041,0,0,0,0,0,0,0,51154,3442
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,58,check-58,570fdc6674a1fc036f4e1e6b77a107a54d1bfc8c5ce5ce43fe417b51dfd9b167,value-witness,unsat,warm-retained,9,1,4153348,60172,981151,59153,2278,2278,2481,298,299,593,361,89594,9972,0,1198532,2789777,4806,0,0,134,0,20740,0,115865,716559,68640,0,0,194
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,59,check-59,d356bdb3ed47fbfe076c0bed2cc19c38c80a1866232b4667051adc8121d97332,value-witness,unsat,warm-retained,9,1,4194327,65466,511914,58463,2278,2278,2481,60,61,126,438,87890,10857,0,1265216,2759038,5226,0,0,196,0,20128,0,27722,293761,111629,0,0,211
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,60,check-60,4d2a1c9b3840887ebb42cba0fabbc6163808a30066e13b066b8a96718bc8555e,address-concretization,sat,warm-retained,8,3,2429238,43546,75968,29525,1741,1741,1476,0,0,0,410,70080,24072,0,604855,1423352,197595,29409,33932,1987,0,0,0,0,0,0,0,43665,2778
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,61,check-61,9508b251c7a93f7e10f4bf61426d7b376ea855d9136ea5b14ace0934c14b63e3,finding-reachability,sat,warm-retained,10,2,4702491,71695,1227275,70182,2290,2290,2489,75,77,134,328,86410,10417,0,1189772,2839402,393514,52183,55662,3108,0,28367,0,52954,277134,672802,64946,56992,3898
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,62,check-62,9ce65367dbbf8d9ba01f1f4f96f8f82cf222aa00ec2b175965dd37ed7cf0f1bb,value-witness,unsat,warm-retained,11,1,4590267,87850,741445,58887,2591,2591,2790,298,299,301,392,102009,10343,0,1246381,3138220,4921,0,0,151,0,20474,0,95203,475608,91053,0,0,220
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,63,check-63,ff273b4c0fe9224a5f0c8327d27026094f601b2daabf781f664cd1189aa3b27a,value-witness,unsat,warm-retained,11,1,4050613,61873,617063,56893,2589,2589,2790,60,61,124,427,89158,23099,0,1133654,2738293,3990,0,0,119,0,20281,0,172743,289700,77239,0,0,207
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,64,check-64,9508b251c7a93f7e10f4bf61426d7b376ea855d9136ea5b14ace0934c14b63e3,address-concretization,sat,warm-retained,10,2,2797934,47721,107429,40279,2290,2290,2489,0,0,0,938,117834,13634,0,569649,1617846,329023,46319,51655,3315,0,0,0,0,0,0,0,63224,3926
win10-vwififlt.sys,13c3b69a5d0179ed3cc2c999ff97edbaedd63da55ddb74427251c360706a3820,65,check-65,0fcca2284086446fdc2ae1d7aad430a6ec2308df25bc1d62617c570612543d38,branch-feasibility,sat,warm-retained,12,1,5662645,83519,1566048,75863,2747,2747,2854,219,221,188,751,109977,11887,0,1343893,3509939,474828,61387,63091,3373,0,33979,0,77379,470392,758256,80927,64706,4546
