division	file	wall_ms	verdict	trace_line
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E1.smt2	1009	unsolved	; theory-layer boolean_propagate_ms=0 theory_assert_ms=0 theory_propagate_ms=0 theory_push_pop_ms=0 conflict_analysis_ms=0 theory_final_check_ms=0 theory_explain_ms=0 theory_conflicts=0 theory_propagations=0 final_checks=1 decisions=0 restarts=0 learned_clauses=0 learned_literals=0 learned_literals_premin=0 simplex_pivots=6 simplex_checks=1 simplex_cold_restarts=0 bound_retractions=0 bound_assertions=8 propagations_offered=0 simplex_rows=8 simplex_columns=785
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E13E18.smt2	25125	unsolved	; theory-layer unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E20E26.smt2	407	unsolved	; theory-layer boolean_propagate_ms=0 theory_assert_ms=0 theory_propagate_ms=0 theory_push_pop_ms=0 conflict_analysis_ms=0 theory_final_check_ms=0 theory_explain_ms=0 theory_conflicts=0 theory_propagations=0 final_checks=1 decisions=0 restarts=0 learned_clauses=0 learned_literals=0 learned_literals_premin=0 simplex_pivots=6 simplex_checks=1 simplex_cold_restarts=0 bound_retractions=0 bound_assertions=8 propagations_offered=0 simplex_rows=8 simplex_columns=410
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	25127	unsolved	; theory-layer unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E5E13.smt2	25121	unsolved	; theory-layer unavailable: watchdog fired before the worker thread returned (no CDCL(T) search on this query completed before the deadline)
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0051a.smt2	2811	unsolved	; theory-layer boolean_propagate_ms=3 theory_assert_ms=1 theory_propagate_ms=67 theory_push_pop_ms=0 conflict_analysis_ms=0 theory_final_check_ms=3 theory_explain_ms=0 theory_conflicts=84 theory_propagations=3557 final_checks=65 decisions=5447 restarts=0 learned_clauses=84 learned_literals=200 learned_literals_premin=200 simplex_pivots=134 simplex_checks=65 simplex_cold_restarts=0 bound_retractions=16047 bound_assertions=16526 propagations_offered=3557 simplex_rows=563 simplex_columns=628
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0082a.smt2	709	unsolved	; theory-layer boolean_propagate_ms=0 theory_assert_ms=0 theory_propagate_ms=1 theory_push_pop_ms=0 conflict_analysis_ms=0 theory_final_check_ms=0 theory_explain_ms=0 theory_conflicts=11 theory_propagations=256 final_checks=8 decisions=204 restarts=0 learned_clauses=11 learned_literals=27 learned_literals_premin=27 simplex_pivots=19 simplex_checks=8 simplex_cold_restarts=0 bound_retractions=727 bound_assertions=970 propagations_offered=256 simplex_rows=253 simplex_columns=284
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20200911-Pine/1599121863243316000.smt2	1309	unsolved	; theory-layer boolean_propagate_ms=0 theory_assert_ms=0 theory_propagate_ms=1 theory_push_pop_ms=0 conflict_analysis_ms=0 theory_final_check_ms=1 theory_explain_ms=0 theory_conflicts=28 theory_propagations=205 final_checks=19 decisions=385 restarts=0 learned_clauses=28 learned_literals=71 learned_literals_premin=71 simplex_pivots=73 simplex_checks=19 simplex_cold_restarts=0 bound_retractions=665 bound_assertions=755 propagations_offered=205 simplex_rows=122 simplex_columns=132
