corpus/incremental/01-push-pop-basic.smt2	QF_LIA	1	2	0
corpus/incremental/02-nested-push-pop.smt2	QF_LIA	2	2	0
corpus/incremental/03-push-then-two-checks-same-scope.smt2	QF_LIA	1	2	0
corpus/incremental/04-leak-catcher.smt2	QF_LIA	1	2	0
corpus/incremental/05-reset-assertions.smt2	QF_LIA	0	3	0
corpus/incremental/06-reset-inside-push.smt2	QF_LIA	1	3	0
corpus/incremental/07-check-sat-assuming-non-retention.smt2	QF_LIA	0	2	0
corpus/incremental/08-push-zero-pop-zero.smt2	QF_LIA	0	2	0
corpus/incremental/09-push-two-pop-two.smt2	QF_LIA	2	2	0
corpus/incremental/10-repeated-cycle-stress.smt2	QF_LIA	3	4	0
corpus/incremental/11-checksat-immediately-after-empty-push.smt2	QF_LIA	1	2	0
corpus/incremental/12-declare-inside-push-survives-pop.smt2	QF_LIA	1	4	0
corpus/incremental/13-shadowed-polarity-lia.smt2	QF_LIA	2	3	1
corpus/incremental/14-shadowed-polarity-lra.smt2	QF_LRA	2	3	1
