file	base	base_ms	arm	arm_ms	order	status
UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_11_421_1041162.smt_in.smt2	unsat	3213	unsat	3013	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_56_49_581_1468798.smt_in.smt2	unsat	810	unsat	810	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_01_325_1794353.smt_in.smt2	unsat	6417	unsat	6016	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_06_31_491_2161158.smt_in.smt2	unknown	25136	unknown	25136	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_11_51_397_2586526.smt_in.smt2	unsat	4014	unsat	4115	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_23_15_283_1135882.smt_in.smt2	unknown	16727	unknown	18531	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_00_867_1155527.smt_in.smt2	unknown	11822	unknown	13625	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_55_07_530_1265987.smt_in.smt2	unsat	4114	unsat	4314	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2	unknown	22033	unknown	19131	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_51_51_841_1328720.smt_in.smt2	unknown	19632	unknown	24636	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	unknown	25037	unknown	24736	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_54_34_841_1436021.smt_in.smt2	unknown	23435	unknown	23436	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_48_19_087_1086853.smt_in.smt2	unknown	25136	unknown	25136	base-first	unknown
UF/20190906-CLEARSY/0016/00980.smt2	unsat	510	unsat	510	arm-first	unsat
UF/grasshopper/instantiated/split_loop_check_heap_access_79_6.smt2	unsat	2012	unsat	1912	base-first	unsat
UF/sledgehammer/Arrow_Order/smtlib.573364.smt2	sat	109	sat	110	arm-first	sat
UF/sledgehammer/Arrow_Order/uf.813308.smt2	unsat	13324	unsat	17129	base-first	unsat
UF/sledgehammer/FFT/uf.681247.smt2	sat	111	sat	111	arm-first	sat
UF/sledgehammer/FFT/uf.832362.smt2	sat	311	sat	211	base-first	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1065126.smt2	unknown	25139	unknown	24036	arm-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1294868.smt2	unknown	21635	unknown	24336	base-first	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.590503.smt2	unsat	7619	unsat	7018	arm-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.790950.smt2	unknown	12123	unknown	15928	base-first	unknown
UF/sledgehammer/Hoare/smtlib.1116374.smt2	unsat	12423	unsat	12724	arm-first	unsat
UF/sledgehammer/Hoare/uf.575042.smt2	sat	110	sat	110	base-first	sat
UF/sledgehammer/Hoare/uf.899895.smt2	unknown	20733	unknown	24738	arm-first	unknown
UF/sledgehammer/NS_Shared/uf.640403.smt2	unknown	25238	unknown	25237	base-first	unknown
UF/sledgehammer/QEpres/uf.1132540.smt2	unknown	25237	unknown	25237	arm-first	unknown
UF/sledgehammer/QEpres/uf.787833.smt2	sat	109	sat	109	base-first	sat
UF/sledgehammer/StrongNorm/uf.560863.smt2	unknown	25237	unknown	25138	arm-first	unknown
UF/sledgehammer/StrongNorm/uf.838784.smt2	unsat	16628	unsat	16427	base-first	unsat
UF/sledgehammer/TwoSquares/uf.728413.smt2	sat	310	sat	310	arm-first	unknown
UF/sledgehammer/TypeSafe/smtlib.1348248.smt2	unknown	9420	unknown	13224	base-first	unknown
