file	base	base_ms	arm	arm_ms	order	status
UF/20170428-Barrett/cdt-cade2015/nada/afp/bindag/x2015_09_10_16_53_56_537_1094926.smt_in.smt2	unknown	7117	unknown	17027	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_57_47_544_1522663.smt_in.smt2	unknown	25238	unknown	25237	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_44_169_1850576.smt_in.smt2	sat	811	sat	810	base-first	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_07_15_208_2222772.smt_in.smt2	unsat	2812	unsat	2913	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_12_42_984_2647208.smt_in.smt2	unknown	8219	unknown	10522	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_25_01_009_1227491.smt_in.smt2	unknown	9720	unknown	11122	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_10_583_1232628.smt_in.smt2	unknown	12623	unknown	13421	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/lmirror/x2015_09_10_16_48_05_804_1088878.smt_in.smt2	unsat	4415	unsat	4813	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_47_09_717_1045403.smt_in.smt2	unsat	2613	unsat	2613	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_52_38_709_1379263.smt_in.smt2	unknown	10420	unknown	15125	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	unknown	9721	unknown	12224	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_55_27_693_1550802.smt_in.smt2	unknown	21835	unknown	24637	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_49_15_141_1153946.smt_in.smt2	unknown	14525	unknown	15628	base-first	unknown
UF/20201221-induction-by-reflection-schoisswohl/reflectiveInductive/distr-0.smt2	unknown	17428	unknown	20931	arm-first	unknown
UF/grasshopper/uninstantiated/dl_copy_invariant_19_2.smt2	unknown	24635	unknown	24637	base-first	unsat
UF/sledgehammer/Arrow_Order/smtlib.663965.smt2	NONE	11699	NONE	11799	arm-first	unsat
UF/sledgehammer/Arrow_Order/uf.850780.smt2	unknown	25337	unknown	25337	base-first	unsat
UF/sledgehammer/FFT/uf.711424.smt2	unknown	15027	unknown	17029	arm-first	unknown
UF/sledgehammer/FFT/uf.863296.smt2	unknown	21833	unknown	25038	base-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1115480.smt2	unknown	23735	unknown	24738	arm-first	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1318643.smt2	unsat	5515	unsat	5616	base-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.624285.smt2	sat	110	sat	110	arm-first	sat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.828004.smt2	unsat	1712	unsat	1712	base-first	unsat
UF/sledgehammer/Hoare/smtlib.631037.smt2	unsat	12123	unsat	12124	arm-first	unsat
UF/sledgehammer/Hoare/uf.623138.smt2	unknown	13825	unknown	15723	base-first	unknown
UF/sledgehammer/Hoare/uf.966336.smt2	unknown	24136	unknown	24136	arm-first	unsat
UF/sledgehammer/NS_Shared/uf.768897.smt2	unsat	5116	unsat	5117	base-first	unsat
UF/sledgehammer/QEpres/uf.595470.smt2	unknown	25231	unknown	24737	arm-first	unknown
UF/sledgehammer/QEpres/uf.814223.smt2	unknown	24829	unknown	24738	base-first	unknown
UF/sledgehammer/StrongNorm/uf.599383.smt2	unknown	10620	unknown	13324	arm-first	unknown
UF/sledgehammer/TwoSquares/uf.601168.smt2	unknown	25036	unknown	25036	base-first	unknown
UF/sledgehammer/TwoSquares/uf.752244.smt2	sat	310	sat	310	arm-first	unknown
UF/sledgehammer/TypeSafe/smtlib.1468059.smt2	unknown	22334	unknown	25232	base-first	unknown
