file	base	base_ms	arm	arm_ms	order	status
UFLIA/boogie/Arrays_Q3-noinfer.smt2	unknown	24134	unknown	24136	base-first	unsat
UFLIA/boogie/DefaultLoopInv0_A.M-modifiesOnLoop-noinfer.smt2	unknown	24937	unknown	24238	arm-first	unsat
UFLIA/boogie/MultipleErrors_P-showErrorTrace-vc_local_1.smt2	unknown	24135	unknown	24134	base-first	unknown
UFLIA/boogie/StructTests_St.S_System.Int32.ptr_System.Int32.ptr-level_2.smt2	unknown	24237	unknown	24235	arm-first	unknown
UFLIA/grasshopper/instantiated/reverse_loop_check_heap_access_35_4.smt2	unsat	5415	unsat	3714	base-first	unsat
UFLIA/simplify/javafe.SrcTool.15.smt2	unsat	1112	unsat	1512	arm-first	unsat
UFLIA/simplify/javafe.ast.StandardPrettyPrint.322.smt2	unknown	25135	unknown	25137	base-first	unsat
UFLIA/simplify/javafe.reader.StandardTypeReader.628.smt2	unsat	1411	unsat	1311	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.AmbiguousVariableAccess.004.smt2	unknown	25137	unknown	25138	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.DelegatingPrettyPrint.010.smt2	unsat	3013	unsat	3014	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.MethodDecl.005.smt2	unknown	25138	unknown	25138	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ThrowStmt.004.smt2	unknown	25137	unknown	25138	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.016.smt2	unsat	412	unsat	410	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.parser.TagConstants.001.smt2	unknown	24336	unknown	24337	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.OutsideEnv.011.smt2	unknown	24535	unknown	24435	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.util.LocationManagerCorrelatedReader.011.smt2	unsat	1711	unsat	1712	arm-first	unsat
UFLIA/sledgehammer/FFT/smtlib.1015458.smt2	unknown	24235	unknown	24336	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1127270.smt2	unknown	20131	unknown	25036	arm-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1419033.smt2	unknown	3013	unknown	19731	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.775573.smt2	unknown	24137	unknown	24135	arm-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.1095947.smt2	unknown	25237	unknown	24937	base-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.894255.smt2	unknown	24036	unknown	23734	arm-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.1120322.smt2	unknown	24234	unknown	24034	base-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.783502.smt2	unknown	14825	unknown	22533	arm-first	unknown
UFLIA/sledgehammer/StrongNorm/smtlib.686273.smt2	unknown	15827	unknown	16527	base-first	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.711545.smt2	unknown	24731	unknown	24134	arm-first	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.916972.smt2	unsat	109	unsat	110	base-first	unsat
UFLIA/tokeneer/auditlog/addelementtofile-16.smt2	unsat	109	unsat	108	arm-first	unsat
UFLIA/tokeneer/certificatestore/updatestore-8.smt2	unsat	108	unsat	110	base-first	unsat
UFLIA/tokeneer/display/updatedevice-1.smt2	unsat	110	unsat	109	arm-first	unsat
UFLIA/tokeneer/keystore/digest-127.smt2	unsat	109	unsat	109	base-first	unsat
UFLIA/tokeneer/keystore/init-8.smt2	unsat	109	unsat	108	arm-first	unsat
UFLIA/tokeneer/tokenreader/poll/checkcardstate-7.smt2	unsat	209	unsat	209	base-first	unsat
