file	base	base_ms	arm	arm_ms	order	status
UFLIA/boogie/AssignToRepField_AssignToRepField.N.smt2	unknown	24234	unknown	24135	base-first	unsat
UFLIA/boogie/Ensures_Q-noinfer_8.smt2	unknown	24136	unknown	24236	arm-first	unknown
UFLIA/boogie/Passification_good1-noinfer.smt2	unsat	210	unsat	110	base-first	unsat
UFLIA/boogie/Unsigned_test.Conversions_System.UInt32_System.Double.smt2	unknown	24135	unknown	24136	arm-first	unknown
UFLIA/grasshopper/instantiated/union_check_heap_access_38_21.smt2	unsat	310	unsat	310	base-first	unsat
UFLIA/simplify/javafe.ast.CatchClauseVec.66.smt2	unknown	25036	unknown	25036	arm-first	unsat
UFLIA/simplify/javafe.ast.TypeDeclElemPragma.373.smt2	unknown	25138	unknown	25138	base-first	unsat
UFLIA/simplify/javafe.tc.FlowInsensitiveChecks.679.smt2	unknown	24037	unknown	24736	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.BinaryExpr.010.smt2	unknown	25136	unknown	25138	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ExprVec.004.smt2	unsat	1514	unsat	1513	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.Modifiers.012.smt2	unsat	110	unsat	111	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.TypeDeclElemVec.006.smt2	unsat	1311	unsat	1411	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.VisitorArgResult.067.smt2	unsat	512	unsat	412	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.parser.test.TestLex.030.smt2	unknown	25139	unknown	25139	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.TypeSig.001.smt2	unknown	25137	unknown	25137	base-first	unsat
UFLIA/simplify2/front_end_suite/tohtml.DeclLinks.009.smt2	unsat	5316	unsat	5214	arm-first	unsat
UFLIA/sledgehammer/FFT/smtlib.594705.smt2	unknown	24135	unknown	24134	base-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1185183.smt2	unsat	4014	unsat	3113	arm-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1462528.smt2	unknown	7718	unknown	22133	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.824330.smt2	unknown	20431	unknown	23033	arm-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.1175889.smt2	unknown	25237	unknown	25237	base-first	unsat
UFLIA/sledgehammer/Hoare/smtlib.993567.smt2	unknown	24237	unknown	24436	arm-first	unsat
UFLIA/sledgehammer/QEpres/smtlib.1180449.smt2	unknown	24236	unknown	24137	base-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.830613.smt2	unknown	14526	unknown	14926	arm-first	unknown
UFLIA/sledgehammer/StrongNorm/smtlib.749048.smt2	unknown	17529	unknown	20132	base-first	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.753723.smt2	unknown	24136	unknown	24135	arm-first	unknown
UFLIA/sledgehammer/TypeSafe/smtlib.1133139.smt2	unknown	23034	unknown	22335	base-first	unknown
UFLIA/tokeneer/auditlog/addelementtologfile/addelementtonextfile/setcurrentfiletonextfreefile-4.smt2	unsat	109	unsat	109	arm-first	unsat
UFLIA/tokeneer/configdata/init/setdefaults-12.smt2	unsat	109	unsat	109	base-first	unsat
UFLIA/tokeneer/enclave/adminlogout-5.smt2	unknown	24434	unknown	25035	arm-first	unknown
UFLIA/tokeneer/keystore/digest-173.smt2	unsat	111	unsat	112	base-first	unsat
UFLIA/tokeneer/latch/updateinternallatch-5.smt2	unsat	112	unsat	111	arm-first	unsat
UFLIA/tokeneer/userentry/progress-12.smt2	unknown	24137	unknown	25034	base-first	unknown
