file	base	base_ms	arm	arm_ms	order	status
UF/20170428-Barrett/cdt-cade2015/nada/afp/abstract_completeness/x2015_09_10_16_59_33_621_1039748.smt_in.smt2	unknown	25432	unknown	25433	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_52_38_347_1246149.smt_in.smt2	unsat	4512	unsat	4412	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_59_50_619_1635445.smt_in.smt2	unsat	8116	unsat	8017	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_04_05_259_1960786.smt_in.smt2	unknown	8917	unknown	12321	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_02_023_2365793.smt_in.smt2	unknown	24831	unknown	24832	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_16_38_492_2773691.smt_in.smt2	unknown	25131	unknown	25133	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_49_31_231_1150288.smt_in.smt2	unknown	12921	unknown	15223	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_51_47_018_1336429.smt_in.smt2	unsat	10017	unsat	10519	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/splay_tree_analysis/x2015_09_10_16_56_26_954_1077626.smt_in.smt2	unsat	4312	unsat	16824	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_03_424_1170927.smt_in.smt2	unknown	21528	unknown	21028	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_54_32_375_1480522.smt_in.smt2	unsat	5312	unsat	5313	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_51_42_659_1137578.smt_in.smt2	unsat	2811	unsat	3111	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_58_30_303_1827001.smt_in.smt2	unknown	12920	unknown	13321	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/gandl/cotree/x2015_09_10_16_50_45_438_1077294.smt_in.smt2	unknown	25333	unknown	25333	arm-first	unknown
UF/grasshopper/instantiated/dl_remove_postcondition_of_dl_remove_50_4.smt2	unknown	14522	unknown	16624	base-first	unsat
UF/grasshopper/uninstantiated/insert_postcondition_of_insert_27_4.smt2	unknown	18826	unknown	19025	arm-first	unsat
UF/sledgehammer/Arrow_Order/uf.616692.smt2	unsat	12220	unsat	12220	base-first	unsat
UF/sledgehammer/FFT/uf.599118.smt2	sat	108	sat	108	arm-first	sat
UF/sledgehammer/FFT/uf.758281.smt2	sat	109	sat	108	base-first	sat
UF/sledgehammer/FFT/uf.915673.smt2	unsat	12119	unsat	12119	arm-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1198393.smt2	unknown	13922	unknown	12220	base-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1382574.smt2	unsat	12721	unsat	11319	arm-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.693739.smt2	unknown	10919	unknown	12421	base-first	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.908739.smt2	sat	109	sat	109	arm-first	sat
UF/sledgehammer/Hoare/uf.1061790.smt2	unknown	24832	unknown	25032	base-first	unknown
UF/sledgehammer/Hoare/uf.733610.smt2	unknown	9618	unknown	15624	arm-first	unknown
UF/sledgehammer/NS_Shared/smtlib.678332.smt2	unknown	6815	unknown	13520	base-first	unsat
UF/sledgehammer/QEpres/uf.1001076.smt2	unsat	16524	unsat	16824	arm-first	unsat
UF/sledgehammer/QEpres/uf.678944.smt2	unsat	8116	unsat	8116	base-first	unsat
UF/sledgehammer/QEpres/uf.883950.smt2	unknown	25132	unknown	25132	arm-first	unknown
UF/sledgehammer/StrongNorm/uf.697927.smt2	unsat	14123	unsat	14223	base-first	unsat
UF/sledgehammer/TwoSquares/uf.651233.smt2	unsat	3212	unsat	4713	arm-first	unsat
UF/sledgehammer/TwoSquares/uf.815613.smt2	sat	310	sat	309	base-first	sat
UF/sledgehammer/TypeSafe/smtlib.765771.smt2	unknown	16323	unknown	21028	arm-first	unknown
