file	base	base_ms	arm	arm_ms	order	status
UFLIA/boogie/BasicMethodology_SubClass..ctor.smt2	unknown	24230	unknown	24229	base-first	unsat
UFLIA/boogie/FormulaTerm_plus-noinfer_2.smt2	unsat	209	unsat	108	arm-first	unsat
UFLIA/boogie/Quantifiers_V1-noinfer.smt2	unsat	509	unsat	509	base-first	unsat
UFLIA/boogie/loopinv1_LoopInv1.Test1a_F_notnull-infer_eh.smt2	unknown	25132	unknown	25132	arm-first	unsat
UFLIA/grasshopper/uninstantiated/merge_loop_check_heap_access_60_6.smt2	unknown	25033	unknown	24332	base-first	unsat
UFLIA/simplify/javafe.ast.GenericBlockStmt.168.smt2	unsat	710	unsat	710	arm-first	unsat
UFLIA/simplify/javafe.filespace.LookAheadEnum.474.smt2	unsat	710	unsat	709	base-first	unsat
UFLIA/simplify/javafe.util.ErrorSet.781.smt2	unsat	1310	unsat	1411	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.CompilationUnit.001.smt2	unknown	25133	unknown	25132	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.Identifier.010.smt2	unknown	24231	unknown	24233	arm-first	unknown
UFLIA/simplify2/front_end_suite/javafe.ast.RoutineDecl.002.smt2	unsat	1410	unsat	1310	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.TypeObjectDesignator.010.smt2	unknown	25132	unknown	25133	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.filespace.Resolve.010.smt2	unsat	2410	unsat	2410	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.ConstantExpr.001.smt2	unknown	25132	unknown	25132	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.Types.035.smt2	unknown	25132	unknown	25131	base-first	unsat
UFLIA/sledgehammer/Arrow_Order/smtlib.650920.smt2	unknown	25133	unknown	24332	arm-first	unsat
UFLIA/sledgehammer/FFT/smtlib.898060.smt2	unknown	13521	unknown	13421	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1282463.smt2	unknown	24331	unknown	23130	arm-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.596470.smt2	unknown	20527	unknown	21429	base-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.932420.smt2	unknown	20028	unknown	20726	arm-first	unknown
UFLIA/sledgehammer/Hoare/smtlib.660667.smt2	unknown	15023	unknown	21329	base-first	unknown
UFLIA/sledgehammer/NS_Shared/smtlib.803649.smt2	unknown	16023	unknown	16624	arm-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.609781.smt2	unknown	3312	unknown	3313	base-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.927783.smt2	unknown	20328	unknown	20830	arm-first	unsat
UFLIA/sledgehammer/StrongNorm/smtlib.889061.smt2	unsat	709	unsat	609	base-first	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.821153.smt2	unknown	15023	unknown	14821	arm-first	unknown
UFLIA/sledgehammer/TypeSafe/smtlib.822202.smt2	unknown	22229	unknown	22430	base-first	unknown
UFLIA/tokeneer/auditlog/init-31.smt2	unknown	24131	unknown	24131	arm-first	unsat
UFLIA/tokeneer/configdata/validatefile/readclearance-1.smt2	unsat	109	unsat	109	base-first	unsat
UFLIA/tokeneer/enclave/startadminactivity-7.smt2	unknown	24132	unknown	25033	arm-first	unknown
UFLIA/tokeneer/keystore/digest-36.smt2	unsat	110	unsat	109	base-first	unsat
UFLIA/tokeneer/screen/writestatsdata-4.smt2	unsat	108	unsat	109	arm-first	unsat
UFLIA/tokeneer/usertoken/addauthcert-19.smt2	unsat	109	unsat	109	base-first	unsat
