file	base	base_ms	arm	arm_ms	order	status
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_51_06_177_1165813.smt_in.smt2	unknown	16322	unknown	14522	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_16_58_55_174_1583194.smt_in.smt2	unknown	12719	unknown	11620	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_03_24_482_1905427.smt_in.smt2	unsat	6414	unsat	6815	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_08_02_969_2287043.smt_in.smt2	sat	209	sat	309	arm-first	sat
UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_14_27_814_2704160.smt_in.smt2	unsat	2912	unsat	2912	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	unknown	17524	unknown	19326	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_58_676_1284981.smt_in.smt2	unknown	16925	unknown	17026	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	unknown	14423	unknown	12821	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_48_16_393_1116135.smt_in.smt2	unknown	23831	unknown	21829	base-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	unknown	24630	unknown	24332	arm-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_50_41_894_1052743.smt_in.smt2	unsat	3412	unsat	3512	base-first	unsat
UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	unknown	18925	unknown	20728	arm-first	unknown
UF/20170428-Barrett/cdt-cade2015/nada/gandl/bird_tree/x2015_09_10_16_54_37_804_1017588.smt_in.smt2	unsat	12921	unsat	13121	base-first	unsat
UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	unsat	1812	unsat	1811	arm-first	unsat
UF/grasshopper/uninstantiated/dl_remove_loop_invariant_35_5.smt2	unknown	13022	unknown	23331	base-first	unsat
UF/sledgehammer/Arrow_Order/uf.558544.smt2	unsat	4114	unsat	4013	arm-first	unsat
UF/sledgehammer/FFT/uf.573210.smt2	unknown	24332	unknown	24331	base-first	unsat
UF/sledgehammer/FFT/uf.734908.smt2	unknown	24232	unknown	24131	arm-first	unknown
UF/sledgehammer/FFT/uf.888460.smt2	unknown	16824	unknown	14822	base-first	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1158058.smt2	unknown	25132	unknown	24830	arm-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.1344532.smt2	unsat	6614	unsat	6314	base-first	unsat
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.658398.smt2	unknown	25132	unknown	25233	arm-first	unknown
UF/sledgehammer/Fundamental_Theorem_Algebra/uf.870785.smt2	unsat	8016	unsat	8317	base-first	unsat
UF/sledgehammer/Hoare/uf.1001519.smt2	unsat	6415	unsat	6314	arm-first	unsat
UF/sledgehammer/Hoare/uf.685581.smt2	unknown	13621	unknown	18325	base-first	unknown
UF/sledgehammer/NS_Shared/smtlib.599737.smt2	unknown	16725	unknown	18126	arm-first	unknown
UF/sledgehammer/NS_Shared/uf.828518.smt2	unknown	25132	unknown	24831	base-first	unknown
UF/sledgehammer/QEpres/uf.637819.smt2	unsat	5313	unsat	5413	arm-first	unsat
UF/sledgehammer/QEpres/uf.850857.smt2	unknown	25233	unknown	25233	base-first	unknown
UF/sledgehammer/StrongNorm/uf.648745.smt2	unsat	8116	unsat	7715	arm-first	unsat
UF/sledgehammer/TwoSquares/uf.626615.smt2	unsat	108	unsat	109	base-first	unsat
UF/sledgehammer/TwoSquares/uf.780730.smt2	unknown	24230	unknown	24230	arm-first	unknown
UF/sledgehammer/TypeSafe/smtlib.655487.smt2	unsat	11820	unsat	11718	base-first	unsat
