file	base	base_ms	arm	arm_ms	order	status
UFLIA/20230314-Jaroslav-Bendik-Certora/52759_b3ecd2335fd16ec2eee2_9_UFLIA.smt2	unknown	18425	unknown	17124	base-first	unknown
UFLIA/boogie/Cast_Cast.R_System.Object_System.Int32.smt2	unknown	24132	unknown	24231	arm-first	unsat
UFLIA/boogie/Interval_Cell.Shift_System.Int32.smt2	unknown	24132	unknown	24131	base-first	unsat
UFLIA/boogie/Spouse_Person..ctor.smt2	unknown	24132	unknown	24232	arm-first	unsat
UFLIA/grasshopper/instantiated/delete_check_heap_access_53_12.smt2	unknown	24633	unknown	24132	base-first	unsat
UFLIA/grasshopper/uninstantiated/sls_insert_loop_check_heap_access_38_6.smt2	unsat	15023	unsat	13321	arm-first	unsat
UFLIA/simplify/javafe.ast.LexicalPragmaVec.219.smt2	unknown	24430	unknown	24432	base-first	unsat
UFLIA/simplify/javafe.filespace.ZipTree.525.smt2	unsat	2210	unsat	2310	arm-first	unsat
UFLIA/simplify/tohtml.Java2Html.832.smt2	unknown	25132	unknown	25131	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ConstructorDecl.007.smt2	unknown	25133	unknown	25133	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.ImportDeclVec.015.smt2	unknown	24331	unknown	24233	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.StandardPrettyPrint.008.smt2	unknown	25131	unknown	25133	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.ast.VariableAccess.001.smt2	unknown	25131	unknown	25131	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.filespace.ZipTree.005.smt2	unknown	24332	unknown	24230	arm-first	unsat
UFLIA/simplify2/front_end_suite/javafe.tc.EnvForLocals.007.smt2	unknown	24533	unknown	24232	base-first	unsat
UFLIA/simplify2/front_end_suite/javafe.test.SuperlinksTest.004.smt2	unknown	24333	unknown	24333	arm-first	unsat
UFLIA/sledgehammer/Arrow_Order/smtlib.775208.smt2	unknown	22130	unknown	22832	base-first	unknown
UFLIA/sledgehammer/FFT/smtlib.994522.smt2	unsat	210	unsat	209	arm-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1331541.smt2	unknown	3713	unknown	21330	base-first	unsat
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.651310.smt2	unknown	24131	unknown	23630	arm-first	unknown
UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.972059.smt2	unknown	20427	unknown	19627	base-first	unsat
UFLIA/sledgehammer/Hoare/smtlib.755963.smt2	unknown	24030	unknown	23931	arm-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.1005883.smt2	unknown	12019	unknown	12817	base-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.670697.smt2	unknown	24129	unknown	24129	arm-first	unknown
UFLIA/sledgehammer/QEpres/smtlib.990093.smt2	unknown	14421	unknown	16923	base-first	unknown
UFLIA/sledgehammer/TwoSquares/smtlib.618605.smt2	unsat	3110	unsat	3210	arm-first	unsat
UFLIA/sledgehammer/TwoSquares/smtlib.851746.smt2	unsat	108	unsat	108	base-first	unsat
UFLIA/sledgehammer/TypeSafe/smtlib.952809.smt2	unknown	15223	unknown	20126	arm-first	unknown
UFLIA/tokeneer/auditlog/truncatelog-1.smt2	unsat	3511	unsat	3512	base-first	unsat
UFLIA/tokeneer/configdata/validatefile/readworkinghours-4.smt2	unsat	110	unsat	109	arm-first	unsat
UFLIA/tokeneer/enrolment/validate-11.smt2	unsat	110	unsat	110	base-first	unsat
UFLIA/tokeneer/keystore/digest-81.smt2	unsat	109	unsat	109	arm-first	unsat
UFLIA/tokeneer/tokenreader/getcertificate-11.smt2	unsat	2111	unsat	2109	base-first	unsat
UFLIA/tokeneer/usertoken/readandcheck/checkprivcert-2.smt2	unsat	108	unsat	107	arm-first	unsat
