file	verdict	wall_ms	timed_out	model_check
compose.p2._bit8_na6_nr3_paired.cnf	sat	2870.4886399791576	false	ok
compose.p3._bit8_na6_nr3_paired.cnf	unknown	20055.331379000563	true	
compose.s2._bit8_na6_nr3_paired.cnf	sat	3056.8483470124193	false	ok
compose.s2._bit8_na6_nr4_paired.cnf	sat	7241.203990008216	false	ok
compose.s3._bit8_na6_nr3_paired.cnf	unknown	20036.69307596283	true	
compose.s3._bit8_na6_nr4_paired.cnf	unknown	20034.695173962973	true	
compose.s4._bit8_na6_nr3_paired.cnf	unknown	20071.735523000825	true	
compose.s4._bit8_na6_nr4_paired.cnf	unknown	20075.916081957985	true	
mobiledevice_bit8_na1_nr1_twocond.cnf	sat	489.20835298486054	false	ok
mobiledevice_bit8_na6_nr3_paired.cnf	sat	2024.5639589847997	false	ok
mobiledevice_bit8_na6_nr3_twocond.cnf	sat	1210.324774030596	false	ok
simple_bit8_na1_nr1_twocond.cnf	sat	2.444064011797309	false	ok
string1x16.1._bit8_na6_nr3_paired.cnf	unknown	20028.193238016684	true	
string1x16.10._bit8_na6_nr3_paired.cnf	unknown	20028.427081007976	true	
string1x16.2._bit8_na6_nr3_paired.cnf	unknown	20028.73617899604	true	
string1x16.3._bit8_na6_nr3_paired.cnf	unknown	20027.960016974248	true	
string1x16.4._bit8_na6_nr3_paired.cnf	unknown	20011.052371002734	true	
string1x16.5._bit8_na6_nr3_paired.cnf	unknown	20027.310795965604	true	
string1x16.6._bit8_na6_nr3_paired.cnf	unknown	20028.59573799651	true	
string1x16.7._bit8_na6_nr3_paired.cnf	unknown	20026.396268978715	true	
string1x16.8._bit8_na6_nr3_paired.cnf	unknown	20027.157221978996	true	
string1x16.9._bit8_na6_nr3_paired.cnf	unknown	20027.90524601005	true	
string1x8.1._bit8_na6_nr3_paired.cnf	sat	17589.396415976807	false	ok
string1x8.10._bit8_na6_nr3_paired.cnf	unknown	20024.834668962285	true	
string1x8.2._bit8_na6_nr3_paired.cnf	unknown	20026.56389697222	true	
string1x8.3._bit8_na6_nr3_paired.cnf	sat	5556.499423983041	false	ok
string1x8.4._bit8_na6_nr3_paired.cnf	sat	8253.571397042833	false	ok
string1x8.5._bit8_na6_nr3_paired.cnf	unknown	20025.048390962183	true	
string1x8.6._bit8_na6_nr3_paired.cnf	sat	7415.204652003013	false	ok
string1x8.7._bit8_na6_nr3_paired.cnf	sat	14417.012727994006	false	ok
string1x8.8._bit8_na6_nr3_paired.cnf	unknown	20008.87196196709	true	
string1x8.9._bit8_na6_nr3_paired.cnf	unknown	20024.99424800044	true	
string2x16.1._bit8_na6_nr3_paired.cnf	unknown	20039.530707988888	true	
string2x16.10._bit8_na6_nr3_paired.cnf	unknown	20035.387502983212	true	
string2x16.2._bit8_na6_nr3_paired.cnf	unknown	20037.54318499705	true	
string2x16.3._bit8_na6_nr3_paired.cnf	unknown	20036.717293027323	true	
string2x16.4._bit8_na6_nr3_paired.cnf	unknown	20028.903926024213	true	
