file	variables	clauses	native_verdict	native_ms	native_timed_out	native_model_valid
bv-term-small-rw_1074.cnf	7668	31801	unknown	100127.679263	true	
bv-term-small-rw_524.cnf	4261	17468	unknown	100173.70542700001	true	
bv-term-small-rw_848.cnf	3999	16689	unknown	100167.187198	true	
