division	file	wall_ms	verdict	decided_by	bound_by	last	bound_ms	trace_total_ms	attempts	log_path
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/coef-size/smt/size-10/c10_problem__001.smt2.slack.smt2	107	sat	lia-simplex	dl-online	lia-simplex	0	0	4	/home/mjbommar/route-attribution/logs/QF_LIA.1.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/10-vars/v10_problem_2__016.smt2.slack.smt2	108	unsat	lia-simplex	lia-simplex	lia-simplex	0	1	4	/home/mjbommar/route-attribution/logs/QF_LIA.2.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/15-vars/v15_problem_2__015.smt2.slack.smt2	709	sat	lia-simplex	lia-simplex	lia-simplex	626	628	4	/home/mjbommar/route-attribution/logs/QF_LIA.3.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/20-vars/v20_problem_2__031.smt2.slack.smt2	208	unsat	lia-simplex	lia-simplex	lia-simplex	100	104	4	/home/mjbommar/route-attribution/logs/QF_LIA.4.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/25-vars/v25_problem_2__027.smt2.slack.smt2	24730	unsolved	none	lia-simplex	fd:bounded-completeness-unsat	24621	24626	13	/home/mjbommar/route-attribution/logs/QF_LIA.5.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/30-vars/v30_problem_2__023.smt2.slack.smt2	24329	unsolved	none	lia-simplex	fd:bounded-completeness-unsat	24280	24285	13	/home/mjbommar/route-attribution/logs/QF_LIA.6.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/35-vars/v35_problem_2__019.smt2.slack.smt2	6414	sat	lia-simplex	lia-simplex	lia-simplex	6318	6322	4	/home/mjbommar/route-attribution/logs/QF_LIA.7.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/40-vars/v40_problem_2__015.smt2.slack.smt2	9218	sat	lia-simplex	lia-simplex	lia-simplex	9141	9146	4	/home/mjbommar/route-attribution/logs/QF_LIA.8.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/CAV_2009_benchmarks/smt/45-vars/v45_problem_2__011.smt2.slack.smt2	13020	sat	lia-simplex	lia-simplex	lia-simplex	12983	12989	4	/home/mjbommar/route-attribution/logs/QF_LIA.9.log
QF_LIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LIA/20180326-Bromberger/more_slacked/cut_lemmas/10-vars/cut_lemma_02_010.smt2.slack.smt2	108	unsat	lia-simplex	dl-online	lia-simplex	0	1	4	/home/mjbommar/route-attribution/logs/QF_LIA.10.log
