division	file	wall_ms	verdict	decided_by	bound_by	last	bound_ms	trace_total_ms	attempts	log_path
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/20170829-Rodin/smt1300175744189082250.smt2	107	unsat	qf-bv	fd:parse	qf-bv	0	0	4	/home/mjbommar/route-attribution/logs/QF_UF.1.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_Heap_ab_cti_max.smt2	308	sat	ufbv-declared-sort-lazy	dl-online	ufbv-declared-sort-lazy	175	223	6	/home/mjbommar/route-attribution/logs/QF_UF.2.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_at.4.prop1_ab_cti_max.smt2	1111	sat	euf-online	dl-online	euf-online	998	1040	4	/home/mjbommar/route-attribution/logs/QF_UF.3.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_brp.3.prop1_ab_reg_max.smt2	109	unsat	euf-online	dl-online	euf-online	3	4	4	/home/mjbommar/route-attribution/logs/QF_UF.4.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_brp2.6.prop2_ab_cti_max.smt2	608	sat	euf-online	dl-online	euf-online	535	547	4	/home/mjbommar/route-attribution/logs/QF_UF.5.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_cambridge.7.prop2_ab_fp_max.smt2	4012	sat	euf-online	euf-online	euf-online	2167	3917	4	/home/mjbommar/route-attribution/logs/QF_UF.6.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_dyn_partition_ab_reg_max.smt2	110	sat	euf-online	dl-online	euf-online	0	0	4	/home/mjbommar/route-attribution/logs/QF_UF.7.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_extinction.3.prop1_ab_reg_max.smt2	111	sat	euf-online	dl-online	euf-online	12	14	4	/home/mjbommar/route-attribution/logs/QF_UF.8.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_fischer.5.prop1_ab_cti_max.smt2	711	sat	euf-online	dl-online	euf-online	649	665	4	/home/mjbommar/route-attribution/logs/QF_UF.9.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_h_Arbiter_ab_reg_max.smt2	109	unsat	ufbv-declared-sort-lazy	dl-online	ufbv-declared-sort-lazy	18	37	6	/home/mjbommar/route-attribution/logs/QF_UF.10.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_hanoi.3.prop1_ab_br_max.smt2	13919	sat	ufbv-declared-sort-lazy	ufbv-declared-sort-lazy	ufbv-declared-sort-lazy	9823	13754	6	/home/mjbommar/route-attribution/logs/QF_UF.11.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_lamport.5.prop1_ab_reg_max.smt2	109	sat	euf-online	dl-online	euf-online	4	5	4	/home/mjbommar/route-attribution/logs/QF_UF.12.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_leader_election.5.prop1_ab_cti_max.smt2	2011	sat	euf-online	dl-online	euf-online	1324	1872	4	/home/mjbommar/route-attribution/logs/QF_UF.13.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_loyd.3.prop1_ab_br_max.smt2	1010	unsat	euf-online	dl-online	euf-online	827	890	4	/home/mjbommar/route-attribution/logs/QF_UF.14.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_needham.1.prop4_ab_cti_max.smt2	810	sat	euf-online	dl-online	euf-online	750	766	4	/home/mjbommar/route-attribution/logs/QF_UF.15.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_peg_solitaire.4.prop1_ab_reg_max.smt2	709	sat	euf-online	dl-online	euf-online	595	612	4	/home/mjbommar/route-attribution/logs/QF_UF.16.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_pgm_protocol.3.prop5_ab_cti_max.smt2	1610	sat	euf-online	dl-online	euf-online	1230	1482	4	/home/mjbommar/route-attribution/logs/QF_UF.17.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_pgm_protocol.8.prop5_ab_reg_max.smt2	108	sat	euf-online	dl-online	euf-online	35	38	4	/home/mjbommar/route-attribution/logs/QF_UF.18.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_reader_writer.1.prop1_ab_cti_max.smt2	910	sat	euf-online	dl-online	euf-online	781	796	4	/home/mjbommar/route-attribution/logs/QF_UF.19.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_rushhour.3.prop1_ab_cti_max.smt2	24329	unsolved	none	euf-online	fd:bounded-completeness-unsat	22465	24233	14	/home/mjbommar/route-attribution/logs/QF_UF.20.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_sw_sym_ex_v_ab_reg_max.smt2	109	unsat	euf-online	dl-online	euf-online	6	8	4	/home/mjbommar/route-attribution/logs/QF_UF.21.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/2018-Goel-hwbench/QF_UF_telephony.4.prop1_ab_reg_max.smt2	1110	unsat	euf-online	dl-online	euf-online	999	1035	4	/home/mjbommar/route-attribution/logs/QF_UF.22.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/20190906-CLEARSY/0001/00435.smt2	109	unsat	euf-online	dl-online	euf-online	9	19	4	/home/mjbommar/route-attribution/logs/QF_UF.23.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/20190906-CLEARSY/0023/00913.smt2	109	unsat	euf-online	dl-online	euf-online	1	2	4	/home/mjbommar/route-attribution/logs/QF_UF.24.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/NEQ/NEQ033_size6.smt2	24929	unsolved	none	euf-online	fd:bounded-completeness-unsat	23783	24802	14	/home/mjbommar/route-attribution/logs/QF_UF.25.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/PEQ/PEQ013_size5.smt2	17732	unsat	euf-online	euf-online	euf-online	17695	17712	4	/home/mjbommar/route-attribution/logs/QF_UF.26.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/dead_dnd015.smt2	2410	unsat	euf-online	euf-online	euf-online	2282	2326	4	/home/mjbommar/route-attribution/logs/QF_UF.27.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_brn034.smt2	310	sat	euf-online	euf-online	euf-online	250	282	4	/home/mjbommar/route-attribution/logs/QF_UF.28.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_brn071.smt2	210	sat	euf-online	euf-online	euf-online	58	93	4	/home/mjbommar/route-attribution/logs/QF_UF.29.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_icl002.smt2	209	unsat	euf-online	euf-online	euf-online	89	114	4	/home/mjbommar/route-attribution/logs/QF_UF.30.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_icl039.smt2	309	unsat	euf-online	euf-online	euf-online	182	215	4	/home/mjbommar/route-attribution/logs/QF_UF.31.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/gensys_icl076.smt2	409	unsat	euf-online	euf-online	euf-online	291	340	4	/home/mjbommar/route-attribution/logs/QF_UF.32.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_brn004.smt2	109	sat	euf-online	euf-online	euf-online	51	62	4	/home/mjbommar/route-attribution/logs/QF_UF.33.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_brn041.smt2	109	sat	euf-online	euf-online	euf-online	62	73	4	/home/mjbommar/route-attribution/logs/QF_UF.34.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_brn078.smt2	509	unsat	euf-online	euf-online	euf-online	433	472	4	/home/mjbommar/route-attribution/logs/QF_UF.35.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_icl009.smt2	309	unsat	euf-online	euf-online	euf-online	210	233	4	/home/mjbommar/route-attribution/logs/QF_UF.36.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_icl046.smt2	309	unsat	euf-online	euf-online	euf-online	261	278	4	/home/mjbommar/route-attribution/logs/QF_UF.37.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/loops6/iso_icl083.smt2	409	unsat	euf-online	euf-online	euf-online	301	332	4	/home/mjbommar/route-attribution/logs/QF_UF.38.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/dead_dnd011.smt2	4513	unsat	euf-online	euf-online	euf-online	4390	4400	4	/home/mjbommar/route-attribution/logs/QF_UF.39.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/dead_dnd048.smt2	6515	unsat	euf-online	euf-online	euf-online	6469	6488	4	/home/mjbommar/route-attribution/logs/QF_UF.40.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_brn019.smt2	209	sat	euf-online	euf-online	euf-online	100	115	4	/home/mjbommar/route-attribution/logs/QF_UF.41.log
QF_UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_UF/QG-classification/qg5/gensys_brn056.smt2	109	sat	euf-online	euf-online	euf-online	12	22	4	/home/mjbommar/route-attribution/logs/QF_UF.42.log
