division	file	wall_ms	verdict	decided_by	bound_by	last	bound_ms	trace_total_ms	attempts	log_path
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_array1.i_3_2_2.bpl_11.smt2	24128	unsolved	none	nra	fd:bounded-completeness-unsat	23994	24009	14	/home/mjbommar/route-attribution/logs/QF_LRA.1.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_count_by_k.i_3_3_2.bpl_7.smt2	24026	unsolved	none	nra	fd:bounded-completeness-unsat	23997	24005	14	/home/mjbommar/route-attribution/logs/QF_LRA.2.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_half_2.i_3_6_2.bpl_7.smt2	24127	unsolved	none	nra	fd:bounded-completeness-unsat	23999	24016	14	/home/mjbommar/route-attribution/logs/QF_LRA.3.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	1311	unsolved	none	dl-online	fd:bounded-completeness-unsat	470	1070	14	/home/mjbommar/route-attribution/logs/QF_LRA.4.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_copy3_ground.i_3_2_2.bpl_7.smt2	24127	unsolved	none	nra	fd:bounded-completeness-unsat	23980	24018	14	/home/mjbommar/route-attribution/logs/QF_LRA.5.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init5_ground.i_3_2_2.bpl_7.smt2	109	unsolved	none	dl-online	fd:bounded-completeness-unsat	33	75	14	/home/mjbommar/route-attribution/logs/QF_LRA.6.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_strcmp_ground.i_4_2_2.bpl_11.smt2	409	unsolved	none	dl-online	fd:bounded-completeness-unsat	126	296	14	/home/mjbommar/route-attribution/logs/QF_LRA.7.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2	24128	unsolved	none	nra	fd:bounded-completeness-unsat	23998	24012	14	/home/mjbommar/route-attribution/logs/QF_LRA.8.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0051-labyrinth-12-0.smt2	25234	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/QF_LRA.9.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0132-labyrinth-12-0.smt2	25332	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/QF_LRA.10.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/1.smt2	24131	unsolved	none	nra	fd:bounded-completeness-unsat	24016	24021	14	/home/mjbommar/route-attribution/logs/QF_LRA.11.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/17.smt2	109	sat	nra	nra	nra	17	22	5	/home/mjbommar/route-attribution/logs/QF_LRA.12.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/24.smt2	509	sat	nra	nra	nra	434	440	5	/home/mjbommar/route-attribution/logs/QF_LRA.13.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/5.smt2	8115	unsat	nra	nra	nra	8004	8010	5	/home/mjbommar/route-attribution/logs/QF_LRA.14.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/robotics/1_4.smt2	109	unsat	dl-online	dl-online	dl-online	0	1	3	/home/mjbommar/route-attribution/logs/QF_LRA.15.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/robotics/4_3.smt2	109	unsat	dl-online	dl-online	dl-online	1	3	3	/home/mjbommar/route-attribution/logs/QF_LRA.16.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2	209	sat	dl-online	dl-online	dl-online	162	176	3	/home/mjbommar/route-attribution/logs/QF_LRA.17.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_12.lp.smt2	9216	sat	dl-online	dl-online	dl-online	8942	9039	3	/home/mjbommar/route-attribution/logs/QF_LRA.18.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_0.lp.smt2	18225	sat	dl-online	dl-online	dl-online	18007	18124	3	/home/mjbommar/route-attribution/logs/QF_LRA.19.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_4.lp.smt2	16024	sat	dl-online	dl-online	dl-online	15768	15879	3	/home/mjbommar/route-attribution/logs/QF_LRA.20.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_7.lp.smt2	7615	sat	dl-online	dl-online	dl-online	7371	7498	3	/home/mjbommar/route-attribution/logs/QF_LRA.21.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-cooking06.smt2	109	sat	dl-online	dl-online	dl-online	2	3	3	/home/mjbommar/route-attribution/logs/QF_LRA.22.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-cooking14.smt2	109	sat	dl-online	dl-online	dl-online	4	5	3	/home/mjbommar/route-attribution/logs/QF_LRA.23.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-cooking22.smt2	109	sat	dl-online	dl-online	dl-online	6	8	3	/home/mjbommar/route-attribution/logs/QF_LRA.24.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tempo-depth-30.smt2	109	sat	dl-online	dl-online	dl-online	11	18	3	/home/mjbommar/route-attribution/logs/QF_LRA.25.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tempo-depth-9.smt2	112	sat	dl-online	dl-online	dl-online	3	5	3	/home/mjbommar/route-attribution/logs/QF_LRA.26.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tempo-matrix8x8.pddl.smt2	2211	sat	dl-online	dl-online	dl-online	1868	2112	3	/home/mjbommar/route-attribution/logs/QF_LRA.27.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tempo-width-40.smt2	1510	sat	dl-online	dl-online	dl-online	1171	1464	3	/home/mjbommar/route-attribution/logs/QF_LRA.28.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tempo-width-9.smt2	110	sat	dl-online	dl-online	dl-online	18	24	3	/home/mjbommar/route-attribution/logs/QF_LRA.29.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-temporal-machine-shop-2-3-A10.smt2	110	sat	dl-online	dl-online	dl-online	6	8	3	/home/mjbommar/route-attribution/logs/QF_LRA.30.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-04.smt2	110	sat	dl-online	dl-online	dl-online	2	2	3	/home/mjbommar/route-attribution/logs/QF_LRA.31.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-30.smt2	110	sat	dl-online	dl-online	dl-online	14	21	3	/home/mjbommar/route-attribution/logs/QF_LRA.32.log
QF_LRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	1010	unsolved	none	dl-online	fd:bounded-completeness-unsat	481	841	14	/home/mjbommar/route-attribution/logs/QF_LRA.33.log
