division	file	wall_ms	verdict	decided_by	bound_by	last	bound_ms	trace_total_ms	attempts	log_path
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2015-Norn/ChunkSplit/norn-benchmark-0.smt2	107	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.1.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2015-Norn/HammingDistance/norn-benchmark-402.smt2	107	unsat	fd:source-string	fd:parse	fd:source-string	2	3	2	/home/mjbommar/route-attribution/logs/QF_SLIA.2.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2015-Norn/StringReplace/norn-benchmark-10.smt2	409	unsolved	nia-bounded-blast	dl-online	fd:bounded-completeness-unsat	31	304	108	/home/mjbommar/route-attribution/logs/QF_SLIA.3.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/2018-Kepler/quad-243-4-3-sat.smt2	209	sat	fd:source-string	fd:source-string	fd:source-string	163	165	2	/home/mjbommar/route-attribution/logs/QF_SLIA.4.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/big/392.corecstrs.readable.smt2	1210	sat	fd:source-string	fd:source-string	fd:source-string	1124	1129	2	/home/mjbommar/route-attribution/logs/QF_SLIA.5.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/big/new.8618.corecstrs.readable.smt2	25133	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/QF_SLIA.6.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/10454.corecstrs.readable.smt2	110	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.7.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/11458.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.8.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/12293.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.9.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/12682.corecstrs.readable.smt2	110	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.10.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/13150.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.11.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/13565.corecstrs.readable.smt2	109	sat	fd:source-string	fd:source-string	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.12.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/14037.corecstrs.readable.smt2	109	sat	fd:source-string	fd:source-string	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.13.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/14746.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.14.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/15255.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.15.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/16245.corecstrs.readable.smt2	110	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.16.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/17102.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.17.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/17683.corecstrs.readable.smt2	108	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.18.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/18462.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.19.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/1932.corecstrs.readable.smt2	109	sat	fd:source-string	fd:source-string	fd:source-string	1	1	2	/home/mjbommar/route-attribution/logs/QF_SLIA.20.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/2854.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.21.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/3299.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.22.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/3829.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.23.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/4408.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.24.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/5122.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.25.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/5714.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.26.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/6604.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.27.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/7571.corecstrs.readable.smt2	109	sat	fd:source-string	fd:source-string	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.28.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/8062.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.29.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/8567.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.30.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/8988.corecstrs.readable.smt2	109	sat	fd:source-string	fd:source-string	fd:source-string	0	1	2	/home/mjbommar/route-attribution/logs/QF_SLIA.31.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/9517.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.32.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/sat/small/new.33227.corecstrs.readable.smt2	109	sat	fd:source-string	fd:parse	fd:source-string	0	0	2	/home/mjbommar/route-attribution/logs/QF_SLIA.33.log
QF_SLIA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_SLIA/20180523-Reynolds/kaluza/unsat/big/12358.corecstrs.readable.smt2	710	unsat	fd:string-gate	int-blast-ladder	fd:string-gate	488	655	25	/home/mjbommar/route-attribution/logs/QF_SLIA.34.log
