division	file	wall_ms	verdict	decided_by	bound_by	last	bound_ms	trace_total_ms	attempts	log_path
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E1.smt2	1509	unsolved	none	nra	fd:bounded-completeness-unsat	1226	1304	14	/home/mjbommar/route-attribution/logs/QF_NRA.1.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E13E18.smt2	25029	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/QF_NRA.2.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E17E24.smt2	25027	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/QF_NRA.3.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E20E26.smt2	809	unsolved	none	nra	fd:bounded-completeness-unsat	658	704	14	/home/mjbommar/route-attribution/logs/QF_NRA.4.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E2E5.smt2	25030	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/QF_NRA.5.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E5E13.smt2	24230	unsolved	none	nra-real-root	fd:bounded-completeness-unsat	23805	24107	13	/home/mjbommar/route-attribution/logs/QF_NRA.6.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20161105-Sturm-MBO/mbo_E7E27.smt2	109	unsat	nra	nra	nra	66	70	6	/home/mjbommar/route-attribution/logs/QF_NRA.7.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/avg60.i_5_5_4.bpl_3.smt2	24127	unsolved	none	nra	fd:bounded-completeness-unsat	24015	24045	15	/home/mjbommar/route-attribution/logs/QF_NRA.8.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20170501-Heizmann-UltimateInvariantSynthesis/standard_two_index_06.i_3_2_2.bpl_5.smt2	18027	unsolved	none	nra	fd:bounded-completeness-unsat	17895	17898	15	/home/mjbommar/route-attribution/logs/QF_NRA.9.log
QF_NRA	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_NRA/20180501-Economics-Mulligan/MulliganEconomicsModel0051a.smt2	14123	unsolved	none	nra	fd:bounded-completeness-unsat	13718	13947	15	/home/mjbommar/route-attribution/logs/QF_NRA.10.log
