division	file	wall_ms	verdict	decided_by	bound_by	last	bound_ms	trace_total_ms	attempts	log_path
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_01_325_1794353.smt_in.smt2	13121	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	206	707	579	/home/mjbommar/route-attribution/logs/UF.16.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_02_44_169_1850576.smt_in.smt2	1209	sat	ufbv-declared-sort-lazy	fd:parse	ufbv-declared-sort-lazy	13	106	1009	/home/mjbommar/route-attribution/logs/UF.17.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_03_24_482_1905427.smt_in.smt2	8115	unsat	euf-online	fd:parse	euf-online	18	181	1057	/home/mjbommar/route-attribution/logs/UF.18.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_04_05_259_1960786.smt_in.smt2	8516	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	1258	5312	1034	/home/mjbommar/route-attribution/logs/UF.19.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_03_974_2039882.smt_in.smt2	1709	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	26	202	801	/home/mjbommar/route-attribution/logs/UF.20.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_05_53_248_2106236.smt_in.smt2	25126	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.21.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_06_31_491_2161158.smt_in.smt2	24926	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	9913	19927	1107	/home/mjbommar/route-attribution/logs/UF.22.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_07_15_208_2222772.smt_in.smt2	4612	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	37	177	875	/home/mjbommar/route-attribution/logs/UF.23.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_08_02_969_2287043.smt_in.smt2	310	sat	euf-online	fd:parse	euf-online	15	88	851	/home/mjbommar/route-attribution/logs/UF.24.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_02_023_2365793.smt_in.smt2	24730	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	2650	6586	885	/home/mjbommar/route-attribution/logs/UF.25.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_09_42_195_2416479.smt_in.smt2	24829	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	5615	16790	944	/home/mjbommar/route-attribution/logs/UF.26.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_10_47_003_2500061.smt_in.smt2	12317	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	2910	9368	955	/home/mjbommar/route-attribution/logs/UF.27.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_11_51_397_2586526.smt_in.smt2	5013	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	390	574	931	/home/mjbommar/route-attribution/logs/UF.28.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_12_42_984_2647208.smt_in.smt2	23129	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	2796	13609	957	/home/mjbommar/route-attribution/logs/UF.29.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_14_27_814_2704160.smt_in.smt2	4316	unsat	euf-online	fd:parse	euf-online	40	128	759	/home/mjbommar/route-attribution/logs/UF.30.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_16_38_492_2773691.smt_in.smt2	25128	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.31.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_18_11_407_2828424.smt_in.smt2	109	unsat	euf-online	fd:parse	euf-online	11	11	4	/home/mjbommar/route-attribution/logs/UF.32.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_list/x2015_09_10_17_20_02_499_2906170.smt_in.smt2	25531	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.33.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_23_15_283_1135882.smt_in.smt2	17623	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	5065	12211	1152	/home/mjbommar/route-attribution/logs/UF.34.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/coinductive_stream/x2015_09_10_17_25_01_009_1227491.smt_in.smt2	21224	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	2123	3610	1014	/home/mjbommar/route-attribution/logs/UF.35.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_47_53_600_1082171.smt_in.smt2	17921	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	3114	14051	943	/home/mjbommar/route-attribution/logs/UF.36.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/hamming_stream/x2015_09_10_16_49_31_231_1150288.smt_in.smt2	16219	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	3471	11762	819	/home/mjbommar/route-attribution/logs/UF.37.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_46_58_732_1021788.smt_in.smt2	13018	unsolved	euf-online	euf-online	fd:bounded-completeness-unsat	4829	8706	786	/home/mjbommar/route-attribution/logs/UF.38.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_48_12_933_1099247.smt_in.smt2	17323	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	2810	13174	1030	/home/mjbommar/route-attribution/logs/UF.39.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_49_00_867_1155527.smt_in.smt2	25127	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.40.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_10_583_1232628.smt_in.smt2	15922	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	5089	9490	1276	/home/mjbommar/route-attribution/logs/UF.41.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_50_58_676_1284981.smt_in.smt2	25031	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.42.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/huffman/x2015_09_10_16_51_47_018_1336429.smt_in.smt2	8118	unsat	euf-online	fd:parse	euf-online	12	83	879	/home/mjbommar/route-attribution/logs/UF.43.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/koenigslemma/x2015_09_10_16_53_46_012_1142719.smt_in.smt2	4711	unsat	euf-online	fd:parse	euf-online	10	131	1019	/home/mjbommar/route-attribution/logs/UF.44.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_51_00_862_1095417.smt_in.smt2	25230	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.45.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/llist2/x2015_09_10_16_55_07_530_1265987.smt_in.smt2	3209	unsat	euf-online	fd:parse	euf-online	8	66	863	/home/mjbommar/route-attribution/logs/UF.46.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/lmirror/x2015_09_10_16_48_05_804_1088878.smt_in.smt2	2510	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	86	342	927	/home/mjbommar/route-attribution/logs/UF.47.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/sorted_list_operations/x2015_09_10_16_47_45_306_1071226.smt_in.smt2	14222	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	3374	12326	939	/home/mjbommar/route-attribution/logs/UF.48.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/splay_tree_analysis/x2015_09_10_16_56_26_954_1077626.smt_in.smt2	8813	unsat	euf-online	euf-online	euf-online	1790	4252	964	/home/mjbommar/route-attribution/logs/UF.49.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_57_45_684_1164560.smt_in.smt2	25335	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.50.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_16_59_31_681_1283677.smt_in.smt2	10219	unsat	euf-online	fd:parse	euf-online	18	74	824	/home/mjbommar/route-attribution/logs/UF.51.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/afp/tllist/x2015_09_10_17_00_58_384_1387951.smt_in.smt2	20827	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	4539	15748	1067	/home/mjbommar/route-attribution/logs/UF.52.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_47_09_717_1045403.smt_in.smt2	7215	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	384	3914	971	/home/mjbommar/route-attribution/logs/UF.53.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_48_16_393_1116135.smt_in.smt2	12921	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	4706	7232	1097	/home/mjbommar/route-attribution/logs/UF.54.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_03_424_1170927.smt_in.smt2	19028	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	5993	13847	998	/home/mjbommar/route-attribution/logs/UF.55.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_49_56_787_1224974.smt_in.smt2	5113	unsat	euf-online	fd:parse	euf-online	11	77	808	/home/mjbommar/route-attribution/logs/UF.56.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_50_56_024_1276224.smt_in.smt2	9318	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	480	2333	991	/home/mjbommar/route-attribution/logs/UF.57.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_51_51_841_1328720.smt_in.smt2	25133	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.58.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_52_38_709_1379263.smt_in.smt2	14925	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	4773	6272	1021	/home/mjbommar/route-attribution/logs/UF.59.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_53_37_371_1432776.smt_in.smt2	24837	unsolved	euf-online	fd:string-gate	fd:bounded-completeness-unsat	12175	14212	811	/home/mjbommar/route-attribution/logs/UF.60.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_54_32_375_1480522.smt_in.smt2	4412	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	11	65	798	/home/mjbommar/route-attribution/logs/UF.61.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/gram_lang/x2015_09_10_16_55_24_325_1534085.smt_in.smt2	24933	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	7371	18079	1193	/home/mjbommar/route-attribution/logs/UF.62.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/koenig/x2015_09_10_16_45_05_341_1010900.smt_in.smt2	25136	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.63.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/parallel/x2015_09_10_16_57_14_271_1048482.smt_in.smt2	25236	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.64.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_49_54_437_992499.smt_in.smt2	7015	unsolved	euf-online	fd:string-gate	fd:bounded-completeness-unsat	2268	3613	975	/home/mjbommar/route-attribution/logs/UF.65.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_50_41_894_1052743.smt_in.smt2	2811	unsat	euf-online	fd:parse	euf-online	13	77	764	/home/mjbommar/route-attribution/logs/UF.66.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_51_42_659_1137578.smt_in.smt2	1710	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	80	287	777	/home/mjbommar/route-attribution/logs/UF.67.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_52_32_920_1212907.smt_in.smt2	13719	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	1507	3334	1018	/home/mjbommar/route-attribution/logs/UF.68.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_53_32_038_1322967.smt_in.smt2	24127	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	4574	12588	1030	/home/mjbommar/route-attribution/logs/UF.69.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_54_34_841_1436021.smt_in.smt2	17627	unsolved	euf-online	euf-online	fd:bounded-completeness-unsat	5798	9300	924	/home/mjbommar/route-attribution/logs/UF.70.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_55_27_693_1550802.smt_in.smt2	21231	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	9075	13915	1022	/home/mjbommar/route-attribution/logs/UF.71.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_56_17_304_1652193.smt_in.smt2	16125	unsolved	euf-online	euf-online	fd:bounded-completeness-unsat	6327	10651	1005	/home/mjbommar/route-attribution/logs/UF.72.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_58_30_303_1827001.smt_in.smt2	16225	unsolved	ufbv-declared-sort-lazy	euf-online	fd:bounded-completeness-unsat	2557	10713	870	/home/mjbommar/route-attribution/logs/UF.73.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/rbt_impl/x2015_09_10_16_59_12_776_1884727.smt_in.smt2	9818	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	3145	6108	933	/home/mjbommar/route-attribution/logs/UF.74.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_46_52_587_993366.smt_in.smt2	20033	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	5362	12993	899	/home/mjbommar/route-attribution/logs/UF.75.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_48_19_087_1086853.smt_in.smt2	25133	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.76.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/distro/stream/x2015_09_10_16_49_15_141_1153946.smt_in.smt2	24835	unsolved	euf-online	euf-online	fd:bounded-completeness-unsat	13777	19909	989	/home/mjbommar/route-attribution/logs/UF.77.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/gandl/bird_tree/x2015_09_10_16_54_37_804_1017588.smt_in.smt2	8817	unsat	euf-online	fd:parse	euf-online	12	40	958	/home/mjbommar/route-attribution/logs/UF.78.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/gandl/cotree/x2015_09_10_16_50_45_438_1077294.smt_in.smt2	25235	unsolved	NA	NA	NA	NA	NA	NA	/home/mjbommar/route-attribution/logs/UF.79.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_51_44_982_1071529.smt_in.smt2	18228	unsolved	euf-online	euf-online	fd:bounded-completeness-unsat	8892	14316	1019	/home/mjbommar/route-attribution/logs/UF.80.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20170428-Barrett/cdt-cade2015/nada/gandl/stern_brocot_tree/x2015_09_10_16_53_52_641_1189730.smt_in.smt2	108	unsat	euf-online	fd:parse	euf-online	11	12	4	/home/mjbommar/route-attribution/logs/UF.81.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20190906-CLEARSY/0016/00980.smt2	408	unsat	euf-online	fd:parse	euf-online	1	3	4	/home/mjbommar/route-attribution/logs/UF.82.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/20201221-induction-by-reflection-schoisswohl/reflectiveInductive/distr-0.smt2	22532	unsolved	ufbv-declared-sort-lazy	fd:string-gate	fd:bounded-completeness-unsat	3852	17526	322	/home/mjbommar/route-attribution/logs/UF.83.log
UF	/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UF/grasshopper/instantiated/dl_copy_loop_check_heap_access_31_6.smt2	1207	unsat	euf-online	ufbv-declared-sort-lazy	euf-online	55	202	156	/home/mjbommar/route-attribution/logs/UF.84.log
