file	rc	ms	verdict	decided_by	bound_by	total_ms	attempts	online_probe	lra_entries	lra_rounds	atoms	cube_decisions	cube_flips	cube_identical	cube_collect_ms	cube_fm_ms	cube_simplex_ms	cube_simplex_calls	cube_matrices	cold_builds	cold_build_ms	cold_ms	cold_pivots	capture
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0014.smt2	0	107	unsat	nra	nra	3	5	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_sin_problem_7_weak2_sin-problem-7-weak2-chunk-0014.smt2.out
QF_LRA/meti-tarski/atan/problem/1/atan-problem-1-chunk-0031.smt2	0	107	sat	nra	dl-online	0	5	not-probed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_atan_problem_1_atan-problem-1-chunk-0031.smt2.out
QF_LRA/meti-tarski/sqrt/1mcosq/8/sqrt-1mcosq-8-chunk-0417.smt2	0	107	sat	nra	nra	4	5	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_sqrt_1mcosq_8_sqrt-1mcosq-8-chunk-0417.smt2.out
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_strcmp_ground.i_4_2_2.bpl_11.smt2	0	24129	unknown	none	nra	24086	15	admission-screen	1	369	7546	368	854	0	6135	0	1820	368	0	368	391	937	27279	./captures-00/QF_LRA_2017-Heizmann-UltimateInvariantSynthesis__standard_strcmp_ground.i_4_2_2.bpl_11.smt2.out
QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	0	24924	unknown	none	nra	24771	15	admission-screen	1	33	30710	32	32	0	5508	0	885	32	0	32	235	464	452	./captures-00/QF_LRA_LassoRanker_CooperatingT2_p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2.out
QF_LRA/LassoRanker/CooperatingT2/queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2	0	24527	unknown	none	nra	24405	15	admission-screen	1	40	28492	39	40	0	5847	0	924	39	0	39	237	452	420	./captures-00/QF_LRA_LassoRanker_CooperatingT2_queens.t2.c_Iteration19_Loop_7-phaseTemplate.smt2.out
QF_LRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0071.smt2	0	106	sat	dl-online	dl-online	0	3	not-probed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_Chua_2_IL_L_Chua-2-IL-L-chunk-0071.smt2.out
QF_LRA/miplib/pp08a-1000.smt2	0	24129	unknown	none	nra	24028	15	model-did-not-replay	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_miplib_pp08a-1000.smt2.out
QF_LRA/LassoRanker/CooperatingT2/ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	0	24930	unknown	none	nra	24719	15	admission-screen	1	20	42086	19	19	0	3905	0	636	19	0	19	181	327	188	./captures-00/QF_LRA_LassoRanker_CooperatingT2_ludcmp.t2.c_Iteration8_Loop_7-phaseTemplate.smt2.out
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0106.smt2	0	106	unsat	nra	nra	3	5	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_atan_problem_2_weak2_atan-problem-2-weak2-chunk-0106.smt2.out
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0055.smt2	0	106	sat	nra	nra	4	5	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_sin_problem_7_weak_sin-problem-7-weak-chunk-0055.smt2.out
QF_LRA/LassoRanker/SV-COMP/NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2	0	24229	unknown	none	nra	24127	15	admission-screen	1	167	12876	166	213	0	6914	0	1808	166	0	166	430	1061	4120	./captures-00/QF_LRA_LassoRanker_SV-COMP_NoriSharma-2013FSE-Fig8_true-termination.c_Iteration1_Loop_5-phaseTemplate.smt2.out
QF_LRA/DTP-Scheduling/constraints-tempo-width-40.smt2	0	1207	sat	dl-online	dl-online	1079	3	not-probed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_DTP-Scheduling_constraints-tempo-width-40.smt2.out
QF_LRA/meti-tarski/Arthan/1A/Arthan1A-chunk-0016.smt2	0	106	sat	nra	dl-online	0	5	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_Arthan_1A_Arthan1A-chunk-0016.smt2.out
QF_LRA/sal/gasburner/gasburner-prop3-12.smt2	0	8514	unsat	nra	nra	8414	6	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_sal_gasburner_gasburner-prop3-12.smt2.out
QF_LRA/sal/carpark/Carpark2-ausgabe-8.smt2	0	207	unknown	nra	nra	110	18	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_sal_carpark_Carpark2-ausgabe-8.smt2.out
QF_LRA/DTP-Scheduling/constraints-cooking06.smt2	0	106	sat	dl-online	dl-online	2	3	not-probed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_DTP-Scheduling_constraints-cooking06.smt2.out
QF_LRA/2019-ezsmt/blending/24.smt2	0	3610	sat	nra	nra	3569	5	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_2019-ezsmt_blending_24.smt2.out
QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	0	24224	unknown	none	nra	24110	15	admission-screen	1	72	18775	71	71	0	6970	0	1050	71	0	71	257	551	1670	./captures-00/QF_LRA_LassoRanker_CooperatingT2_afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2.out
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0026.smt2	0	107	sat	nra	nra	4	5	took	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_sin_problem_7_weak_sin-problem-7-weak-chunk-0026.smt2.out
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0054.smt2	0	107	sat	nra	nra	1	5	not-probed	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	./captures-00/QF_LRA_meti-tarski_atan_problem_2_weak2_atan-problem-2-weak2-chunk-0054.smt2.out
QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	0	24129	unknown	none	nra	24051	15	admission-screen	1	152	10514	151	217	0	7890	0	1868	151	0	151	433	1206	3456	./captures-00/QF_LRA_LassoRanker_SV-COMP_joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2.out
QF_LRA/miplib/fixnet-5000.smt2	0	24128	unknown	none	nra	24026	15	admission-screen	1	512	4225	511	511	0	8406	0	4669	511	0	511	242	4220	114975	./captures-00/QF_LRA_miplib_fixnet-5000.smt2.out
