RVpredict_13.smt2	unknown	unknown
jobshop20-2-10-10-4-4-16.smt2	unknown	unknown
jobshop26-2-13-13-4-4-16.smt2	unknown	unknown
DTP_k2_n35_c245_s18.smt2	unsat	unsat
156.48.1960.36.1721325133.dat.smt2	unknown	unknown
channelRoute.in9.smt2	unknown	unknown
a7.3.0.tweaked.3.asp.smt2	unknown	unknown
penrose.34.asp.smt2	unknown	unknown
trisquares.41.asp.smt2	unknown	unknown
a9.8.11.asp.smt2	unknown	unsat
DONE
