file	status	base_x3	arm_x3	z3_24	cvc5_24	z3_600	cvc5_600
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/grasshopper/uninstantiated/difference_check_heap_access_41_8.smt2	unsat	unsat,unsat,unsat	unknown,unknown,unknown	unsat	unsat	skipped	skipped
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/grasshopper/uninstantiated/sls_insert_loop_check_heap_access_38_6.smt2	unsat	unsat,unsat,unsat	unknown,unknown,unknown	unsat	unsat	skipped	skipped
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/simplify2/front_end_suite/javafe.parser.TagConstants.001.smt2	unsat	unknown,unknown,unknown	unsat,unsat,unsat	unsat	unsat	skipped	skipped
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/FFT/smtlib.1015458.smt2	unsat	unsat,unsat,unsat	unknown,unsat,unsat	unsat	unsat	skipped	skipped
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Fundamental_Theorem_Algebra/smtlib.1185183.smt2	unsat	unsat,unsat,unsat	unknown,unsat,unknown	unsat	unsat	skipped	skipped
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/UFLIA/sledgehammer/Hoare/smtlib.993567.smt2	unsat	unknown,unknown,unknown	unsat,unsat,unsat	unsat	unsat	skipped	skipped
