file	base	base_ms	base_rc	nz	nz_ms	nz_rc	sp	sp_ms	sp_rc	both	both_ms	both_rc	first	status
QF_UFLRA/FFT/smtlib.626139.smt2	unknown	107	0	unknown	106	0	unknown	105	0	unknown	106	0	base	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--input--keyboard--stowaway.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unknown	25025	0	unknown	25030	0	unknown	25034	0	unknown	25026	0	nz	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--video--gspca--gspca_stv0680.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unsat	106	0	unsat	106	0	unsat	106	0	unsat	106	0	sp	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--watchdog--cpu5wdt.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	sat	306	0	sat	306	0	sat	307	0	sat	305	0	both	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--input--touchscreen--inexio.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unsat	105	0	unsat	105	0	unsat	107	0	unsat	106	0	base	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem02_10_true-unreach-call.c.smt2	unsat	206	0	unsat	206	0	unsat	207	0	unsat	207	0	nz	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem13_60_false-unreach-call.c.smt2	unknown	25033	0	unknown	25024	0	unknown	25033	0	unknown	25034	0	sp	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.ddv_machzwd_outb_false-unreach-call.i.smt2	unknown	25029	0	unknown	25034	0	unknown	25031	0	unknown	25034	0	both	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.fo_test.c_false-unreach-call.i.smt2	sat	105	0	sat	105	0	sat	105	0	sat	105	0	base	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.m0_true-unreach-call_drivers-net-slip-ko--108_1a--1b0b0ac.c.smt2	unknown	24630	0	unknown	24320	0	unknown	24329	0	unknown	24327	0	nz	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product56_false-unreach-call.cil.c.smt2	unknown	25034	0	unknown	25128	0	unknown	25033	0	unknown	25033	0	sp	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product11_false-unreach-call.cil.c.smt2	sat	2008	0	sat	2108	0	sat	2008	0	sat	2008	0	both	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product35_false-unreach-call.cil.c.smt2	sat	10418	0	sat	11018	0	sat	10918	0	sat	11118	0	base	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec4_product53_true-unreach-call.cil.c.smt2	unknown	25028	0	unknown	25030	0	unsat	106	0	unsat	106	0	nz	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.rule57_ebda_blast.c_false-unreach-call.i.smt2	sat	107	0	sat	106	0	sat	106	0	sat	106	0	sp	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.test_locks_12_true-unreach-call_false-termination.c.smt2	unsat	106	0	unsat	106	0	unsat	105	0	unsat	106	0	both	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0100_10_16.smt2	sat	1907	0	sat	1908	0	sat	1807	0	sat	1708	0	base	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0150_10_20.smt2	sat	2008	0	sat	2008	0	sat	1708	0	sat	1708	0	nz	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0200_10_24.smt2	sat	3410	0	sat	3310	0	sat	3309	0	sat	3410	0	sp	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_10_0250_10_28.smt2	unsat	607	0	unsat	607	0	unsat	707	0	unsat	607	0	both	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0200_10_12.smt2	sat	8515	0	sat	8615	0	sat	8715	0	sat	8414	0	base	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0300_10_16.smt2	sat	2008	0	sat	1808	0	sat	1807	0	sat	2008	0	nz	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0400_10_20.smt2	sat	14522	0	sat	15022	0	sat	15023	0	sat	14321	0	sp	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0500_10_24.smt2	unsat	2307	0	unsat	2307	0	unsat	2308	0	unsat	2408	0	both	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_20_0600_10_28.smt2	unsat	3210	0	unsat	3108	0	unsat	3210	0	unsat	3209	0	base	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0450_10_12.smt2	unknown	25032	0	unknown	25031	0	unknown	25032	0	unknown	25032	0	nz	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0600_10_16.smt2	unknown	25033	0	unknown	25033	0	unknown	25033	0	unknown	25032	0	sp	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0750_10_20.smt2	unknown	25133	0	unknown	25133	0	unknown	25133	0	unknown	25133	0	both	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_30_0900_10_24.smt2	unsat	5011	0	unsat	4909	0	unsat	4911	0	unsat	4910	0	base	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0400_10_28.smt2	sat	5611	0	sat	5712	0	sat	5612	0	sat	5211	0	nz	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_40_0800_10_12.smt2	unknown	25133	0	unknown	25135	0	unknown	25132	0	unknown	25131	0	sp	sat
QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1000_10_16.smt2	unsat	7914	0	unsat	8115	0	unsat	8114	0	unsat	8315	0	both	unsat
QF_UFLRA/mathsat/RandomCoupled/pb_real_40_1200_10_20.smt2	unsat	13320	0	unsat	13017	0	unsat	12720	0	unsat	12919	0	base	unsat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_14.smt2	sat	1707	0	sat	1707	0	sat	1808	0	sat	1708	0	nz	sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_38.smt2	sat	2609	0	sat	2607	0	sat	2608	0	sat	2609	0	sp	sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_62.smt2	sat	2007	0	sat	2007	0	sat	2108	0	sat	2006	0	both	sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_60_45_86.smt2	sat	3208	0	sat	3209	0	sat	3209	0	sat	3209	0	base	sat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_10.smt2	unsat	3810	0	unsat	3708	0	unsat	3808	0	unsat	3709	0	nz	unsat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_34.smt2	unsat	3609	0	unsat	3509	0	unsat	3610	0	unsat	3509	0	sp	unsat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_58.smt2	unsat	3308	0	unsat	3309	0	unsat	3408	0	unsat	3208	0	both	unsat
QF_UFLRA/mathsat/RandomDecoupled/pb_real_30_75_45_82.smt2	unsat	3208	0	unsat	3308	0	unsat	3209	0	unsat	3209	0	base	unsat
