file	base	base_ms	base_rc	both	both_ms	both_rc	first	status
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-07.smt2	sat	204	0	sat	204	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-20.smt2	sat	1305	0	sat	1305	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-70.smt2	sat	1606	0	sat	1706	0	base	sat
QF_RDL/check/bignum_rdl2.smt2	unsat	104	0	unsat	104	0	both	unsat
QF_RDL/sal/fischer3-mutex-12.smt2	unsat	504	0	unsat	504	0	base	unsat
QF_RDL/sal/fischer3-mutex-16.smt2	unsat	1506	0	unsat	1405	0	both	unsat
QF_RDL/sal/fischer3-mutex-2.smt2	unsat	104	0	unsat	105	0	base	unsat
QF_RDL/sal/fischer3-mutex-5.smt2	unsat	104	0	unsat	105	0	both	unsat
QF_RDL/sal/fischer3-mutex-9.smt2	unsat	204	0	unsat	205	0	base	unsat
QF_RDL/sal/fischer6-mutex-12.smt2	unsat	6009	0	unsat	6009	0	both	unsat
QF_RDL/sal/fischer6-mutex-16.smt2	unsat	10914	0	unsat	10613	0	base	unsat
QF_RDL/sal/fischer6-mutex-2.smt2	unsat	104	0	unsat	104	0	both	unsat
QF_RDL/sal/fischer6-mutex-5.smt2	unsat	104	0	unsat	104	0	base	unsat
QF_RDL/sal/fischer6-mutex-9.smt2	unsat	1205	0	unsat	1205	0	both	unsat
QF_RDL/sal/fischer9-mutex-12.smt2	unsat	19021	0	unsat	19521	0	base	unsat
QF_RDL/sal/fischer9-mutex-16.smt2	unknown	24226	0	unknown	24127	0	both	unsat
QF_RDL/sal/fischer9-mutex-2.smt2	unsat	105	0	unsat	105	0	base	unsat
QF_RDL/sal/fischer9-mutex-5.smt2	unsat	205	0	unsat	204	0	both	unsat
QF_RDL/sal/fischer9-mutex-9.smt2	unsat	2807	0	unsat	2806	0	base	unsat
QF_RDL/scheduling/abz5_1300.smt2	sat	605	0	sat	605	0	both	sat
QF_RDL/scheduling/abz6_800.smt2	unsat	105	0	unsat	104	0	base	unsat
QF_RDL/scheduling/abz7_600.smt2	unknown	24126	0	unknown	24126	0	both	unknown
QF_RDL/scheduling/abz7_700.smt2	unknown	24127	0	unknown	24126	0	base	sat
QF_RDL/scheduling/orb01_1100.smt2	unknown	24026	0	unknown	24025	0	both	sat
QF_RDL/scheduling/orb02_700.smt2	unsat	105	0	unsat	105	0	base	unsat
QF_RDL/scheduling/orb03_1005.smt2	unknown	24025	0	unknown	24026	0	both	sat
QF_RDL/scheduling/orb03_950.smt2	unknown	24025	0	unknown	24025	0	base	unsat
QF_RDL/scheduling/orb04_850.smt2	unsat	104	0	unsat	204	0	both	unsat
QF_RDL/scheduling/orb05_800.smt2	unsat	804	0	unsat	804	0	base	unsat
QF_RDL/scheduling/orb06_1010.smt2	unknown	24022	0	unknown	24023	0	both	sat
QF_RDL/scheduling/orb07_250.smt2	unsat	104	0	unsat	104	0	base	unsat
QF_RDL/scheduling/orb07_550.smt2	sat	104	0	sat	104	0	both	sat
QF_RDL/scheduling/orb08_888.smt2	unsat	11614	0	unsat	12014	0	base	unsat
QF_RDL/scheduling/orb09_800.smt2	unsat	104	0	unsat	104	0	both	unsat
QF_RDL/scheduling/orb10_1100.smt2	sat	204	0	sat	204	0	base	sat
QF_RDL/scheduling/swv11_2900.smt2	unknown	24125	0	unknown	24122	0	both	unknown
QF_RDL/scheduling/swv11_3050.smt2	unknown	24627	0	unknown	24727	0	base	unknown
QF_RDL/scheduling/swv12_3004.smt2	unknown	24226	0	unknown	24225	0	both	unknown
QF_RDL/scheduling/swv13_3150.smt2	unknown	24226	0	unknown	24226	0	base	unknown
QF_RDL/scheduling/swv14_2895.smt2	unknown	24121	0	unknown	24225	0	both	unknown
