file	base	base_ms	base_rc	both	both_ms	both_rc	first	status
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking04.smt2	sat	105	0	sat	105	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking08.smt2	sat	305	0	sat	304	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking12.smt2	sat	605	0	sat	604	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking16.smt2	sat	1106	0	sat	1005	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking20.smt2	sat	1606	0	sat	1706	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-depth-3.smt2	sat	705	0	sat	706	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-depth-7.smt2	unknown	25128	0	unknown	25129	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-width-2.smt2	sat	105	0	sat	104	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-width-6.smt2	unknown	25027	0	unknown	25026	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-06.smt2	sat	205	0	sat	205	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-10.smt2	sat	405	0	sat	404	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-60.smt2	sat	1205	0	sat	1206	0	both	sat
QF_RDL/check/bignum_rdl1.smt2	unknown	104	0	unknown	104	0	base	sat
QF_RDL/sal/fischer3-mutex-11.smt2	unsat	405	0	unsat	404	0	both	unsat
QF_RDL/sal/fischer3-mutex-15.smt2	unsat	1206	0	unsat	1206	0	base	unsat
QF_RDL/sal/fischer3-mutex-19.smt2	unsat	2306	0	unsat	2306	0	both	unsat
QF_RDL/sal/fischer3-mutex-4.smt2	unsat	104	0	unsat	105	0	base	unsat
QF_RDL/sal/fischer3-mutex-8.smt2	unsat	105	0	unsat	104	0	both	unsat
QF_RDL/sal/fischer6-mutex-11.smt2	unsat	4609	0	unsat	4608	0	base	unsat
QF_RDL/sal/fischer6-mutex-15.smt2	unsat	8412	0	unsat	8112	0	both	unsat
QF_RDL/sal/fischer6-mutex-19.smt2	unknown	24127	0	unknown	24127	0	base	unsat
QF_RDL/sal/fischer6-mutex-4.smt2	unsat	104	0	unsat	104	0	both	unsat
QF_RDL/sal/fischer6-mutex-8.smt2	unsat	605	0	unsat	605	0	base	unsat
QF_RDL/sal/fischer9-mutex-11.smt2	unsat	10614	0	unsat	10714	0	both	unsat
QF_RDL/sal/fischer9-mutex-15.smt2	unknown	24127	0	unknown	24127	0	base	unsat
QF_RDL/sal/fischer9-mutex-19.smt2	unknown	24227	0	unknown	24228	0	both	unsat
QF_RDL/sal/fischer9-mutex-4.smt2	unsat	105	0	unsat	104	0	base	unsat
QF_RDL/sal/fischer9-mutex-8.smt2	unsat	905	0	unsat	905	0	both	unsat
QF_RDL/scheduling/abz5_1234.smt2	sat	5510	0	sat	5509	0	base	sat
QF_RDL/scheduling/abz6_1100.smt2	sat	205	0	sat	204	0	both	sat
QF_RDL/scheduling/abz7_500.smt2	unsat	6310	0	unsat	6310	0	base	unsat
QF_RDL/scheduling/abz7_691.smt2	unknown	24127	0	unknown	24125	0	both	sat
QF_RDL/scheduling/orb01_1059.smt2	unknown	24026	0	unknown	24025	0	base	sat
QF_RDL/scheduling/orb02_1000.smt2	sat	805	0	sat	805	0	both	sat
QF_RDL/scheduling/orb02_900.smt2	sat	1006	0	sat	1005	0	base	sat
QF_RDL/scheduling/orb03_850.smt2	unsat	1105	0	unsat	1105	0	both	unsat
QF_RDL/scheduling/orb04_1200.smt2	sat	104	0	sat	105	0	base	sat
QF_RDL/scheduling/orb05_700.smt2	unsat	105	0	unsat	104	0	both	unsat
QF_RDL/scheduling/orb06_1000.smt2	unknown	24026	0	unknown	24026	0	base	unsat
QF_RDL/scheduling/orb06_900.smt2	unsat	14617	0	unsat	14718	0	both	unsat
QF_RDL/scheduling/orb07_430.smt2	sat	1306	0	sat	1305	0	base	sat
QF_RDL/scheduling/orb08_830.smt2	unsat	3107	0	unsat	3107	0	both	unsat
QF_RDL/scheduling/orb09_1100.smt2	sat	205	0	sat	204	0	base	sat
QF_RDL/scheduling/orb10_1000.smt2	sat	205	0	sat	204	0	both	sat
QF_RDL/scheduling/orb10_944.smt2	sat	905	0	sat	905	0	base	sat
QF_RDL/scheduling/swv11_2992.smt2	unknown	24126	0	unknown	24122	0	both	unknown
QF_RDL/scheduling/swv12_2990.smt2	unknown	24426	0	unknown	24527	0	base	unknown
QF_RDL/scheduling/swv13_3104.smt2	unknown	24126	0	unknown	24127	0	both	unknown
QF_RDL/scheduling/swv14_2885.smt2	unknown	24125	0	unknown	24124	0	base	unknown
QF_RDL/scheduling/yn1_750.smt2	unsat	904	0	unsat	905	0	both	unsat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking01.smt2	sat	104	0	sat	105	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking05.smt2	sat	205	0	sat	205	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking09.smt2	sat	404	0	sat	405	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking13.smt2	sat	706	0	sat	704	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking17.smt2	sat	1205	0	sat	1205	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/cooking21.smt2	sat	1806	0	sat	1806	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-depth-4.smt2	sat	3807	0	sat	3907	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-matrix1x1.pddl.smt2	sat	104	0	sat	104	0	both	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tempo-width-3.smt2	sat	805	0	sat	805	0	base	sat
QF_RDL/SMT-Temporal-Planning-Benchmarks/tms-2-3-light-03.smt2	sat	105	0	sat	105	0	both	sat
