file	base	base_ms	base_rc	nz	nz_ms	nz_rc	sp	sp_ms	sp_rc	both	both_ms	both_rc	first	status
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_sanfoundry_10_ground.i_6_3_3.bpl_13.smt2	unknown	24428	0	unknown	24427	0	unknown	24428	0	unknown	24427	0	base	unknown
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_two_index_06.i_3_2_2.bpl_7.smt2	unknown	24022	0	unknown	24024	0	unknown	24024	0	unknown	24119	0	nz	unsat
QF_LRA/2019-ezsmt/blending/17.smt2	sat	104	0	sat	104	0	sat	104	0	sat	104	0	sp	unknown
QF_LRA/2019-ezsmt/robotics/4_3.smt2	unsat	104	0	unsat	104	0	unsat	104	0	unsat	104	0	both	unknown
QF_LRA/2019-ezsmt/travellingSalesperson/rand_80_340_1159656267_4.lp.smt2	sat	4008	0	sat	4008	0	sat	4008	0	sat	4007	0	base	unknown
QF_LRA/DTP-Scheduling/constraints-cooking22.smt2	sat	104	0	sat	104	0	sat	104	0	sat	104	0	nz	sat
QF_LRA/DTP-Scheduling/constraints-tempo-width-40.smt2	sat	1105	0	sat	1105	0	sat	1105	0	sat	1105	0	sp	sat
QF_LRA/DTP-Scheduling/constraints-tms-2-3-light-30.smt2	sat	105	0	sat	104	0	sat	104	0	sat	104	0	both	sat
QF_LRA/LassoRanker/CooperatingT2/collatz.t2.c_Iteration3_Loop_7-phaseTemplate.smt2	unknown	24225	0	unknown	24125	0	unknown	24125	0	unknown	24126	0	base	unsat
QF_LRA/LassoRanker/CooperatingT2/ex11.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	24528	0	unknown	24427	0	unknown	24426	0	unknown	24527	0	nz	unsat
QF_LRA/LassoRanker/CooperatingT2/hongyi1.t2.c_Iteration9_Loop_4-lexTemplate.smt2	unknown	24628	0	unknown	24727	0	unknown	24728	0	unknown	24729	0	sp	sat
QF_LRA/LassoRanker/CooperatingT2/matrixsqrt.t2.c_Iteration12_Loop_7-phaseTemplate.smt2	unknown	24126	0	unknown	24122	0	unknown	24126	0	unknown	24127	0	both	sat
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration3_Lasso_5-phaseTemplate.smt2	unknown	24227	0	unknown	24227	0	unknown	24227	0	unknown	24227	0	base	sat
QF_LRA/LassoRanker/CooperatingT2/sumit.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	24428	0	unknown	24428	0	unknown	24427	0	unknown	24428	0	nz	sat
QF_LRA/LassoRanker/SV-COMP/CookSeeZuleger-2013TACAS-Fig3_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	24527	0	unknown	24727	0	unknown	24828	0	unknown	24628	0	sp	unsat
QF_LRA/LassoRanker/SV-COMP/LeeJonesBen-Amram-2001POPL-Ex5_true-termination.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	24127	0	unknown	24127	0	unknown	24126	0	unknown	24127	0	both	unsat
QF_LRA/LassoRanker/SV-COMP/aviad_true-termination.c_Iteration1_Loop_4-nestedTemplate.smt2	unknown	24828	0	unknown	24822	0	unknown	24824	0	unknown	24827	0	base	sat
QF_LRA/LassoRanker/Ultimate/Canberra.bpl_Iteration1_Lasso_6-phaseTemplate.smt2	unknown	24227	0	unknown	24127	0	unknown	24127	0	unknown	24126	0	nz	unsat
QF_LRA/LassoRanker/Ultimate/Lobnya-Boolean-Reordered.bpl_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	24127	0	unknown	24128	0	unknown	24127	0	unknown	24127	0	sp	unsat
QF_LRA/LassoRanker/Ultimate/bound-scaled600.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	25123	0	unknown	25127	0	unknown	25127	0	unknown	25126	0	both	sat
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_4-pieceTemplate.smt2	unknown	24326	0	unknown	24326	0	unknown	24427	0	unknown	24426	0	base	unsat
QF_LRA/TM/p7-driverlogNumeric_s8.smt2	unknown	24126	0	unknown	24127	0	unknown	24126	0	unknown	24126	0	nz	sat
QF_LRA/clock_synchro/clocksynchro_8clocks.main_invar.base.smt2	unsat	4508	0	unsat	4508	0	unsat	504	0	unsat	505	0	sp	unsat
QF_LRA/latendresse/ecoliFBAyicesTest-3875-4.smt2	unknown	24126	0	unknown	24125	0	unknown	24126	0	unknown	24127	0	both	sat
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0013.smt2	sat	104	0	sat	104	0	sat	104	0	sat	105	0	base	sat
QF_LRA/meti-tarski/Chua/1/VC1/L/Chua-1-VC1-L-chunk-0156.smt2	unsat	104	0	unsat	105	0	unsat	104	0	unsat	104	0	nz	unsat
QF_LRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0071.smt2	sat	105	0	sat	105	0	sat	105	0	sat	104	0	sp	sat
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0034.smt2	sat	104	0	sat	104	0	sat	105	0	sat	105	0	both	sat
QF_LRA/meti-tarski/bottom-plate-mixer/bottom-plate-mixer-chunk-0011.smt2	sat	104	0	sat	104	0	sat	105	0	sat	104	0	base	sat
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0048.smt2	unsat	104	0	unsat	105	0	unsat	104	0	unsat	104	0	nz	unsat
QF_LRA/meti-tarski/cbrt/3/weak/cbrt-problem-3-weak-chunk-0097.smt2	sat	104	0	sat	104	0	sat	104	0	sat	104	0	sp	sat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0050.smt2	sat	105	0	sat	104	0	sat	105	0	sat	104	0	both	sat
QF_LRA/meti-tarski/sin/344/3/sin-344-3-weak-chunk-0016.smt2	unsat	105	0	unsat	104	0	unsat	105	0	unsat	105	0	base	unsat
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0063.smt2	sat	105	0	sat	104	0	sat	105	0	sat	104	0	nz	sat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0037.smt2	sat	105	0	sat	104	0	sat	104	0	sat	105	0	sp	sat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0089.smt2	unsat	104	0	unsat	105	0	unsat	105	0	unsat	104	0	both	unsat
QF_LRA/meti-tarski/sin/problem/7/weak2/sin-problem-7-weak2-chunk-0037.smt2	sat	105	0	sat	105	0	sat	105	0	sat	105	0	base	sat
QF_LRA/meti-tarski/sin/problem/8/weak/sin-problem-8-weak-chunk-0023.smt2	unsat	105	0	unsat	104	0	unsat	105	0	unsat	104	0	nz	unsat
QF_LRA/meti-tarski/sqrt/1mcosq/7/sqrt-1mcosq-7-chunk-0103.smt2	sat	104	0	sat	105	0	sat	105	0	sat	105	0	sp	sat
QF_LRA/miplib/fixnet-5000.smt2	unknown	24127	0	unknown	24127	0	unknown	24127	0	unknown	24127	0	both	sat
QF_LRA/miplib/vpm2-5.smt2	unknown	24125	0	unknown	24026	0	unknown	24025	0	unknown	24026	0	base	unsat
QF_LRA/sal/gasburner/gasburner-prop3-9.smt2	unsat	505	0	unsat	504	0	unsat	605	0	unsat	605	0	nz	unsat
QF_LRA/sal/tgc/tgc_io-safe-13.smt2	unknown	4008	0	unknown	4107	0	unknown	4108	0	unknown	4107	0	sp	unsat
QF_LRA/sal/windowreal/windowreal-no_t_deadlock-6.smt2	unsat	105	0	unsat	105	0	unsat	104	0	unsat	104	0	both	unsat
QF_LRA/sc/sc-15.base.cvc.smt2	unknown	24122	0	unknown	24025	0	unsat	14517	0	unsat	14514	0	base	unsat
QF_LRA/sc/sc-23.base.cvc.smt2	unknown	24026	0	unknown	24126	0	unknown	24025	0	unknown	24026	0	nz	unsat
QF_LRA/sc/sc-31.base.cvc.smt2	unknown	24126	0	unknown	24026	0	unknown	24126	0	unknown	24126	0	sp	unsat
QF_LRA/sc/sc-39.base.cvc.smt2	unknown	24127	0	unknown	24126	0	unknown	24026	0	unknown	24027	0	both	unsat
QF_LRA/spider_benchmarks/frame_prop.base.smt2	unsat	1105	0	unsat	1105	0	unsat	1105	0	unsat	1105	0	base	unsat
QF_LRA/spider_benchmarks/reint_to_least.base.smt2	unsat	104	0	unsat	104	0	unsat	104	0	unsat	104	0	nz	unsat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_array1.i_3_2_2.bpl_11.smt2	unknown	24024	0	unknown	24023	0	unknown	24024	0	unknown	24023	0	sp	unsat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_copy3_ground.i_3_2_2.bpl_7.smt2	unknown	24125	0	unknown	24025	0	unknown	24026	0	unknown	24023	0	both	unsat
QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0051-labyrinth-12-0.smt2	unknown	25129	0	unknown	25128	0	unknown	25127	0	unknown	25128	0	base	unknown
QF_LRA/2019-ezsmt/blending/24.smt2	sat	3307	0	sat	3307	0	sat	3307	0	sat	3307	0	nz	unknown
QF_LRA/2019-ezsmt/routingMin/SCC_strong/d50.9.smt2	sat	205	0	sat	205	0	sat	204	0	sat	205	0	sp	unknown
QF_LRA/2019-ezsmt/travellingSalesperson/tsp_rand_70_300_1155482584_7.lp.smt2	sat	4008	0	sat	4309	0	sat	4008	0	sat	4107	0	both	unknown
QF_LRA/DTP-Scheduling/constraints-tempo-depth-30.smt2	sat	104	0	sat	105	0	sat	104	0	sat	104	0	base	sat
QF_LRA/DTP-Scheduling/constraints-tempo-width-9.smt2	sat	104	0	sat	105	0	sat	104	0	sat	105	0	nz	sat
QF_LRA/LassoRanker/CooperatingT2/afagp-fail.t2.c_Iteration1_Lasso_7-phaseTemplate.smt2	unknown	24227	0	unknown	24221	0	unknown	24226	0	unknown	24227	0	sp	unsat
QF_LRA/LassoRanker/CooperatingT2/disj_nightmare.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	25028	0	unknown	25028	0	unknown	25027	0	unknown	25128	0	both	unsat
QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration1_Lasso_4-lexTemplate.smt2	unknown	24428	0	unknown	24423	0	unknown	24427	0	unknown	24528	0	base	sat
QF_LRA/LassoRanker/CooperatingT2/janne_complex.t2.c_Iteration3_Lasso_4-pieceTemplate.smt2	unknown	24527	0	unknown	24427	0	unknown	24428	0	unknown	24427	0	nz	unsat
QF_LRA/LassoRanker/CooperatingT2/p-43.t2.c_Iteration4_Loop_4-pieceTemplate.smt2	unknown	24227	0	unknown	24227	0	unknown	24226	0	unknown	24223	0	sp	sat
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_6-phaseTemplate.smt2	unknown	24528	0	unknown	24527	0	unknown	24525	0	unknown	24524	0	both	sat
QF_LRA/LassoRanker/CooperatingT2/toeplz.c.i.toeplz.pl.t2.fixed.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	unknown	25128	0	unknown	25123	0	unknown	25127	0	unknown	25127	0	base	sat
QF_LRA/LassoRanker/SV-COMP/GulwaniJainKoskinen-2009PLDI-Fig1_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	25128	0	unknown	25128	0	unknown	25128	0	unknown	25128	0	nz	unknown
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Loop_4-pieceTemplate.smt2	unknown	24223	0	unknown	24126	0	unknown	24227	0	unknown	24223	0	sp	unsat
QF_LRA/LassoRanker/SV-COMP/joey_false-termination.c_Iteration1_Loop_7-phaseTemplate.smt2	unknown	24126	0	unknown	24126	0	unknown	24125	0	unknown	24127	0	both	sat
QF_LRA/LassoRanker/Ultimate/Collatz.bpl_Iteration1_Loop_6-phaseTemplate.smt2	unknown	25127	0	unknown	25128	0	unknown	25127	0	unknown	25128	0	base	unsat
QF_LRA/LassoRanker/Ultimate/OpposedDisjuncts.bpl_Iteration1_Lasso_2-pieceTemplate.smt2	unknown	24127	0	unknown	24127	0	unknown	24128	0	unknown	24127	0	nz	unsat
QF_LRA/LassoRanker/Ultimate/simple-scaled200.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	25124	0	unknown	25127	0	unknown	25129	0	unknown	25126	0	sp	sat
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled75.bpl_Iteration1_Loop_7-phaseTemplate.smt2	unknown	25122	0	unknown	25127	0	unknown	25127	0	unknown	25127	0	both	sat
QF_LRA/clock_synchro/clocksynchro_2clocks.main_invar.base.smt2	unsat	2607	0	unsat	2606	0	unsat	705	0	unsat	705	0	base	unsat
QF_LRA/keymaera/bouncing-ball-inv-node1886.smt2	unsat	104	0	unsat	105	0	unsat	105	0	unsat	104	0	nz	unsat
QF_LRA/latendresse/ecoliMILPglycerolYices3-50000.smt2	sat	10113	0	sat	10313	0	sat	10213	0	sat	10313	0	sp	sat
QF_LRA/meti-tarski/Chua/1/IL/L/Chua-1-IL-L-chunk-0142.smt2	sat	105	0	sat	104	0	sat	104	0	sat	104	0	both	sat
QF_LRA/meti-tarski/Chua/1/VC2/L/Chua-1-VC2-L-chunk-0008.smt2	sat	104	0	sat	105	0	sat	104	0	sat	104	0	base	sat
QF_LRA/meti-tarski/Chua/2/VC2/L/Chua-2-VC2-L-chunk-0048.smt2	sat	104	0	sat	105	0	sat	105	0	sat	104	0	nz	sat
