file	base	base_ms	base_rc	both	both_ms	both_rc	first	status
QF_IDL/queens_bench/n_queen/queen75-1.smt2	unknown	21230	0	unknown	21330	0	base	sat
QF_IDL/queens_bench/super_queen/super_queen29-1.smt2	unknown	25034	0	unknown	25034	0	both	sat
QF_IDL/queens_bench/super_queen/super_queen72-1.smt2	unknown	21227	0	unknown	21225	0	base	sat
QF_IDL/queens_bench/toroidal_bench/toroidal_queen26-1.smt2	unknown	25030	0	unknown	25029	0	both	unsat
QF_IDL/queens_bench/toroidal_bench/toroidal_queen7-1.smt2	sat	106	0	sat	105	0	base	sat
QF_IDL/sal/bakery/inf-bakery-mutex-14.smt2	unsat	105	0	unsat	106	0	both	unsat
QF_IDL/schedulingIDL/j6_per0_0_mkspan1057.smt2	sat	1507	0	sat	1507	0	base	sat
QF_IDL/schedulingIDL/j8_per0_1_mkspan1053.smt2	unknown	25029	0	unknown	25030	0	both	sat
QF_IDL/schedulingIDL/tai_10x10_1_mkspan639.smt2	unknown	25031	0	unknown	25032	0	base	sat
QF_IDL/schedulingIDL/tai_15x15_5_mkspan1174.smt2	unknown	25029	0	unknown	25030	0	both	sat
QF_IDL/20210312-Bouvier/vlsat3_c00.smt2	unknown	25030	0	unknown	25030	0	base	unsat
QF_IDL/20210312-Bouvier/vlsat3_c48.smt2	unknown	25021	0	unknown	25030	0	both	unsat
QF_IDL/20210312-Bouvier/vlsat3_c96.smt2	unknown	25030	0	unknown	25029	0	base	unsat
QF_IDL/20210312-Bouvier/vlsat3_i44.smt2	unknown	25132	0	unknown	24632	0	both	sat
QF_IDL/20210312-Bouvier/vlsat3_i92.smt2	unknown	23730	0	unknown	23530	0	base	sat
QF_IDL/20220214-jobshop-BohanLi/jobshop20-2-10-10-4-4-16.smt2	unknown	25030	0	unknown	25021	0	both	sat
QF_IDL/20220214-jobshop-BohanLi/jobshop42-2-21-21-4-4-16.smt2	unknown	21319	0	unknown	21326	0	base	sat
QF_IDL/Averest/binary_search/BinarySearch_live_bgmc002.smt2	sat	105	0	sat	106	0	both	sat
QF_IDL/Averest/buble_sort/BubbleSort_safe_blmc004.smt2	unsat	407	0	unsat	406	0	base	unsat
QF_IDL/Averest/insertion_sort/InsertionSort_safe_bgmc005.smt2	sat	205	0	sat	205	0	both	sat
QF_IDL/Averest/partition/Partition_live_blmc004.smt2	unsat	205	0	unsat	206	0	base	unsat
QF_IDL/Averest/selection_sort/SelectionSort_safe_blmc007.smt2	sat	1007	0	sat	1006	0	both	sat
QF_IDL/Averest/sorting_network/SortingNetwork8_safe_blmc000.smt2	unsat	106	0	unsat	105	0	base	unsat
QF_IDL/DTP/DTP_k2_n35_c210_s7.smt2	sat	306	0	sat	305	0	both	sat
QF_IDL/RTCL/b13_tf_25/ckt_PROP8_tf_25.smt2	unsat	105	0	unsat	106	0	base	unsat
QF_IDL/asp/BlockedNQueens/156.48.1960.36.1721347806.dat.smt2	unknown	21227	0	unknown	21228	0	both	sat
QF_IDL/asp/EdgeMatching/edge-matching-width=7-height=7-colours=11.smt2	unknown	22628	0	unknown	22528	0	base	sat
QF_IDL/asp/GeneralizedSlitherlink/penrose.34.asp.smt2	sat	1106	0	sat	1106	0	both	sat
QF_IDL/asp/GraphPartitioning/rand_15_75_1235849326_0_k=3_v=7_e=30_sat.gph.smt2	sat	206	0	sat	206	0	base	sat
QF_IDL/asp/Hanoi/mgs_towers-hanoi.73_7.smt2	unknown	22229	0	unknown	22228	0	both	sat
QF_IDL/asp/Labyrinth/laby_21_21_12.lp.smt2	unknown	25631	0	unknown	25332	0	base	sat
QF_IDL/asp/SchurNumbers/15.3.schur.lp.smt2	unknown	21327	0	unknown	21427	0	both	sat
QF_IDL/asp/Sokoban/duthen-990602.77.steps.9.asp.smt2	unsat	505	0	unsat	405	0	base	unsat
QF_IDL/asp/TravellingSalesperson/rand_80_340_1159656267_0.lp.smt2	sat	17523	0	sat	14721	0	both	sat
QF_IDL/asp/WireRouting/wire.10.x.10.b.5.a.20_unsat.data.smt2	unsat	17224	0	unsat	15517	0	base	unsat
QF_IDL/cellar/scen09.smt2	unsat	4309	0	unsat	4309	0	both	unsat
QF_IDL/fuzzy-matrix/Zantema_z053.srs_slice-8_constraint-227740.smt2	unknown	21126	0	unknown	21127	0	base	sat
QF_IDL/job_shop/jobshop28-2-14-14-4-4-11.smt2	unknown	25030	0	unknown	25029	0	both	unknown
QF_IDL/job_shop/jobshop50-2-25-25-4-4-11.smt2	unknown	21225	0	unknown	21225	0	base	unknown
QF_IDL/mathsat/fischer/FISCHER11-3-ninc.smt2	unsat	105	0	unsat	105	0	both	unsat
QF_IDL/mathsat/fischer/FISCHER14-9-ninc.smt2	unsat	5110	0	unsat	5111	0	base	unsat
QF_IDL/mathsat/fischer/FISCHER9-5-ninc.smt2	unsat	105	0	unsat	105	0	both	unsat
QF_IDL/parity/03.100.graph.smt2	unsat	106	0	unsat	106	0	base	unsat
QF_IDL/parity/09.100.graph.smt2	sat	105	0	sat	105	0	both	sat
QF_IDL/parity/15.100.graph.smt2	unsat	105	0	unsat	106	0	base	unsat
QF_IDL/parity/21.100.graph.smt2	sat	106	0	sat	106	0	both	sat
QF_IDL/parity/27.100.graph.smt2	unsat	105	0	unsat	105	0	base	unsat
QF_IDL/planning/plan-18.cvc.smt2	unsat	206	0	unsat	206	0	both	unsat
QF_IDL/qlock/qlock-4-10-15.induction.cvc.smt2	sat	2708	0	sat	2708	0	base	sat
QF_IDL/qlock/qlock-4-10-39.induction.cvc.smt2	unknown	21526	0	unknown	21527	0	both	sat
QF_IDL/queens_bench/n_queen/queen42-1.smt2	unknown	25030	0	unknown	25029	0	base	sat
QF_IDL/queens_bench/n_queen/queen86-1.smt2	unknown	21326	0	unknown	21325	0	both	sat
QF_IDL/queens_bench/super_queen/super_queen4-1.smt2	unsat	105	0	unsat	105	0	base	unsat
QF_IDL/queens_bench/super_queen/super_queen83-1.smt2	unknown	21325	0	unknown	21325	0	both	sat
QF_IDL/queens_bench/toroidal_bench/toroidal_queen37-1.smt2	unknown	21125	0	unknown	21123	0	base	sat
QF_IDL/queens_bench/toroidal_bench/toroidal_queen80-1.smt2	unknown	21525	0	unknown	21525	0	both	unsat
QF_IDL/sal/bakery/inf-bakery-mutex-7.smt2	unsat	105	0	unsat	105	0	base	unsat
QF_IDL/schedulingIDL/j7_per0_1_mkspan1055.smt2	sat	9715	0	sat	9715	0	both	sat
QF_IDL/schedulingIDL/j8_per0_2_mkspan1054.smt2	unknown	25031	0	unknown	25032	0	base	sat
QF_IDL/schedulingIDL/tai_10x10_7_mkspan617.smt2	unknown	25031	0	unknown	25031	0	both	sat
