file	base	base_ms	base_rc	both	both_ms	both_rc	first	status
QF_IDL/20210312-Bouvier/vlsat3_c36.smt2	unknown	24130	0	unknown	24129	0	base	unsat
QF_IDL/20210312-Bouvier/vlsat3_c84.smt2	unknown	24228	0	unknown	24230	0	both	unsat
QF_IDL/20210312-Bouvier/vlsat3_i32.smt2	unknown	23825	0	unknown	24030	0	base	sat
QF_IDL/20210312-Bouvier/vlsat3_i80.smt2	unknown	25132	0	unknown	25131	0	both	sat
QF_IDL/20220214-jobshop-BohanLi/jobshop16-2-8-8-4-4-16.smt2	unknown	25030	0	unknown	25031	0	base	sat
QF_IDL/20220214-jobshop-BohanLi/jobshop38-2-19-19-4-4-16.smt2	unknown	21227	0	unknown	21228	0	both	sat
QF_IDL/20220214-jobshop-BohanLi/jobshop6-2-3-3-4-4-16.smt2	sat	106	0	sat	105	0	base	sat
QF_IDL/Averest/buble_sort/BubbleSort_safe_bgmc004.smt2	unsat	106	0	unsat	105	0	both	unsat
QF_IDL/Averest/insertion_sort/InsertionSort_live_blmc004.smt2	sat	1206	0	sat	1107	0	base	sat
QF_IDL/Averest/parallel_search/ParallelSearch_safe_bgmc000.smt2	unsat	106	0	unsat	105	0	both	unsat
QF_IDL/Averest/selection_sort/SelectionSort_safe_bgmc006.smt2	unsat	205	0	unsat	206	0	base	unsat
QF_IDL/Averest/sorting_network/SortingNetwork8_live_blmc003.smt2	sat	506	0	sat	606	0	both	sat
QF_IDL/DTP/DTP_k2_n35_c210_s14.smt2	unsat	305	0	unsat	306	0	base	unsat
QF_IDL/RTCL/b13_tf_15/ckt_PROP3_tf_15.smt2	unsat	106	0	unsat	106	0	both	unsat
QF_IDL/asp/BlockedNQueens/156.48.1960.36.1721325133.dat.smt2	unsat	3309	0	unsat	3209	0	base	unsat
QF_IDL/asp/DisjunctiveScheduling/disjunctiveScheduling.in7.smt2	unknown	25332	0	unknown	25332	0	both	sat
QF_IDL/asp/Fastfood/a9.8.11.asp.smt2	unsat	6511	0	unsat	6211	0	base	unsat
QF_IDL/asp/GraphColouring/graph-colouring-nodes=140-density=0.1-instance=9.smt2	unknown	21227	0	unknown	21227	0	both	unsat
QF_IDL/asp/HamiltonianPath/gryzzles.7.lp.smt2	sat	1206	0	sat	1307	0	base	sat
QF_IDL/asp/Labyrinth/laby_18_18_14.lp.smt2	unknown	25231	0	unknown	25233	0	both	sat
QF_IDL/asp/MazeGeneration/maze-generation-width=19-height=19-density=0.01-run=5.smt2	sat	606	0	sat	606	0	base	sat
QF_IDL/asp/Sokoban/duthen-990602.51.steps.12.asp.smt2	unsat	1307	0	unsat	1306	0	both	unsat
QF_IDL/asp/Sudoku/sudoku.in8.smt2	unknown	22127	0	unknown	22327	0	base	sat
QF_IDL/asp/WeightBoundedDominatingSet/rand_150_600_1159731678_6.lp.smt2	unknown	21222	0	unknown	21220	0	both	unknown
QF_IDL/cellar/CELAR6_SUB0.smt2	unsat	105	0	unsat	106	0	base	unsat
QF_IDL/diamonds/diamonds.18.2.i.a.u.smt2	unsat	4711	0	unsat	4710	0	both	unsat
QF_IDL/job_shop/jobshop22-2-11-11-4-4-11.smt2	unknown	25029	0	unknown	25030	0	base	unknown
QF_IDL/job_shop/jobshop44-2-22-22-4-4-11.smt2	unknown	25029	0	unknown	25029	0	both	unknown
QF_IDL/mathsat/fischer/FISCHER10-3-ninc.smt2	unsat	105	0	unsat	105	0	base	unsat
QF_IDL/mathsat/fischer/FISCHER14-11-ninc.smt2	unknown	25029	0	unknown	25021	0	both	unsat
QF_IDL/mathsat/fischer/FISCHER8-3-ninc.smt2	unsat	106	0	unsat	106	0	base	unsat
QF_IDL/parity/01.500.graph.smt2	unsat	2108	0	unsat	2106	0	both	unsat
QF_IDL/parity/07.500.graph.smt2	sat	2207	0	sat	2207	0	base	sat
QF_IDL/parity/13.500.graph.smt2	unsat	2307	0	unsat	2307	0	both	unsat
QF_IDL/parity/19.500.graph.smt2	sat	2307	0	sat	2307	0	base	sat
QF_IDL/parity/25.500.graph.smt2	sat	3108	0	sat	3108	0	both	sat
QF_IDL/parity/31.500.graph.smt2	sat	2607	0	sat	2608	0	base	sat
QF_IDL/planning/plan-9.cvc.smt2	unsat	105	0	unsat	105	0	both	unsat
QF_IDL/qlock/qlock-4-10-33.induction.cvc.smt2	unknown	21420	0	unknown	21428	0	base	sat
QF_IDL/queens_bench/n_queen/queen31-1.smt2	sat	14722	0	sat	14723	0	both	sat
