file	base	base_ms	base_rc	nz	nz_ms	nz_rc	sp	sp_ms	sp_rc	both	both_ms	both_rc	first	status
QF_UFLRA/cpachecker-bmc-svcomp14/cpachecker-bmc.rekcba_ctm_true-unreach-call.1.c.smt2	unknown	25935	0	unknown	25233	0	unknown	25233	0	unknown	25234	0	base	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--media--common--tuners--mxl5007t.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unknown	24131	0	unknown	24231	0	unknown	24232	0	unknown	24233	0	nz	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.32_1_cilled_true-unreach-call_ok_nondet_linux-3.4-32_1-drivers--staging--speakup--speakup_soft.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unknown	24132	0	unknown	24132	0	unknown	24131	0	unknown	24130	0	sp	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--atm--adummy.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unsat	105	0	unsat	105	0	unsat	105	0	unsat	106	0	both	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.43_1a_cilled_true-unreach-call_ok_nondet_linux-43_1a-drivers--rtc--rtc-ds1390.ko-ldv_main0_sequence_infinite_withcheck_stateful.cil.out.c.smt2	unsat	105	0	unsat	105	0	unsat	106	0	unsat	105	0	base	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.Problem04_60_false-unreach-call.c.smt2	unknown	25029	0	unknown	25130	0	unknown	25029	0	unknown	25124	0	nz	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.array_false-unreach-call.i.smt2	sat	104	0	sat	106	0	sat	105	0	sat	106	0	sp	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.email_spec3_product28_false-unreach-call.cil.c.smt2	unknown	25034	0	unknown	25033	0	unknown	25028	0	unknown	25033	0	both	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.linear_sea.ch_true-unreach-call.i.smt2	sat	205	0	sat	206	0	sat	206	0	sat	205	0	base	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec1_product38_false-unreach-call.cil.c.smt2	unknown	24131	0	unknown	24132	0	unknown	24131	0	unknown	24133	0	nz	sat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec2_product62_true-unreach-call.cil.c.smt2	unsat	18120	0	unsat	18125	0	unsat	107	0	unsat	106	0	sp	unsat
QF_UFLRA/cpachecker-induction-svcomp14/cpachecker-induction.minepump_spec3_product23_false-unreach-call.cil.c.smt2	sat	4611	0	sat	4709	0	sat	4710	0	sat	4410	0	both	sat
