file	base	base_ms	base_rc	nz	nz_ms	nz_rc	sp	sp_ms	sp_rc	both	both_ms	both_rc	first	status
QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration1_Loop_5-phaseTemplate.smt2	unknown	24828	0	unknown	25028	0	unknown	25027	0	unknown	24823	0	base	sat
QF_LRA/meti-tarski/Chua/2/IL/L/Chua-2-IL-L-chunk-0064.smt2	sat	104	0	sat	104	0	sat	104	0	sat	105	0	nz	sat
QF_LRA/LassoRanker/Ultimate/CooperatingT2_consts1.bpl_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	24026	0	unknown	24027	0	unknown	24027	0	unknown	24027	0	sp	sat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_copyInit_ground.i_3_2_2.bpl_7.smt2	unknown	24026	0	unknown	24027	0	unknown	24026	0	unknown	24027	0	both	unsat
QF_LRA/LassoRanker/Ultimate/yPositive-SIscaled50.bpl_Iteration1_Loop_5-phaseTemplate.smt2	unknown	24227	0	unknown	24223	0	unknown	24228	0	unknown	24228	0	base	sat
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0089.smt2	sat	104	0	sat	104	0	sat	104	0	sat	105	0	nz	sat
QF_LRA/spider_benchmarks/good_frame_update.base.smt2	unsat	104	0	unsat	104	0	unsat	104	0	unsat	105	0	sp	unsat
QF_LRA/tropical-matrix/constraint-436218.smt2	unknown	24127	0	unknown	24127	0	unknown	24127	0	unknown	24128	0	both	sat
QF_LRA/spider_benchmarks/fs_no_op_accs.base.smt2	unsat	305	0	unsat	304	0	unsat	305	0	unsat	305	0	base	unsat
QF_LRA/sc/sc-7.induction3.cvc.smt2	unknown	24126	0	unknown	24128	0	unknown	24129	0	unknown	24128	0	nz	sat
QF_LRA/meti-tarski/atan/problem/2/weak2/atan-problem-2-weak2-chunk-0017.smt2	sat	104	0	sat	105	0	sat	104	0	sat	105	0	sp	sat
QF_LRA/keymaera/water_tank-node21443.smt2	unsat	105	0	unsat	105	0	unsat	104	0	unsat	104	0	both	unsat
QF_LRA/sal/carpark/Carpark2-t1-1.smt2	unsat	105	0	unsat	105	0	unsat	105	0	unsat	105	0	base	unsat
QF_LRA/tta_startup/simple_startup_12nodes.abstract.induct.smt2	unknown	24127	0	unknown	24127	0	unknown	24127	0	unknown	24128	0	nz	unsat
QF_LRA/sc/sc-33.induction3.cvc.smt2	unknown	24126	0	unknown	24127	0	unknown	24128	0	unknown	24126	0	sp	sat
QF_LRA/meti-tarski/cbrt/3/cbrt-problem-3-chunk-0047.smt2	sat	104	0	sat	105	0	sat	104	0	sat	104	0	both	sat
QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init6_ground.i_3_2_2.bpl_7.smt2	unknown	24125	0	unknown	24125	0	unknown	24128	0	unknown	24128	0	base	unsat
QF_LRA/uart/uart-11.base.cvc.smt2	unknown	24124	0	unknown	24124	0	unknown	24024	0	unknown	24124	0	nz	unsat
QF_LRA/meti-tarski/sin/problem/7/sin-problem-7-chunk-0040.smt2	sat	104	0	sat	104	0	sat	104	0	sat	105	0	sp	sat
QF_LRA/2019-ezsmt/travellingSalesperson/dom_rand_70_300_1155482584_3.lp.smt2	sat	2807	0	sat	2807	0	sat	2806	0	sat	2807	0	both	unknown
QF_LRA/meti-tarski/polypaver/bench-exp-3d/polypaver-bench-exp-3d-chunk-0145.smt2	unsat	104	0	unsat	104	0	unsat	104	0	unsat	104	0	base	unsat
QF_LRA/meti-tarski/log/fun-ineq/log-fun-ineq-g-chunk-0010.smt2	unsat	104	0	unsat	104	0	unsat	104	0	unsat	104	0	nz	unsat
QF_LRA/meti-tarski/sin/problem/7/weak/sin-problem-7-weak-chunk-0025.smt2	sat	104	0	sat	104	0	sat	104	0	sat	104	0	sp	sat
QF_LRA/LassoRanker/Ultimate/GcdNew.bpl_Iteration1_Lasso_5-phaseTemplate.smt2	unknown	24127	0	unknown	24227	0	unknown	24127	0	unknown	24126	0	both	sat
QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_4-pieceTemplate.smt2	unknown	24328	0	unknown	24527	0	unknown	24628	0	unknown	24627	0	base	unsat
QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration5_Lasso_5-phaseTemplate.smt2	unknown	24226	0	unknown	24226	0	unknown	24227	0	unknown	24327	0	nz	sat
QF_LRA/sal/tgc/tgc_io-safe-8.smt2	unsat	405	0	unsat	405	0	unsat	404	0	unsat	405	0	sp	unsat
QF_LRA/sal/gasburner/gasburner-prop3-1.smt2	unsat	104	0	unsat	104	0	unsat	104	0	unsat	105	0	both	unsat
QF_LRA/sc/sc-14.induction.cvc.smt2	sat	22825	0	sat	22925	0	sat	105	0	sat	105	0	base	sat
QF_LRA/LassoRanker/SV-COMP/Masse_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	unknown	24127	0	unknown	24127	0	unknown	24126	0	unknown	24127	0	nz	unsat
QF_LRA/meti-tarski/Chua/1/VC2/U/Chua-1-VC2-U-chunk-0156.smt2	unsat	104	0	unsat	105	0	unsat	105	0	unsat	104	0	sp	unsat
