file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
AUFDTLIRA/20200306-Kanig/spark2014bench/O512-022__infoflow__infoflow.adb_181_22_overflow_check___00.smt2	unknown	25033	0	unknown	24036	0	A	unknown
AUFDTLIRA/20200306-Kanig/spark2014bench/M830-004__checks__do_checks.adb_440_30_discriminant_check___00.smt2	unsat	208	0	unsat	208	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/SB07-003__crash__a-cfdlli.ads_610_49_database.adb_10_4_overflow_check___00.smt2	unknown	2811	0	unknown	2611	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/Q525-025__controlling_result__fixed_string.adb_18_11_length_check___00.smt2	unknown	25036	0	unsat	16827	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_252_49_range_check___00.smt2	unknown	24235	0	unknown	24033	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/sparksmt__lexer_termination__lexer.adb_514_13_loop_invariant_preserv___00.smt2	unsat	309	0	unsat	308	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_7beb29_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25128	0	unknown	25028	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_51_39_overflow_check___00.smt2	unsat	1510	0	unsat	1010	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/M503-001__typinv__aggregates.ads_21_9_invariant_check_on_default_value___00.smt2	unsat	108	0	unsat	109	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/S212-028__update__generic_ring_buffer.adb_78_13_tester.adb_9_4_predicate_check___00.smt2	unknown	24333	0	unknown	24133	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/P720-007__replay__harness.adb_13_19_assert___00.smt2	unknown	2510	0	unknown	2410	0	A	unknown
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_130_45_index_check2___00.smt2	unsat	408	0	unsat	308	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/riposte__array_aggregates__array_aggregates.adb_309_22_assert___00.smt2	unknown	24122	0	unknown	24032	0	A	unknown
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_2309ac_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	25034	0	unknown	25034	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/O416-002__type_contracts__communications.ads_16_9_invariant_check_on_default_value___00.smt2	unknown	24333	0	unknown	24334	0	A	unknown
AUFDTLIRA/20200306-Kanig/spark2014bench/N530-032__swap__sorters.adb_60_25_assert___00.smt2	unknown	24832	0	unknown	24125	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/ghc_sort__ghc_sort.adb_51_24_range_check___00.smt2	unknown	24233	0	unknown	24535	0	A	unsat
