file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
UFDTLIRA/20200306-Kanig/spark2014bench/N617-011__mutable_discr__discr.adb_58_7_precondition___00.smt2	unknown	16920	0	unknown	14519	0	A	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/JC17-017__exit__p.adb_17_7_assert___00.smt2	unknown	107	0	unknown	108	0	B	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_d9175b_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	2309	0	unsat	1909	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/O512-022__vscomp2014_partition_rte__a-cofuve.ads_239_30_a-cfdlli.ads_69_7_partition_refinement.ads_15_4_range_check___00.smt2	unsat	107	0	unsat	108	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/LC17-035__update_attribute_multidim__update_checks.adb_69_44_range_check___00.smt2	unknown	18322	0	unknown	18327	0	A	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/S903-010__flow_eq__x.adb_210_19_assert___00.smt2	unsat	109	0	unsat	110	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/PA12-001__DIC__dic_pred.ads_4_9_predicate_check_on_default_value___00.smt2	unknown	2711	0	unknown	2611	0	A	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/N110-032__list_conversion__a-cofuve.ads_238_59_a-cfdlli.ads_69_7_my_lists.ads_11_4_overflow_check___00.smt2	unsat	109	0	unsat	108	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/riposte__arrays_multidim__arrays_multidim.adb_171_22_postcondition___00.smt2	unknown	20529	0	unknown	20523	0	A	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_6fdb94_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	1009	0	unsat	1009	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/O414-015__flow_constants_in_contracts_review_tests__info_flow_tests.adb_51_12_range_check___00.smt2	unsat	108	0	unsat	109	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/L719-025__lists_equal__p.adb_25_7_precondition___00.smt2	unknown	25036	0	unknown	24131	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/S510-037__init_by_proof__aa.adb_21_17_overflow_check___00.smt2	unsat	109	0	unsat	109	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/P602-004__entry_range_check__inrange.adb_16_22_assert___00.smt2	unsat	108	0	unsat	108	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/N519-003__flow_warning__warn.adb_4_11_overflow_check___00.smt2	unknown	108	0	unknown	107	0	A	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/K912-024__effects__using.ads_6_43_unreachable_branch___00.smt2	unknown	708	0	unknown	709	0	B	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/RC17-022__private_pointer__private_pointer.ads_16_56_range_check___00.smt2	unsat	108	0	unsat	108	0	A	unsat
