file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
UFDTLIRA/20200306-Kanig/spark2014bench/O512-022__fibonacci__fib.adb_29_42_range_check___00.smt2	unsat	108	0	unsat	108	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/L926-036__loopinv__counters.adb_18_21_overflow_check___00.smt2	unknown	22526	0	unknown	18723	0	B	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/S716-015__old_counterex__show_failed_proof_attempt.adb_21_17_overflow_check___00.smt2	unsat	109	0	unsat	108	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/P801-002__type_invariant_comp__use_types_with_invariants_no_spark.adb_12_22_assert___00.smt2	unknown	108	0	unknown	107	0	B	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/MB14-009__for_loops_iterable__for_loops_on_lists.adb_62_54_precondition___00.smt2	unsat	107	0	unsat	108	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/formal_queue__a-cfdlli.ads_853_39_queue.ads_19_4_precondition___00.smt2	unsat	108	0	unsat	108	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_52f2a0_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	5113	0	unsat	5012	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/O403-015__record_equality__record_equality.adb_29_22_range_check___00.smt2	unsat	108	0	unsat	108	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/L608-022__minmax__minmax.adb_64_16_range_check___00.smt2	unsat	108	0	unsat	109	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/S415-012__iterate_list__list_ex_pledge.ads_19_35_precondition___00.smt2	unknown	408	0	unknown	408	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/P414-029__equality_formal_vectors__a-cofuve.ads_238_59_a-cfinve.ads_102_7_names.adb_44_4_overflow_check___00.smt2	unsat	108	0	unsat	107	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/M823-017__fixed_points__decimal_fixed.adb_31_22_assert2___00.smt2	unsat	108	0	unsat	108	0	B	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/TU__loop_related_legal__loop_related_legal.adb_26_36_loop_invariant_init___00.smt2	unsat	108	0	unsat	108	0	A	unsat
UFDTLIRA/20200306-Kanig/spark2014bench/R322-036__external__c.adb_7_22_assert___00.smt2	unknown	108	0	unknown	108	0	B	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/O429-046__flow_prot_subpr_contracts__prot.adb_25_29_overflow_check___00.smt2	unknown	108	0	unknown	109	0	A	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/M301-035__flow__interprocedural_analysis_tests__single_compilation_unit.adb_94_17_overflow_check___00.smt2	unknown	108	0	unknown	108	0	B	unknown
UFDTLIRA/20200306-Kanig/spark2014bench/SC03-021__binary_search_trees__why_11e0ba_binary_search-T-defqtvc__00.smt2	unsat	108	0	unsat	108	0	A	unsat
