file	A	A_ms	A_rc	B	B_ms	B_rc	first	status
AUFDTLIRA/20200306-Kanig/spark2014bench/M830-004__checks__do_checks.adb_23_24_range_check___00.smt2	unsat	107	0	unsat	107	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/S702-024__record_attributes_in_allocators__test_constrained.adb_45_22_assert___00.smt2	unknown	107	0	unknown	107	0	B	unknown
AUFDTLIRA/20200306-Kanig/spark2014bench/Q519-015__array_cast__cast_array.ads_10_14_postcondition___00.smt2	unknown	14021	0	unknown	14021	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_244_63_range_check2___00.smt2	unsat	508	0	unsat	507	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/sparksmt__lexer__lexer.adb_433_13_loop_invariant_init___00.smt2	unsat	207	0	unsat	207	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_6b0fea_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unsat	107	0	unsat	107	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/NA29-017__prove_all__sorting.adb_35_16_index_check4___00.smt2	unsat	107	0	unsat	107	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/M318-019__expanded_name__p.adb_8_44_index_check___00.smt2	unsat	107	0	unsat	107	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/S117-008__pointer__formal_vectors.adb_54_14_use_formal_vectors.ads_10_4_predicate_check___00.smt2	unknown	12920	0	unknown	12920	0	A	unknown
AUFDTLIRA/20200306-Kanig/spark2014bench/P715-019__flow_subprogram_termination__container.adb_30_11_container.adb_45_7_precondition___03.smt2	unsat	108	0	unsat	108	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__perm.adb_108_43_index_check2___00.smt2	unsat	208	0	unsat	208	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/prime_numbers__prime_and_coprime_numbers.ads_100_27_test_prime_and_coprime_numbers.adb_6_4_index_check___00.smt2	unsat	207	0	unsat	207	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/R509-011__higher_order_proof__why_17e539_sparkmnhigher_ordermnfold-T-defqtvc__00.smt2	unknown	24531	0	unknown	24030	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/N624-020__perm_rem__sort.adb_83_16_precondition2___00.smt2	unsat	107	0	unsat	107	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/M806-034__array_logical_op__array_logical_ops.adb_22_37_length_check___00.smt2	unsat	13517	0	unsat	4813	0	A	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/S531-010__loop_frame_condition__do_loops.adb_47_13_index_check___00.smt2	unknown	13418	0	unknown	13119	0	B	unsat
AUFDTLIRA/20200306-Kanig/spark2014bench/Q930-002__itp__bounded_dynamic_arrays.ads_66_13_bounded_dynamic_strings.ads_5_1_postcondition___00.smt2	unknown	408	0	unknown	408	0	A	unsat
