file	base	base_rc	base_ms	base_giveup	base_err	arm	arm_rc	arm_ms	arm_giveup	arm_err	first	status
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_count_by_k.i_3_3_2.bpl_7.smt2	unknown	0	24034	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Incomplete] online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	none	unknown	0	24029	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [Incomplete] online CDCL(T) LRA model did not replay (arithmetic outside the incremental engine)	none	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2017-Heizmann-UltimateInvariantSynthesis/_standard_init5_ground.i_3_2_2.bpl_7.smt2	unknown	0	24132	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: Fourier–Motzkin elimination exceeded the wall-clock / size budget	none	unknown	0	24133	; give-up kind=Timeout detail=preprocessed dispatch timeout after reduced solve; the reduced solve's own reason was [ResourceLimit] lra: the deadline passed while linearizing the assertions; the constraint system was never finished and neither engine ran	none	arm	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/Labyrinth/SCC_Strong/0132-labyrinth-12-0.smt2	unknown	0	25634	; give-up kind=Watchdog detail=watchdog fired before the worker thread returned	none	unknown	0	25133	; give-up kind=Watchdog detail=watchdog fired before the worker thread returned	none	base	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/blending/5.smt2	unsat	0	5814	none	none	unsat	0	5314	none	none	arm	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/2019-ezsmt/travellingSalesperson/rand_70_300_1155482584_12.lp.smt2	sat	0	3413	none	none	sat	0	2811	none	none	base	unknown
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-cooking06.smt2	sat	0	108	none	none	sat	0	108	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-tempo-depth-9.smt2	sat	0	108	none	none	sat	0	109	none	none	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/DTP-Scheduling/constraints-temporal-machine-shop-2-3-A10.smt2	sat	0	108	none	none	sat	0	108	none	none	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/brp_withassume.t2.c_Iteration1_Loop_6-phaseTemplate.smt2	none	134	15207	none	memory allocation of 566272 bytes failed	none	134	12329	none	memory allocation of 566272 bytes failed	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/elmhes.c.i.elmhes.pl.t2.fixed.t2.c_Iteration5_Loop_6-phaseTemplate.smt2	none	134	5885	none	memory allocation of 728800 bytes failed	none	134	5992	none	memory allocation of 728800 bytes failed	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/firewire.t2.c_Iteration3_Loop_4-pieceTemplate.smt2	none	134	6184	none	memory allocation of 906688 bytes failed	none	134	6694	none	memory allocation of 906688 bytes failed	base	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/ludcmp.c.i.ludcmp.pl.t2.fixed.t2.c_Iteration8_Loop_7-phaseTemplate.smt2	none	134	6170	none	memory allocation of 521184 bytes failed	none	134	6260	none	memory allocation of 521184 bytes failed	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/p-46.t2.c_Iteration2_Loop_7-phaseTemplate.smt2	none	134	7193	none	memory allocation of 1033856 bytes failed	none	134	7188	none	memory allocation of 1033856 bytes failed	base	unsat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/CooperatingT2/sas2.t2.c_Iteration6_Lasso_6-phaseTemplate.smt2	none	134	7531	none	memory allocation of 1331008 bytes failed	none	134	7511	none	memory allocation of 1331008 bytes failed	arm	sat
/nas3/data/axeyum/corpus/smtlib-2024/non-incremental/non-incremental/QF_LRA/LassoRanker/SV-COMP/Ben-Amram-2010LMCS-Ex2.3_true-termination.c_Iteration1_Lasso_3-pieceTemplate.smt2	none	134	6185	none	memory allocation of 1121760 bytes failed	none	134	7192	none	memory allocation of 1121760 bytes failed	base	unsat
