file	verdict	rc	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	giveup
ALIA/20230321-UltimateAutomizerSvcomp2023/bubble_sort_linux-2.i_9.smt2	unknown	0	2	none	fd:parse	fd:parse	1	1	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll-token-1.i_25.smt2	unknown	0	2	none	fd:parse	fd:parse	1	1	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_insert_equal.i_64.smt2	unknown	0	2	none	fd:parse	fd:parse	0	0	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_remove_all.i_6.smt2	unknown	0	2	none	fd:parse	fd:parse	0	0	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all.i_33.smt2	unknown	0	2	none	fd:parse	fd:parse	0	0	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_120.smt2	unknown	0	2	none	fd:parse	fd:parse	0	0	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_168.smt2	unknown	0	2	none	fd:parse	fd:parse	0	0	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_23.smt2	unknown	0	2	none	fd:parse	fd:parse	0	0	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2c_update_all_reverse.i_4.smt2	unknown	0	2	none	fd:parse	fd:parse	0	0	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
ALIA/20230321-UltimateAutomizerSvcomp2023/dll2n_append_unequal.i_49.smt2	unknown	0	2	none	fd:parse	fd:parse	0	0	na	na	na	give-up kind=Error detail=parse error: unsupported: nested array element sort is unsupported: List([Atom("Array"), Atom("Int"), List([Atom("Array"), Atom("Int"), Atom("Int")])])
