file	verdict	rc	attempts	decided_by	bound_by	last	bound_ms	total_ms	open_after	open_ms	deepest	giveup
FP/20170501-Heizmann-UltimateAutomizer/float-to-double1_true-unreach-call.i_270.smt2	unknown	0	5	none	q:forall-exists-witness	q:uf-fmf-probe	70	72	q:uf-fmf-probe	24927	dl-online:check	give-up kind=Watchdog detail=watchdog fired before the worker thread returned
FP/2019-Preiner/11_53_RNA_fp.abs_fp.lt.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	1	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
FP/2019-Preiner/11_53_RNA_fp.div_fp.isNegative1.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	24	39	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
FP/2019-Preiner/11_53_RNA_fp.fma_fp.isInfinite2.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	15	25	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
FP/2019-Preiner/11_53_RNA_fp.mul_fp.geq.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	11	17	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
FP/2019-Preiner/11_53_RNA_fp.neg_fp.geq.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	0	0	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
FP/2019-Preiner/11_53_RNA_fp.roundToIntegral_fp.leq.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	5	10	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
FP/2019-Preiner/11_53_RNA_fp.sqrt_fp.leq.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	29	45	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
FP/2019-Preiner/11_53_RNA_fp.sub_fp.isNaN1.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	8	15	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
FP/2019-Preiner/11_53_RNA_fp.sub_fp.lt1.smt2	unknown	0	17	none	q:mbqi-quick	fd:bounded-completeness-unsat	10	17	na	na	na	give-up kind=ResourceLimit detail=finite quantifier domain (_ FloatingPoint 11 53) exceeds the eager expansion budget
